,season,league_name,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
7897,2024,UEFA Europa League,2024-07-11,IF Elfsborg,Pafos,3.0,0.0,1.0,0.0,H
7898,2024,UEFA Europa League,2024-07-11,Sheriff Tiraspol,Zira,0.0,1.0,0.0,0.0,A
7899,2024,UEFA Europa League,2024-07-11,Paks,Corvinul Hunedoara,0.0,4.0,0.0,2.0,A
7900,2024,UEFA Europa League,2024-07-11,Ružomberok,FK Tobol Kostanay,5.0,2.0,3.0,2.0,H
7901,2024,UEFA Europa League,2024-07-11,Botev Plovdiv,Maribor,2.0,1.0,1.0,1.0,H
7902,2024,UEFA Europa League,2024-07-11,Wisla Krakow,Llapi,2.0,0.0,1.0,0.0,H
7903,2024,UEFA Europa League,2024-07-18,Llapi,Wisla Krakow,1.0,2.0,0.0,0.0,A
7904,2024,UEFA Europa League,2024-07-18,FK Tobol Kostanay,Ružomberok,1.0,0.0,1.0,0.0,H
7905,2024,UEFA Europa League,2024-07-18,Zira,Sheriff Tiraspol,1.0,2.0,1.0,0.0,A
7906,2024,UEFA Europa League,2024-07-18,Pafos,IF Elfsborg,2.0,5.0,2.0,1.0,A
7907,2024,UEFA Europa League,2024-07-18,Corvinul Hunedoara,Paks,0.0,2.0,0.0,0.0,A
7908,2024,UEFA Europa League,2024-07-18,Maribor,Botev Plovdiv,2.0,2.0,1.0,0.0,D
7909,2024,UEFA Europa League,2024-07-25,Wisla Krakow,Rapid Vienna,1.0,2.0,0.0,1.0,A
7910,2024,UEFA Europa League,2024-07-25,Ružomberok,Trabzonspor,0.0,2.0,0.0,1.0,A
7911,2024,UEFA Europa League,2024-07-25,Sheriff Tiraspol,IF Elfsborg,0.0,1.0,0.0,0.0,A
7912,2024,UEFA Europa League,2024-07-25,Corvinul Hunedoara,HNK Rijeka,0.0,0.0,0.0,0.0,D
7913,2024,UEFA Europa League,2024-07-25,Molde,Silkeborg,3.0,1.0,2.0,1.0,H
7914,2024,UEFA Europa League,2024-07-25,Panathinaikos,Botev Plovdiv,2.0,1.0,2.0,0.0,H
7915,2024,UEFA Europa League,2024-07-25,Ajax,Vojvodina,1.0,0.0,0.0,0.0,H
7916,2024,UEFA Europa League,2024-07-25,Kilmarnock,Cercle Brugge,1.0,1.0,0.0,0.0,D
7917,2024,UEFA Europa League,2024-07-25,SC Braga,Maccabi Petah Tikva,2.0,0.0,0.0,0.0,H
7918,2024,UEFA Europa League,2024-08-01,IF Elfsborg,Sheriff Tiraspol,2.0,0.0,1.0,0.0,H
7919,2024,UEFA Europa League,2024-08-01,Silkeborg,Molde,3.0,2.0,1.0,1.0,H
7920,2024,UEFA Europa League,2024-08-01,Maccabi Petah Tikva,SC Braga,0.0,5.0,0.0,3.0,A
7921,2024,UEFA Europa League,2024-08-01,Trabzonspor,Ružomberok,1.0,0.0,0.0,0.0,H
7922,2024,UEFA Europa League,2024-08-01,HNK Rijeka,Corvinul Hunedoara,1.0,0.0,1.0,0.0,H
7923,2024,UEFA Europa League,2024-08-01,Botev Plovdiv,Panathinaikos,0.0,4.0,0.0,3.0,A
7924,2024,UEFA Europa League,2024-08-01,Vojvodina,Ajax,1.0,3.0,0.0,0.0,A
7925,2024,UEFA Europa League,2024-08-01,Cercle Brugge,Kilmarnock,1.0,0.0,1.0,0.0,H
7926,2024,UEFA Europa League,2024-08-01,Rapid Vienna,Wisla Krakow,6.0,1.0,5.0,0.0,H
7927,2024,UEFA Europa League,2024-08-06,Panevėžys,Maccabi Tel Aviv,1.0,2.0,0.0,2.0,A
7928,2024,UEFA Europa League,2024-08-06,Petrocub,The New Saints,1.0,0.0,1.0,0.0,H
7929,2024,UEFA Europa League,2024-08-08,Trabzonspor,Rapid Vienna,0.0,1.0,0.0,0.0,A
7930,2024,UEFA Europa League,2024-08-08,Molde,Cercle Brugge,3.0,0.0,3.0,0.0,H
7931,2024,UEFA Europa League,2024-08-08,KI Klaksvik,Borac Banja Luka,2.0,1.0,2.0,1.0,H
