league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
Belgique,2022,2022-07-22,Standard Liege,Gent,2,2,1,1,D
Belgique,2022,2022-07-23,Charleroi,AS Eupen,3,1,1,2,H
Belgique,2022,2022-07-23,Zulte Waregem,Seraing United,2,0,0,2,H
Belgique,2022,2022-07-23,Kortrijk,OH Leuven,0,2,0,0,A
Belgique,2022,2022-07-23,St. Truiden,Union St. Gilloise,1,1,1,0,D
Belgique,2022,2022-07-24,Club Brugge KV,Genk,3,2,1,2,H
Belgique,2022,2022-07-24,KV Mechelen,Antwerp,0,2,0,0,A
Belgique,2022,2022-07-24,Anderlecht,Oostende,2,0,1,1,H
Belgique,2022,2022-07-24,KVC Westerlo,Cercle Brugge,2,0,1,1,H
Belgique,2022,2022-07-29,Union St. Gilloise,Charleroi,1,0,0,1,H
Belgique,2022,2022-07-30,Cercle Brugge,Anderlecht,1,0,0,1,H
Belgique,2022,2022-07-30,OH Leuven,KVC Westerlo,2,0,1,1,H
Belgique,2022,2022-07-30,Oostende,KV Mechelen,2,1,2,0,H
Belgique,2022,2022-07-30,Gent,St. Truiden,1,1,1,0,D
Belgique,2022,2022-07-31,Genk,Standard Liege,3,1,3,0,H
Belgique,2022,2022-07-31,AS Eupen,Club Brugge KV,2,1,2,0,H
Belgique,2022,2022-07-31,Seraing United,Kortrijk,0,1,0,0,A
Belgique,2022,2022-07-31,Antwerp,Zulte Waregem,1,0,0,1,H
Belgique,2022,2022-08-05,Club Brugge KV,Zulte Waregem,1,1,0,1,D
Belgique,2022,2022-08-06,Genk,AS Eupen,4,2,3,1,H
Belgique,2022,2022-08-06,Kortrijk,St. Truiden,0,0,0,0,D
Belgique,2022,2022-08-06,Charleroi,Oostende,1,3,0,1,A
Belgique,2022,2022-08-06,KV Mechelen,Union St. Gilloise,3,0,1,2,H
Belgique,2022,2022-08-07,Standard Liege,Cercle Brugge,2,0,2,0,H
Belgique,2022,2022-08-07,Gent,KVC Westerlo,2,1,2,0,H
Belgique,2022,2022-08-07,Anderlecht,Seraing United,3,1,3,0,H
Belgique,2022,2022-08-07,Antwerp,OH Leuven,4,2,2,2,H
Belgique,2022,2022-08-12,Oostende,Gent,1,3,1,0,A
Belgique,2022,2022-08-13,KVC Westerlo,Standard Liege,4,2,1,3,H
Belgique,2022,2022-08-13,Cercle Brugge,KV Mechelen,0,0,0,0,D
Belgique,2022,2022-08-13,Seraing United,Charleroi,0,1,0,0,A
Belgique,2022,2022-08-13,Union St. Gilloise,Kortrijk,2,1,1,1,H
Belgique,2022,2022-08-14,St. Truiden,Anderlecht,0,3,0,0,A
Belgique,2022,2022-08-14,AS Eupen,Antwerp,0,1,0,0,A
Belgique,2022,2022-08-14,OH Leuven,Club Brugge KV,0,3,0,0,A
Belgique,2022,2022-08-14,Zulte Waregem,Genk,1,4,1,0,A
Belgique,2022,2022-08-19,AS Eupen,Seraing United,1,3,0,1,A
Belgique,2022,2022-08-20,Oostende,St. Truiden,0,1,0,0,A
Belgique,2022,2022-08-20,Genk,Cercle Brugge,2,1,1,1,H
Belgique,2022,2022-08-21,Club Brugge KV,Kortrijk,2,1,2,0,H
Belgique,2022,2022-08-21,Zulte Waregem,Charleroi,1,3,1,0,A
Belgique,2022,2022-08-21,Standard Liege,OH Leuven,1,3,0,1,A
Belgique,2022,2022-08-21,KV Mechelen,KVC Westerlo,5,4,1,4,H
Belgique,2022,2022-08-26,Charleroi,Club Brugge KV,1,3,1,0,A
Belgique,2022,2022-08-27,Seraing United,Genk,0,4,0,0,A
Belgique,2022,2022-08-27,OH Leuven,Oostende,2,1,0,2,H
Belgique,2022,2022-08-27,Cercle Brugge,Zulte Waregem,1,1,1,0,D
Belgique,2022,2022-08-27,St. Truiden,KV Mechelen,3,1,0,3,H
Belgique,2022,2022-08-28,Gent,Antwerp,1,2,1,0,A
Belgique,2022,2022-08-28,Kortrijk,Standard Liege,0,1,0,0,A
Belgique,2022,2022-08-28,Union St. Gilloise,Anderlecht,2,1,2,0,H
Belgique,2022,2022-08-28,KVC Westerlo,AS Eupen,0,1,0,0,A
Belgique,2022,2022-08-31,Antwerp,Union St. Gilloise,4,2,4,0,H
Belgique,2022,2022-09-01,Anderlecht,Gent,0,1,0,0,A
Belgique,2022,2022-09-02,Club Brugge KV,Cercle Brugge,4,0,1,3,H
Belgique,2022,2022-09-03,Genk,St. Truiden,0,0,0,0,D
Belgique,2022,2022-09-03,KV Mechelen,Seraing United,2,3,2,0,A
Belgique,2022,2022-09-03,AS Eupen,Kortrijk,0,1,0,0,A
Belgique,2022,2022-09-03,Standard Liege,Oostende,1,0,0,1,H
Belgique,2022,2022-09-04,Anderlecht,OH Leuven,2,2,0,2,D
Belgique,2022,2022-09-04,Antwerp,KVC Westerlo,3,0,1,2,H
Belgique,2022,2022-09-04,Charleroi,Gent,2,1,1,1,H
Belgique,2022,2022-09-04,Zulte Waregem,Union St. Gilloise,1,3,0,1,A
Belgique,2022,2022-09-09,St. Truiden,Standard Liege,1,2,0,1,A
Belgique,2022,2022-09-10,Kortrijk,KV Mechelen,1,4,0,1,A
Belgique,2022,2022-09-10,Oostende,AS Eupen,1,0,0,1,H
Belgique,2022,2022-09-10,Seraing United,Club Brugge KV,0,2,0,0,A
Belgique,2022,2022-09-10,OH Leuven,Charleroi,3,2,1,2,H
Belgique,2022,2022-09-11,KVC Westerlo,Anderlecht,2,1,1,1,H
Belgique,2022,2022-09-11,Cercle Brugge,Antwerp,0,2,0,0,A
Belgique,2022,2022-09-11,Union St. Gilloise,Genk,1,2,0,1,A
Belgique,2022,2022-09-11,Gent,Zulte Waregem,2,0,0,2,H
Belgique,2022,2022-09-16,Antwerp,Seraing United,2,1,2,0,H
Belgique,2022,2022-09-17,KV Mechelen,OH Leuven,0,0,0,0,D
Belgique,2022,2022-09-17,Zulte Waregem,St. Truiden,0,3,0,0,A
Belgique,2022,2022-09-17,Cercle Brugge,Oostende,2,2,2,0,D
Belgique,2022,2022-09-17,Charleroi,KVC Westerlo,2,3,1,1,A
Belgique,2022,2022-09-18,Genk,Gent,1,0,0,1,H
Belgique,2022,2022-09-18,AS Eupen,Union St. Gilloise,1,2,1,0,A
Belgique,2022,2022-09-18,Standard Liege,Club Brugge KV,3,0,1,2,H
Belgique,2022,2022-09-18,Anderlecht,Kortrijk,4,1,1,3,H
Belgique,2022,2022-09-30,Standard Liege,Seraing United,0,2,0,0,A
Belgique,2022,2022-10-01,OH Leuven,Union St. Gilloise,0,3,0,0,A
Belgique,2022,2022-10-01,KVC Westerlo,Zulte Waregem,2,0,1,1,H
Belgique,2022,2022-10-01,Oostende,Genk,1,2,1,0,A
Belgique,2022,2022-10-01,Club Brugge KV,KV Mechelen,3,0,1,2,H
Belgique,2022,2022-10-02,Anderlecht,Charleroi,0,1,0,0,A
Belgique,2022,2022-10-02,Gent,Cercle Brugge,3,4,0,3,A
Belgique,2022,2022-10-02,Kortrijk,Antwerp,2,1,2,0,H
Belgique,2022,2022-10-02,St. Truiden,AS Eupen,0,1,0,0,A
Belgique,2022,2022-10-07,Antwerp,St. Truiden,2,0,1,1,H
Belgique,2022,2022-10-08,Genk,Kortrijk,2,1,1,1,H
Belgique,2022,2022-10-08,Zulte Waregem,OH Leuven,2,5,1,1,A
Belgique,2022,2022-10-08,Seraing United,Oostende,1,1,0,1,D
Belgique,2022,2022-10-08,Club Brugge KV,KVC Westerlo,0,2,0,0,A
Belgique,2022,2022-10-09,KV Mechelen,Anderlecht,1,3,1,0,A
Belgique,2022,2022-10-09,AS Eupen,Gent,0,4,0,0,A
Belgique,2022,2022-10-09,Charleroi,Standard Liege,0,1,0,0,A
Belgique,2022,2022-10-09,Union St. Gilloise,Cercle Brugge,2,1,1,1,H
Belgique,2022,2022-10-14,KVC Westerlo,Seraing United,2,2,2,0,D
Belgique,2022,2022-10-15,Kortrijk,Zulte Waregem,1,3,1,0,A
Belgique,2022,2022-10-15,St. Truiden,Charleroi,2,1,1,1,H
