,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,OU_O05,OU_U05,OU_O15,OU_U15,OU_O25,OU_U25,BTTS_Yes,BTTS_No,season_id,match_id,saison,nom_compétition,pays
103561,2012-10-28 18:00:00,Pumas UNAM,América,0,1,A,0,1,A,2.65,3.33,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86094,2012,Mexico Liga MX,Mexico
103562,2012-10-28 23:00:00,Guadalajara,Atlas,2,0,H,2,0,H,1.93,3.44,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86095,2012,Mexico Liga MX,Mexico
103563,2012-11-03 01:30:00,Chiapas,Pumas UNAM,3,0,H,3,0,H,1.98,3.5,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86096,2012,Mexico Liga MX,Mexico
103564,2012-11-03 03:35:00,Santos Laguna,Cruz Azul,2,1,H,0,1,A,2.48,3.46,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86097,2012,Mexico Liga MX,Mexico
103565,2012-11-03 23:00:00,América,Pachuca,4,0,H,1,0,H,1.81,3.65,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86098,2012,Mexico Liga MX,Mexico
103566,2012-11-03 23:00:00,Querétaro,Guadalajara,0,1,A,0,0,D,4.24,3.51,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86099,2012,Mexico Liga MX,Mexico
103567,2012-11-04 01:00:00,Monterrey,Tigres UANL,0,1,A,0,0,D,2.2,3.42,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86100,2012,Mexico Liga MX,Mexico
103568,2012-11-04 02:30:00,Tijuana,San Luis,0,0,D,0,0,D,1.58,4.03,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86101,2012,Mexico Liga MX,Mexico
103569,2012-11-04 18:00:00,Toluca,Morelia,0,0,D,0,0,D,2.12,3.47,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86102,2012,Mexico Liga MX,Mexico
103570,2012-11-04 22:00:00,Atlas,Puebla,2,2,D,2,1,H,2.12,3.43,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86103,2012,Mexico Liga MX,Mexico
103571,2012-11-05 00:00:00,Atlante,León,2,3,A,0,2,A,2.93,3.45,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86104,2012,Mexico Liga MX,Mexico
103572,2012-11-08 02:30:00,Monterrey,Toluca,2,2,D,1,2,A,1.95,3.64,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86105,2012,Mexico Liga MX,Mexico
103573,2012-11-10 03:30:00,Morelia,Santos Laguna,2,0,H,1,0,H,2.11,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86106,2012,Mexico Liga MX,Mexico
103574,2012-11-10 03:35:00,León,Atlas,3,1,H,2,0,H,1.46,4.51,7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86107,2012,Mexico Liga MX,Mexico
103575,2012-11-10 23:00:00,Cruz Azul,Monterrey,1,1,D,1,1,D,2.06,3.57,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86108,2012,Mexico Liga MX,Mexico
103576,2012-11-11 01:00:00,Tigres UANL,América,1,1,D,1,0,H,2.38,3.5,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86109,2012,Mexico Liga MX,Mexico
103577,2012-11-11 01:00:00,Pachuca,Chiapas,2,1,H,1,0,H,2.63,3.46,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86110,2012,Mexico Liga MX,Mexico
103578,2012-11-11 03:00:00,San Luis,Toluca,0,2,A,0,0,D,3.13,3.43,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86111,2012,Mexico Liga MX,Mexico
103579,2012-11-11 18:00:00,Puebla,Querétaro,0,1,A,0,1,A,1.68,3.98,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86112,2012,Mexico Liga MX,Mexico
103580,2012-11-11 18:00:00,Pumas UNAM,Atlante,3,2,H,2,1,H,2.02,3.56,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86113,2012,Mexico Liga MX,Mexico
103581,2012-11-11 23:00:00,Guadalajara,Tijuana,0,2,A,0,2,A,2.2,3.37,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86114,2012,Mexico Liga MX,Mexico
103582,2012-11-15 01:00:00,Cruz Azul,León,2,1,H,1,0,H,2.4,3.51,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86115,2012,Mexico Liga MX,Mexico
103583,2012-11-15 03:05:00,Morelia,América,0,2,A,0,0,D,2.44,3.39,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86116,2012,Mexico Liga MX,Mexico
103584,2012-11-16 01:00:00,Monterrey,Tijuana,0,1,A,0,0,D,2.47,3.41,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86117,2012,Mexico Liga MX,Mexico
103585,2012-11-16 03:00:00,Guadalajara,Toluca,1,2,A,0,2,A,3.1,3.42,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86118,2012,Mexico Liga MX,Mexico
103586,2012-11-17 23:00:00,América,Morelia,1,2,A,1,2,A,2.16,3.51,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86119,2012,Mexico Liga MX,Mexico
103587,2012-11-18 01:07:00,León,Cruz Azul,3,0,H,2,0,H,1.9,3.65,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86120,2012,Mexico Liga MX,Mexico
103588,2012-11-18 18:00:00,Toluca,Guadalajara,3,1,H,0,0,D,1.8,3.61,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86121,2012,Mexico Liga MX,Mexico
103589,2012-11-19 00:34:00,Tijuana,Monterrey,1,1,D,0,0,D,2.15,3.42,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86122,2012,Mexico Liga MX,Mexico
103590,2012-11-23 01:00:00,América,Toluca,0,2,A,0,0,D,2.06,3.56,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86123,2012,Mexico Liga MX,Mexico
103591,2012-11-23 03:05:00,León,Tijuana,2,0,H,0,0,D,1.91,3.59,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86124,2012,Mexico Liga MX,Mexico
103592,2012-11-25 18:00:00,Toluca,América,1,2,A,0,2,A,2.11,3.56,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86125,2012,Mexico Liga MX,Mexico
103593,2012-11-26 00:30:00,Tijuana,León,3,0,H,1,0,H,2.04,3.57,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86126,2012,Mexico Liga MX,Mexico
103594,2012-11-30 03:05:00,Tijuana,Toluca,2,1,H,2,1,H,2.13,3.43,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86127,2012,Mexico Liga MX,Mexico
103595,2012-12-03 00:02:00,Toluca,Tijuana,0,2,A,0,0,D,2.0,3.58,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86128,2012,Mexico Liga MX,Mexico
103596,2013-01-05 01:30:00,Morelia,Cruz Azul,3,3,D,2,2,D,2.2,3.37,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86129,2012,Mexico Liga MX,Mexico
103597,2013-01-05 23:00:00,América,Monterrey,2,1,H,1,1,D,2.18,3.44,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86130,2012,Mexico Liga MX,Mexico
103599,2013-01-06 01:00:00,Pachuca,Atlante,2,0,H,0,0,D,1.95,3.56,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86132,2012,Mexico Liga MX,Mexico
103598,2013-01-06 01:00:00,Tigres UANL,Chiapas,3,0,H,0,0,D,1.81,3.71,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86131,2012,Mexico Liga MX,Mexico
103600,2013-01-06 02:05:00,León,Querétaro,2,2,D,1,1,D,1.4,4.86,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86133,2012,Mexico Liga MX,Mexico
103601,2013-01-06 03:00:00,San Luis,Santos Laguna,1,1,D,0,1,A,3.01,3.34,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86134,2012,Mexico Liga MX,Mexico
103602,2013-01-06 18:00:00,Pumas UNAM,Atlas,1,1,D,1,0,H,1.83,3.62,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86135,2012,Mexico Liga MX,Mexico
103603,2013-01-06 22:00:00,Puebla,Tijuana,1,2,A,1,2,A,3.06,3.28,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86136,2012,Mexico Liga MX,Mexico
103604,2013-01-06 23:00:00,Guadalajara,Toluca,1,1,D,0,0,D,2.58,3.35,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86137,2012,Mexico Liga MX,Mexico
103605,2013-01-12 01:30:00,Chiapas,América,0,2,A,0,0,D,2.92,3.5,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86138,2012,Mexico Liga MX,Mexico
103606,2013-01-12 03:30:00,Santos Laguna,Guadalajara,2,0,H,1,0,H,2.04,3.51,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86139,2012,Mexico Liga MX,Mexico
103608,2013-01-12 23:00:00,Querétaro,Pumas UNAM,2,1,H,0,0,D,3.47,3.41,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86141,2012,Mexico Liga MX,Mexico
103607,2013-01-12 23:00:00,Cruz Azul,San Luis,2,1,H,0,0,D,1.66,3.93,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86140,2012,Mexico Liga MX,Mexico
103609,2013-01-13 01:00:00,Monterrey,Morelia,1,0,H,1,0,H,2.14,3.53,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86142,2012,Mexico Liga MX,Mexico
103610,2013-01-13 01:00:00,Tijuana,León,1,0,H,1,0,H,2.41,3.43,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86143,2012,Mexico Liga MX,Mexico
103611,2013-01-13 03:00:00,Atlas,Pachuca,2,0,H,1,0,H,2.52,3.31,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86144,2012,Mexico Liga MX,Mexico
103612,2013-01-13 18:00:00,Toluca,Puebla,1,1,D,0,0,D,1.72,3.82,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86145,2012,Mexico Liga MX,Mexico
103613,2013-01-14 00:00:00,Atlante,Tigres UANL,1,3,A,1,1,D,3.12,3.45,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86146,2012,Mexico Liga MX,Mexico
103614,2013-01-19 01:30:00,Chiapas,Monterrey,1,1,D,0,1,A,2.76,3.36,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86147,2012,Mexico Liga MX,Mexico
103615,2013-01-19 02:35:00,León,Toluca,1,2,A,1,1,D,2.04,3.59,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86148,2012,Mexico Liga MX,Mexico
103616,2013-01-19 23:00:00,América,Atlante,4,0,H,3,0,H,1.45,4.59,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86149,2012,Mexico Liga MX,Mexico
103617,2013-01-20 01:00:00,Pachuca,Querétaro,1,1,D,1,1,D,1.65,4.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86150,2012,Mexico Liga MX,Mexico
103618,2013-01-20 01:00:00,Tigres UANL,Atlas,1,0,H,1,0,H,1.55,4.23,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86151,2012,Mexico Liga MX,Mexico
103619,2013-01-20 03:00:00,San Luis,Morelia,1,2,A,1,1,D,3.05,3.33,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86152,2012,Mexico Liga MX,Mexico
103620,2013-01-20 18:00:00,Puebla,Santos Laguna,2,1,H,1,0,H,2.86,3.37,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86153,2012,Mexico Liga MX,Mexico
103622,2013-01-20 23:00:00,Guadalajara,Cruz Azul,1,1,D,1,1,D,2.5,3.32,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86155,2012,Mexico Liga MX,Mexico
103623,2013-01-26 01:30:00,Morelia,Guadalajara,1,1,D,0,0,D,1.97,3.53,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86156,2012,Mexico Liga MX,Mexico
103624,2013-01-26 03:30:00,Santos Laguna,León,2,0,H,1,0,H,2.08,3.58,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86157,2012,Mexico Liga MX,Mexico
103626,2013-01-26 23:00:00,Cruz Azul,Puebla,4,0,H,1,0,H,1.69,3.93,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86159,2012,Mexico Liga MX,Mexico
103625,2013-01-26 23:00:00,Querétaro,Tigres UANL,0,2,A,0,1,A,3.44,3.35,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86158,2012,Mexico Liga MX,Mexico
103628,2013-01-27 01:00:00,Monterrey,San Luis,3,2,H,2,0,H,1.6,4.01,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86161,2012,Mexico Liga MX,Mexico
103627,2013-01-27 01:00:00,Tijuana,Pachuca,2,0,H,0,0,D,1.75,3.77,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86160,2012,Mexico Liga MX,Mexico
103629,2013-01-27 03:00:00,Atlas,América,2,1,H,0,1,A,3.76,3.54,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86162,2012,Mexico Liga MX,Mexico
103630,2013-01-27 18:00:00,Toluca,Pumas UNAM,0,1,A,0,1,A,1.83,3.64,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86163,2012,Mexico Liga MX,Mexico
103631,2013-01-28 00:00:00,Atlante,Chiapas,4,3,H,2,0,H,2.49,3.38,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86164,2012,Mexico Liga MX,Mexico
103632,2013-02-02 01:30:00,Chiapas,Atlas,1,2,A,0,1,A,2.34,3.34,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86165,2012,Mexico Liga MX,Mexico
103633,2013-02-02 23:00:00,América,Querétaro,3,0,H,1,0,H,1.37,5.05,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86166,2012,Mexico Liga MX,Mexico
103634,2013-02-03 01:00:00,Pachuca,Toluca,1,0,H,1,0,H,2.43,3.25,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86167,2012,Mexico Liga MX,Mexico
103636,2013-02-03 02:05:00,León,Cruz Azul,2,2,D,1,1,D,2.41,3.43,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86169,2012,Mexico Liga MX,Mexico
103637,2013-02-03 18:00:00,Puebla,Morelia,3,1,H,2,1,H,3.03,3.39,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86170,2012,Mexico Liga MX,Mexico
103638,2013-02-03 18:00:00,Pumas UNAM,Santos Laguna,0,0,D,0,0,D,2.39,3.39,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86171,2012,Mexico Liga MX,Mexico
103639,2013-02-03 18:00:00,Guadalajara,San Luis,1,1,D,1,0,H,1.85,3.62,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86172,2012,Mexico Liga MX,Mexico
103640,2013-02-04 00:00:00,Atlante,Monterrey,3,1,H,0,0,D,3.01,3.49,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86173,2012,Mexico Liga MX,Mexico
103641,2013-02-09 01:30:00,Morelia,León,1,0,H,0,0,D,2.22,3.49,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86174,2012,Mexico Liga MX,Mexico
103643,2013-02-09 23:00:00,Querétaro,Chiapas,1,1,D,0,1,A,2.34,3.39,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86176,2012,Mexico Liga MX,Mexico
103642,2013-02-09 23:00:00,Cruz Azul,Pumas UNAM,1,1,D,1,1,D,1.85,3.63,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86175,2012,Mexico Liga MX,Mexico
103644,2013-02-10 01:00:00,Monterrey,Guadalajara,0,1,A,0,0,D,1.92,3.55,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86177,2012,Mexico Liga MX,Mexico
103645,2013-02-10 01:10:00,Tijuana,América,1,2,A,0,1,A,2.47,3.41,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86178,2012,Mexico Liga MX,Mexico
103646,2013-02-10 03:00:00,San Luis,Puebla,1,3,A,1,1,D,2.24,3.43,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86179,2012,Mexico Liga MX,Mexico
103647,2013-02-10 03:00:00,Atlas,Atlante,2,1,H,1,0,H,2.02,3.62,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86180,2012,Mexico Liga MX,Mexico
103648,2013-02-10 18:00:00,Toluca,Tigres UANL,1,4,A,0,1,A,2.58,3.34,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86181,2012,Mexico Liga MX,Mexico
103649,2013-02-10 22:00:00,Santos Laguna,Pachuca,0,1,A,0,1,A,2.02,3.46,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86182,2012,Mexico Liga MX,Mexico
103650,2013-02-16 01:30:00,Chiapas,Tijuana,2,0,H,0,0,D,3.02,3.32,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86183,2012,Mexico Liga MX,Mexico
103651,2013-02-16 23:00:00,América,Toluca,2,2,D,1,1,D,1.79,3.67,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86184,2012,Mexico Liga MX,Mexico
103652,2013-02-17 01:00:00,Pachuca,Cruz Azul,2,1,H,1,1,D,2.5,3.27,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86185,2012,Mexico Liga MX,Mexico
103653,2013-02-17 01:00:00,Tigres UANL,Santos Laguna,1,1,D,1,1,D,1.68,3.81,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86186,2012,Mexico Liga MX,Mexico
103654,2013-02-17 02:05:00,León,San Luis,2,0,H,1,0,H,2.08,3.51,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86187,2012,Mexico Liga MX,Mexico
103655,2013-02-17 03:00:00,Atlas,Monterrey,2,1,H,1,1,D,2.5,3.35,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86188,2012,Mexico Liga MX,Mexico
103657,2013-02-17 22:00:00,Puebla,Guadalajara,1,1,D,0,0,D,2.63,3.31,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86190,2012,Mexico Liga MX,Mexico
103658,2013-02-18 00:00:00,Atlante,Querétaro,1,1,D,0,0,D,1.89,3.64,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86191,2012,Mexico Liga MX,Mexico
103659,2013-02-23 01:30:00,Morelia,Pachuca,3,2,H,2,1,H,2.06,3.45,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86192,2012,Mexico Liga MX,Mexico
103660,2013-02-23 03:35:00,Santos Laguna,América,1,0,H,1,0,H,2.95,3.5,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86193,2012,Mexico Liga MX,Mexico
103661,2013-02-23 23:00:00,Cruz Azul,Tigres UANL,1,2,A,0,2,A,2.43,3.44,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86194,2012,Mexico Liga MX,Mexico
103662,2013-02-23 23:00:00,Querétaro,Atlas,0,0,D,0,0,D,2.93,3.37,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86195,2012,Mexico Liga MX,Mexico
103663,2013-02-24 01:00:00,Monterrey,Puebla,3,0,H,1,0,H,1.76,3.9,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86196,2012,Mexico Liga MX,Mexico
103664,2013-02-24 03:00:00,Tijuana,Atlante,2,0,H,1,0,H,1.68,4.01,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86197,2012,Mexico Liga MX,Mexico
103666,2013-02-24 18:00:00,Toluca,Chiapas,2,1,H,0,1,A,2.02,3.56,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86199,2012,Mexico Liga MX,Mexico
103667,2013-02-24 23:00:00,Guadalajara,León,2,1,H,1,0,H,2.37,3.36,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86200,2012,Mexico Liga MX,Mexico
103668,2013-03-02 01:30:00,Chiapas,Santos Laguna,1,3,A,1,3,A,2.37,3.44,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86201,2012,Mexico Liga MX,Mexico
103669,2013-03-02 23:00:00,América,Cruz Azul,3,0,H,2,0,H,1.85,3.71,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86202,2012,Mexico Liga MX,Mexico
103670,2013-03-02 23:00:00,Querétaro,Monterrey,1,0,H,1,0,H,3.1,3.38,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86203,2012,Mexico Liga MX,Mexico
103671,2013-03-03 01:00:00,Pachuca,San Luis,2,1,H,1,0,H,1.6,4.07,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86204,2012,Mexico Liga MX,Mexico
103673,2013-03-03 02:05:00,León,Puebla,0,1,A,0,0,D,1.76,3.81,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86206,2012,Mexico Liga MX,Mexico
103674,2013-03-03 03:00:00,Atlas,Tijuana,1,0,H,1,0,H,2.64,3.35,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86207,2012,Mexico Liga MX,Mexico
103676,2013-03-04 00:00:00,Atlante,Toluca,0,1,A,0,1,A,2.65,3.5,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86209,2012,Mexico Liga MX,Mexico
103677,2013-03-09 01:30:00,Morelia,América,1,1,D,1,1,D,2.7,3.37,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86210,2012,Mexico Liga MX,Mexico
103678,2013-03-09 23:00:00,Cruz Azul,Chiapas,1,1,D,1,0,H,1.75,3.83,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86211,2012,Mexico Liga MX,Mexico
103680,2013-03-10 01:00:00,Tijuana,Querétaro,0,1,A,0,1,A,1.54,4.09,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86213,2012,Mexico Liga MX,Mexico
103679,2013-03-10 01:00:00,Santos Laguna,Atlante,2,1,H,1,0,H,1.67,3.98,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86212,2012,Mexico Liga MX,Mexico
103681,2013-03-10 01:00:00,Monterrey,León,2,1,H,1,1,D,2.11,3.47,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86214,2012,Mexico Liga MX,Mexico
103682,2013-03-10 03:00:00,San Luis,Tigres UANL,1,2,A,1,1,D,4.29,3.54,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86215,2012,Mexico Liga MX,Mexico
103683,2013-03-10 18:00:00,Toluca,Atlas,0,1,A,0,0,D,2.14,3.4,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86216,2012,Mexico Liga MX,Mexico
103684,2013-03-10 22:00:00,Puebla,Pumas UNAM,0,1,A,0,0,D,2.7,3.28,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86217,2012,Mexico Liga MX,Mexico
103685,2013-03-10 23:00:00,Guadalajara,Pachuca,1,0,H,1,0,H,2.29,3.32,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86218,2012,Mexico Liga MX,Mexico
103686,2013-03-16 01:30:00,Chiapas,Morelia,1,1,D,1,1,D,2.97,3.38,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86219,2012,Mexico Liga MX,Mexico
103687,2013-03-16 23:00:00,América,San Luis,1,1,D,1,0,H,1.33,5.28,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86220,2012,Mexico Liga MX,Mexico
103688,2013-03-16 23:00:00,Querétaro,Toluca,1,0,H,1,0,H,2.52,3.26,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86221,2012,Mexico Liga MX,Mexico
103689,2013-03-17 01:00:00,Pachuca,Puebla,2,1,H,0,1,A,1.85,3.69,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86222,2012,Mexico Liga MX,Mexico
103690,2013-03-17 01:00:00,Tigres UANL,Guadalajara,1,1,D,0,1,A,1.77,3.7,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86223,2012,Mexico Liga MX,Mexico
103691,2013-03-17 03:00:00,Atlas,Santos Laguna,1,2,A,0,0,D,2.49,3.37,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86224,2012,Mexico Liga MX,Mexico
103692,2013-03-17 04:00:00,Tijuana,Monterrey,2,2,D,1,2,A,2.0,3.53,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86225,2012,Mexico Liga MX,Mexico
103693,2013-03-17 18:00:00,Pumas UNAM,León,0,0,D,0,0,D,1.99,3.41,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86226,2012,Mexico Liga MX,Mexico
103694,2013-03-18 00:00:00,Atlante,Cruz Azul,0,3,A,0,1,A,3.09,3.47,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86227,2012,Mexico Liga MX,Mexico
103695,2013-03-30 23:00:00,Cruz Azul,Atlas,1,2,A,0,1,A,2.1,3.4,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86228,2012,Mexico Liga MX,Mexico
103696,2013-03-30 23:00:00,Toluca,Tijuana,1,0,H,1,0,H,2.64,3.28,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,86229,2012,Mexico Liga MX,Mexico
