fixture_id,league,season,date,home_team,away_team,score_home,score_away,home_goals_1st_half,home_goals_2nd_half,away_goals_1st_half,away_goals_2nd_half
1150350,mexique,2023,2024-04-21T01:05:00+00:00,Tigres UANL,Necaxa,5,2,0,5,1,1
1150354,mexique,2023,2024-04-21T01:05:00+00:00,Santos Laguna,Pachuca,0,2,0,0,0,2
1150352,mexique,2023,2024-04-21T03:10:00+00:00,U.N.A.M. - Pumas,Club America,2,1,1,1,1,0
1150353,mexique,2023,2024-04-22T00:00:00+00:00,Cruz Azul,Atlas,2,2,1,1,2,0
1150355,mexique,2023,2024-04-27T01:00:00+00:00,Puebla,Club America,1,2,1,0,2,0
1150356,mexique,2023,2024-04-27T03:10:00+00:00,Club Queretaro,U.N.A.M. - Pumas,1,1,0,1,0,1
1150357,mexique,2023,2024-04-27T23:06:00+00:00,FC Juarez,Leon,1,1,1,0,0,1
1150358,mexique,2023,2024-04-28T01:00:00+00:00,Tigres UANL,Club Tijuana,4,1,1,3,0,1
1150360,mexique,2023,2024-04-28T01:00:00+00:00,Toluca,Cruz Azul,0,1,0,0,1,0
1150359,mexique,2023,2024-04-28T01:10:00+00:00,Pachuca,Mazatlán,1,1,0,1,0,1
1150361,mexique,2023,2024-04-28T03:10:00+00:00,Atlas,Guadalajara Chivas,0,1,0,0,0,1
1150363,mexique,2023,2024-04-29T00:00:00+00:00,Santos Laguna,Atletico San Luis,0,3,0,0,2,1
1150362,mexique,2023,2024-04-29T00:00:00+00:00,Necaxa,Monterrey,2,5,0,2,0,5
1198553,mexique,2023,2024-05-06T02:06:00+00:00,Pachuca,Necaxa,2,1,0,2,0,1
1197967,mexique,2023,2024-05-09T01:05:00+00:00,Guadalajara Chivas,Toluca,1,0,0,1,0,0
1198984,mexique,2023,2024-05-09T03:16:00+00:00,Pachuca,Club America,1,1,1,0,1,0
1198551,mexique,2023,2024-05-10T01:00:00+00:00,U.N.A.M. - Pumas,Cruz Azul,0,2,0,0,1,1
1197969,mexique,2023,2024-05-10T03:10:00+00:00,Tigres UANL,Monterrey,1,2,1,0,1,1
1198985,mexique,2023,2024-05-12T00:00:00+00:00,Club America,Pachuca,1,1,0,1,1,0
1197968,mexique,2023,2024-05-12T02:10:00+00:00,Toluca,Guadalajara Chivas,0,0,0,0,0,0
1198552,mexique,2023,2024-05-13T01:00:00+00:00,Cruz Azul,U.N.A.M. - Pumas,2,2,0,2,0,2
1197970,mexique,2023,2024-05-13T03:10:00+00:00,Monterrey,Tigres UANL,1,1,0,1,1,0
1199963,mexique,2023,2024-05-16T02:05:00+00:00,Guadalajara Chivas,Club America,0,0,0,0,0,0
1200174,mexique,2023,2024-05-17T03:00:00+00:00,Monterrey,Cruz Azul,0,1,0,0,1,0
1199964,mexique,2023,2024-05-19T02:00:00+00:00,Club America,Guadalajara Chivas,1,0,0,1,0,0
1200175,mexique,2023,2024-05-20T00:00:00+00:00,Cruz Azul,Monterrey,1,2,0,1,0,2
1200843,mexique,2023,2024-05-24T02:00:00+00:00,Cruz Azul,Club America,1,1,1,0,1,0
1200844,mexique,2023,2024-05-27T01:00:00+00:00,Club America,Cruz Azul,1,0,0,1,0,0
1206004,mexique,2024,2024-07-05T22:45:00+00:00,Puebla,Santos Laguna,1,0,0,1,0,0
1206003,mexique,2024,2024-07-06T01:00:00+00:00,Club Queretaro,Club Tijuana,1,2,0,1,1,1
1206005,mexique,2024,2024-07-06T03:10:00+00:00,FC Juarez,Atlas,2,2,1,1,0,2
1206006,mexique,2024,2024-07-06T23:00:00+00:00,Atletico San Luis,Club America,2,1,1,1,1,0
1206008,mexique,2024,2024-07-07T01:00:00+00:00,Guadalajara Chivas,Toluca,0,0,0,0,0,0
1206007,mexique,2024,2024-07-07T01:00:00+00:00,Tigres UANL,Necaxa,1,0,1,0,0,0
1206009,mexique,2024,2024-07-07T03:00:00+00:00,Cruz Azul,Mazatlán,1,0,0,1,0,0
1206010,mexique,2024,2024-07-07T18:00:00+00:00,U.N.A.M. - Pumas,Leon,4,1,2,2,1,0
1206011,mexique,2024,2024-07-08T01:06:00+00:00,Pachuca,Monterrey,0,1,0,0,1,0
1206012,mexique,2024,2024-07-13T01:00:00+00:00,Club America,Club Queretaro,3,1,2,1,1,0
1206014,mexique,2024,2024-07-13T03:00:00+00:00,Club Tijuana,Guadalajara Chivas,4,2,1,3,0,2
1206013,mexique,2024,2024-07-13T03:00:00+00:00,Mazatlán,Atletico San Luis,2,2,0,2,0,2
1206015,mexique,2024,2024-07-13T03:05:00+00:00,Atlas,Tigres UANL,1,1,1,0,0,1
1206016,mexique,2024,2024-07-13T23:00:00+00:00,Necaxa,Puebla,4,1,2,2,0,1
1206017,mexique,2024,2024-07-13T23:00:00+00:00,Leon,Pachuca,0,0,0,0,0,0
1206018,mexique,2024,2024-07-14T01:10:00+00:00,Toluca,FC Juarez,3,2,2,1,0,2
1206019,mexique,2024,2024-07-14T01:25:00+00:00,Santos Laguna,U.N.A.M. - Pumas,1,1,1,0,1,0
1206020,mexique,2024,2024-07-14T03:10:00+00:00,Monterrey,Cruz Azul,0,4,0,0,2,2
1206022,mexique,2024,2024-07-17T01:00:00+00:00,Atlas,Santos Laguna,1,0,0,1,0,0
1206021,mexique,2024,2024-07-17T01:00:00+00:00,Club Queretaro,Guadalajara Chivas,0,2,0,0,1,1
1206024,mexique,2024,2024-07-17T01:00:00+00:00,Pachuca,Atletico San Luis,2,0,1,1,0,0
1206023,mexique,2024,2024-07-17T03:00:00+00:00,Puebla,Leon,2,2,1,1,1,1
1206025,mexique,2024,2024-07-17T03:05:00+00:00,Cruz Azul,Club Tijuana,3,0,2,1,0,0
1206029,mexique,2024,2024-07-18T01:00:00+00:00,Necaxa,Monterrey,0,1,0,0,0,1
1206026,mexique,2024,2024-07-18T01:06:00+00:00,FC Juarez,U.N.A.M. - Pumas,1,2,1,0,0,2
1206028,mexique,2024,2024-07-18T03:00:00+00:00,Tigres UANL,Club America,1,0,0,1,0,0
1206027,mexique,2024,2024-07-18T03:00:00+00:00,Toluca,Mazatlán,3,0,2,1,0,0
1206030,mexique,2024,2024-07-20T01:00:00+00:00,Atletico San Luis,Club Tijuana,1,1,1,0,1,0
1206031,mexique,2024,2024-07-20T03:05:00+00:00,Puebla,Atlas,1,2,0,1,2,0
1206032,mexique,2024,2024-07-20T23:05:00+00:00,Guadalajara Chivas,Mazatlán,2,0,0,2,0,0
1206034,mexique,2024,2024-07-21T01:00:00+00:00,Monterrey,Club Queretaro,2,1,1,1,0,1
1206033,mexique,2024,2024-07-21T01:00:00+00:00,Santos Laguna,Tigres UANL,0,3,0,0,0,3
1206036,mexique,2024,2024-07-21T03:05:00+00:00,Cruz Azul,Toluca,1,1,0,1,1,0
1206035,mexique,2024,2024-07-21T03:10:00+00:00,FC Juarez,Club America,1,2,1,0,1,1
1206037,mexique,2024,2024-07-21T23:00:00+00:00,U.N.A.M. - Pumas,Pachuca,2,0,1,1,0,0
1206038,mexique,2024,2024-07-22T01:05:00+00:00,Leon,Necaxa,1,1,0,1,1,0
1206140,mexique,2024,2024-08-17T01:00:00+00:00,Puebla,Monterrey,1,2,0,1,1,1
1206074,mexique,2024,2024-08-19T00:05:00+00:00,Club Tijuana,Santos Laguna,3,1,2,1,1,0
1206115,mexique,2024,2024-08-19T02:00:00+00:00,Atletico San Luis,Club Queretaro,4,0,2,2,0,0
1206039,mexique,2024,2024-08-24T01:00:00+00:00,Club Queretaro,Cruz Azul,0,2,0,0,1,1
1206040,mexique,2024,2024-08-24T02:00:00+00:00,Mazatlán,Pachuca,3,0,3,0,0,0
1206041,mexique,2024,2024-08-24T03:05:00+00:00,Club Tijuana,Monterrey,2,2,1,1,2,0
1206042,mexique,2024,2024-08-24T23:00:00+00:00,Necaxa,FC Juarez,3,0,1,2,0,0
1206045,mexique,2024,2024-08-25T01:00:00+00:00,Tigres UANL,Guadalajara Chivas,1,1,0,1,0,1
1206044,mexique,2024,2024-08-25T01:00:00+00:00,Atlas,U.N.A.M. - Pumas,2,1,1,1,0,1
1206043,mexique,2024,2024-08-25T01:00:00+00:00,Leon,Santos Laguna,1,1,1,0,1,0
1206046,mexique,2024,2024-08-25T03:05:00+00:00,Club America,Puebla,0,1,0,0,0,1
1206047,mexique,2024,2024-08-25T18:00:00+00:00,Toluca,Atletico San Luis,2,1,1,1,1,0
1206048,mexique,2024,2024-08-31T01:00:00+00:00,Atletico San Luis,Atlas,2,1,1,1,0,1
1206049,mexique,2024,2024-08-31T02:00:00+00:00,Mazatlán,Puebla,1,1,1,0,1,0
1206050,mexique,2024,2024-08-31T03:05:00+00:00,Club Tijuana,Leon,2,1,1,1,1,0
1206051,mexique,2024,2024-08-31T23:00:00+00:00,Pachuca,Club Queretaro,1,1,0,1,1,0
1206052,mexique,2024,2024-08-31T23:05:00+00:00,Guadalajara Chivas,FC Juarez,5,0,4,1,0,0
1206053,mexique,2024,2024-09-01T01:00:00+00:00,Monterrey,Toluca,1,2,0,1,1,1
1206054,mexique,2024,2024-09-01T03:10:00+00:00,Cruz Azul,Club America,4,1,2,2,1,0
1206055,mexique,2024,2024-09-01T23:00:00+00:00,U.N.A.M. - Pumas,Tigres UANL,1,3,1,0,2,1
1206056,mexique,2024,2024-09-02T01:05:00+00:00,Santos Laguna,Necaxa,3,2,0,3,1,1
1206057,mexique,2024,2024-09-14T00:00:00+00:00,Puebla,Club Queretaro,2,1,1,1,0,1
1206058,mexique,2024,2024-09-14T01:00:00+00:00,Atlas,Pachuca,2,0,2,0,0,0
1206060,mexique,2024,2024-09-14T02:10:00+00:00,Tigres UANL,Atletico San Luis,1,0,0,1,0,0
1206059,mexique,2024,2024-09-14T02:10:00+00:00,FC Juarez,Mazatlán,1,0,0,1,0,0
1206061,mexique,2024,2024-09-14T03:00:00+00:00,Necaxa,U.N.A.M. - Pumas,2,0,0,2,0,0
1206062,mexique,2024,2024-09-14T22:45:00+00:00,Toluca,Club Tijuana,4,0,1,3,0,0
1206063,mexique,2024,2024-09-15T00:50:00+00:00,Club America,Guadalajara Chivas,1,0,1,0,0,0
1206064,mexique,2024,2024-09-15T02:35:00+00:00,Leon,Cruz Azul,1,2,1,0,1,1
1206065,mexique,2024,2024-09-15T03:00:00+00:00,Santos Laguna,Monterrey,0,2,0,0,1,1
1206070,mexique,2024,2024-09-18T01:00:00+00:00,Club America,Atlas,3,0,1,2,0,0
1206067,mexique,2024,2024-09-18T01:00:00+00:00,Pachuca,Toluca,2,2,0,2,1,1
1206066,mexique,2024,2024-09-18T01:00:00+00:00,Atletico San Luis,Cruz Azul,3,1,2,1,1,0
1206069,mexique,2024,2024-09-18T03:00:00+00:00,Club Queretaro,Tigres UANL,1,0,1,0,0,0
1206068,mexique,2024,2024-09-18T03:05:00+00:00,U.N.A.M. - Pumas,Puebla,1,0,0,1,0,0
1206071,mexique,2024,2024-09-19T01:05:00+00:00,Guadalajara Chivas,Leon,2,0,1,1,0,0
1206072,mexique,2024,2024-09-19T02:00:00+00:00,Mazatlán,Necaxa,0,0,0,0,0,0
1206073,mexique,2024,2024-09-19T03:00:00+00:00,Monterrey,FC Juarez,3,2,1,2,0,2
1206075,mexique,2024,2024-09-21T01:00:00+00:00,Atlas,Club Queretaro,0,1,0,0,1,0
1206076,mexique,2024,2024-09-21T01:00:00+00:00,Puebla,Pachuca,2,3,1,1,2,1
1206077,mexique,2024,2024-09-21T23:00:00+00:00,Leon,Atletico San Luis,1,0,0,1,0,0
1206079,mexique,2024,2024-09-22T01:00:00+00:00,Monterrey,Mazatlán,0,0,0,0,0,0
1206078,mexique,2024,2024-09-22T01:00:00+00:00,Necaxa,Club America,1,1,1,0,0,1
1206080,mexique,2024,2024-09-22T03:05:00+00:00,Cruz Azul,Guadalajara Chivas,1,0,0,1,0,0
1206081,mexique,2024,2024-09-22T23:00:00+00:00,U.N.A.M. - Pumas,Club Tijuana,1,0,0,1,0,0
1206083,mexique,2024,2024-09-23T01:05:00+00:00,Santos Laguna,Toluca,2,0,1,1,0,0
1206082,mexique,2024,2024-09-23T01:10:00+00:00,FC Juarez,Tigres UANL,0,1,0,0,0,1
1206084,mexique,2024,2024-09-28T00:00:00+00:00,Puebla,FC Juarez,2,3,0,2,1,2
1206085,mexique,2024,2024-09-28T01:00:00+00:00,Club Queretaro,Necaxa,0,0,0,0,0,0
1206086,mexique,2024,2024-09-28T02:00:00+00:00,Tigres UANL,Leon,2,2,1,1,1,1
1206087,mexique,2024,2024-09-28T03:05:00+00:00,Club Tijuana,Mazatlán,1,0,1,0,0,0
1206088,mexique,2024,2024-09-28T23:00:00+00:00,Toluca,Atlas,4,1,2,2,0,1
1206089,mexique,2024,2024-09-29T01:05:00+00:00,Pachuca,Cruz Azul,2,4,2,0,1,3
1206090,mexique,2024,2024-09-29T03:05:00+00:00,Guadalajara Chivas,Monterrey,1,1,1,0,0,1
1206091,mexique,2024,2024-09-29T03:10:00+00:00,Atletico San Luis,Santos Laguna,3,1,0,3,1,0
1206092,mexique,2024,2024-09-30T00:00:00+00:00,Club America,U.N.A.M. - Pumas,0,1,0,0,1,0
1206093,mexique,2024,2024-10-05T02:00:00+00:00,Mazatlán,Club Queretaro,2,2,2,0,1,1
1206094,mexique,2024,2024-10-05T03:00:00+00:00,Club Tijuana,Pachuca,2,1,0,2,0,1
1206095,mexique,2024,2024-10-05T23:00:00+00:00,Tigres UANL,Puebla,1,0,1,0,0,0
1206100,mexique,2024,2024-10-05T23:00:00+00:00,Cruz Azul,Necaxa,3,0,2,1,0,0
1206096,mexique,2024,2024-10-05T23:00:00+00:00,Atletico San Luis,Monterrey,1,0,1,0,0,0
1206099,mexique,2024,2024-10-06T01:00:00+00:00,Toluca,U.N.A.M. - Pumas,1,1,1,0,1,0
1206097,mexique,2024,2024-10-06T01:05:00+00:00,Guadalajara Chivas,Atlas,2,3,0,2,1,2
1206098,mexique,2024,2024-10-06T03:00:00+00:00,Leon,Club America,1,1,1,0,0,1
1206101,mexique,2024,2024-10-07T02:05:00+00:00,Santos Laguna,FC Juarez,0,2,0,0,0,2
1206102,mexique,2024,2024-10-19T01:00:00+00:00,Atlas,Mazatlán,0,0,0,0,0,0
1206103,mexique,2024,2024-10-19T01:00:00+00:00,Club Queretaro,Toluca,0,1,0,0,1,0
1206104,mexique,2024,2024-10-19T03:00:00+00:00,Necaxa,Club Tijuana,1,2,1,0,2,0
1206105,mexique,2024,2024-10-19T03:05:00+00:00,Puebla,Cruz Azul,1,2,1,0,1,1
1206106,mexique,2024,2024-10-19T23:00:00+00:00,Pachuca,Guadalajara Chivas,0,2,0,0,2,0
1206108,mexique,2024,2024-10-20T01:05:00+00:00,Club America,Santos Laguna,3,0,0,3,0,0
1206107,mexique,2024,2024-10-20T01:06:00+00:00,FC Juarez,Leon,2,3,0,2,1,2
1206109,mexique,2024,2024-10-20T03:10:00+00:00,Monterrey,Tigres UANL,4,2,3,1,2,0
1206110,mexique,2024,2024-10-20T18:00:00+00:00,U.N.A.M. - Pumas,Atletico San Luis,3,0,1,2,0,0
1206112,mexique,2024,2024-10-23T01:00:00+00:00,Santos Laguna,Pachuca,1,1,0,1,0,1
1206111,mexique,2024,2024-10-23T01:05:00+00:00,Guadalajara Chivas,Necaxa,3,2,0,3,1,1
1206114,mexique,2024,2024-10-23T03:05:00+00:00,Toluca,Puebla,5,0,2,3,0,0
1206113,mexique,2024,2024-10-23T03:06:00+00:00,Mazatlán,Tigres UANL,2,0,0,2,0,0
1206117,mexique,2024,2024-10-24T01:00:00+00:00,Monterrey,U.N.A.M. - Pumas,0,0,0,0,0,0
1206116,mexique,2024,2024-10-24T01:00:00+00:00,Cruz Azul,FC Juarez,4,0,2,2,0,0
1206118,mexique,2024,2024-10-24T03:00:00+00:00,Leon,Atlas,0,0,0,0,0,0
1206119,mexique,2024,2024-10-24T03:05:00+00:00,Club Tijuana,Club America,2,2,1,1,1,1
1206120,mexique,2024,2024-10-26T01:00:00+00:00,Santos Laguna,Mazatlán,0,0,0,0,0,0
1206121,mexique,2024,2024-10-26T03:00:00+00:00,Puebla,Guadalajara Chivas,1,0,0,1,0,0
1206122,mexique,2024,2024-10-26T23:00:00+00:00,Leon,Club Queretaro,4,0,1,3,0,0
1206123,mexique,2024,2024-10-27T01:00:00+00:00,U.N.A.M. - Pumas,Cruz Azul,0,2,0,0,2,0
1206124,mexique,2024,2024-10-27T03:00:00+00:00,Tigres UANL,Pachuca,2,1,1,1,1,0
1206125,mexique,2024,2024-10-27T03:05:00+00:00,Atlas,Club Tijuana,0,0,0,0,0,0
1206126,mexique,2024,2024-10-28T00:00:00+00:00,Necaxa,Toluca,1,3,0,1,2,1
1206127,mexique,2024,2024-10-28T00:06:00+00:00,FC Juarez,Atletico San Luis,2,4,0,2,3,1
1206128,mexique,2024,2024-10-28T02:05:00+00:00,Club America,Monterrey,2,1,0,2,0,1
1206129,mexique,2024,2024-11-02T01:00:00+00:00,Club Queretaro,FC Juarez,1,2,0,1,2,0
1206130,mexique,2024,2024-11-02T03:00:00+00:00,Mazatlán,Club America,0,5,0,0,4,1
1206131,mexique,2024,2024-11-02T03:05:00+00:00,Club Tijuana,Tigres UANL,0,3,0,0,1,2
1206133,mexique,2024,2024-11-02T23:00:00+00:00,Toluca,Leon,2,2,0,2,1,1
1206132,mexique,2024,2024-11-02T23:00:00+00:00,Atletico San Luis,Puebla,2,0,1,1,0,0
1206134,mexique,2024,2024-11-03T01:05:00+00:00,Guadalajara Chivas,U.N.A.M. - Pumas,0,0,0,0,0,0
1206135,mexique,2024,2024-11-03T01:05:00+00:00,Monterrey,Atlas,4,0,3,1,0,0
1206136,mexique,2024,2024-11-03T03:06:00+00:00,Pachuca,Necaxa,6,2,2,4,0,2
1206137,mexique,2024,2024-11-03T03:10:00+00:00,Cruz Azul,Santos Laguna,2,0,1,1,0,0
1206141,mexique,2024,2024-11-06T01:00:00+00:00,Santos Laguna,Guadalajara Chivas,0,2,0,0,1,1
1206138,mexique,2024,2024-11-06T01:00:00+00:00,Leon,Mazatlán,0,0,0,0,0,0
1206139,mexique,2024,2024-11-06T03:05:00+00:00,U.N.A.M. - Pumas,Club Queretaro,2,0,1,1,0,0
1206142,mexique,2024,2024-11-07T01:00:00+00:00,Tigres UANL,Toluca,2,1,1,1,0,1
1206144,mexique,2024,2024-11-07T01:00:00+00:00,Club America,Pachuca,2,1,1,1,1,0
1206143,mexique,2024,2024-11-07T01:00:00+00:00,Necaxa,Atletico San Luis,1,1,0,1,1,0
1206146,mexique,2024,2024-11-07T03:05:00+00:00,Atlas,Cruz Azul,2,2,1,1,2,0
1206145,mexique,2024,2024-11-07T03:06:00+00:00,FC Juarez,Club Tijuana,1,1,0,1,0,1
1206147,mexique,2024,2024-11-09T01:00:00+00:00,Club Queretaro,Santos Laguna,3,2,1,2,1,1
1206148,mexique,2024,2024-11-09T03:00:00+00:00,Mazatlán,U.N.A.M. - Pumas,0,1,0,0,0,1
1206149,mexique,2024,2024-11-09T23:05:00+00:00,Guadalajara Chivas,Atletico San Luis,0,1,0,0,0,1
1206151,mexique,2024,2024-11-10T01:00:00+00:00,Toluca,Club America,4,0,1,3,0,0
1206150,mexique,2024,2024-11-10T01:00:00+00:00,Pachuca,FC Juarez,0,1,0,0,0,1
1206152,mexique,2024,2024-11-10T03:05:00+00:00,Cruz Azul,Tigres UANL,1,1,0,1,0,1
1206153,mexique,2024,2024-11-10T23:00:00+00:00,Necaxa,Atlas,0,0,0,0,0,0
1206154,mexique,2024,2024-11-11T01:05:00+00:00,Monterrey,Leon,2,1,1,1,0,1
1206155,mexique,2024,2024-11-11T03:10:00+00:00,Club Tijuana,Puebla,2,1,0,2,1,0
1315388,mexique,2024,2024-11-22T01:05:00+00:00,Guadalajara Chivas,Atlas,1,2,0,1,0,2
1316504,mexique,2024,2024-11-25T03:00:00+00:00,Club Tijuana,Atlas,3,0,2,1,0,0
1316502,mexique,2024,2024-11-28T01:00:00+00:00,Club America,Toluca,2,0,0,2,0,0
1316646,mexique,2024,2024-11-28T03:10:00+00:00,Club Tijuana,Cruz Azul,3,0,3,0,0,0
1315383,mexique,2024,2024-11-29T01:00:00+00:00,Atletico San Luis,Tigres UANL,3,0,1,2,0,0
1315385,mexique,2024,2024-11-29T03:10:00+00:00,Monterrey,U.N.A.M. - Pumas,1,0,0,1,0,0
1316503,mexique,2024,2024-11-30T23:00:00+00:00,Toluca,Club America,0,2,0,0,0,2
1316647,mexique,2024,2024-12-01T01:10:00+00:00,Cruz Azul,Club Tijuana,3,0,1,2,0,0
1315386,mexique,2024,2024-12-01T18:00:00+00:00,U.N.A.M. - Pumas,Monterrey,3,5,1,2,1,4
1315384,mexique,2024,2024-12-02T01:00:00+00:00,Tigres UANL,Atletico San Luis,0,0,0,0,0,0
1318623,mexique,2024,2024-12-05T03:00:00+00:00,Atletico San Luis,Monterrey,2,1,1,1,0,1
1318625,mexique,2024,2024-12-06T02:00:00+00:00,Club America,Cruz Azul,0,0,0,0,0,0
1318624,mexique,2024,2024-12-08T02:00:00+00:00,Monterrey,Atletico San Luis,5,1,0,5,0,1
1318626,mexique,2024,2024-12-09T01:00:00+00:00,Cruz Azul,Club America,3,4,0,3,1,3
1320866,mexique,2024,2024-12-13T02:00:00+00:00,Club America,Monterrey,2,1,1,1,1,0
1320867,mexique,2024,2024-12-16T01:00:00+00:00,Monterrey,Club America,1,1,0,1,1,0
1323483,mexique,2024,2025-01-11T01:00:00+00:00,Club Queretaro,Club America,0,1,0,0,0,1
1323485,mexique,2024,2025-01-11T03:00:00+00:00,Mazatlán,FC Juarez,1,1,0,1,1,0
1323484,mexique,2024,2025-01-11T03:05:00+00:00,Club Tijuana,Toluca,2,4,1,1,1,3
1323486,mexique,2024,2025-01-11T23:00:00+00:00,Atletico San Luis,Tigres UANL,1,3,1,0,1,2
1323488,mexique,2024,2025-01-12T01:05:00+00:00,Guadalajara Chivas,Santos Laguna,1,0,0,1,0,0
1323489,mexique,2024,2025-01-12T03:05:00+00:00,Cruz Azul,Atlas,1,1,1,0,0,1
1323786,mexique,2024,2025-01-12T18:00:00+00:00,U.N.A.M. - Pumas,Necaxa,2,1,2,0,0,1
1323487,mexique,2024,2025-01-13T01:00:00+00:00,Monterrey,Puebla,1,1,1,0,0,1
1323491,mexique,2024,2025-01-17T02:10:00+00:00,Club America,Club Tijuana,1,1,0,1,1,0
1323493,mexique,2024,2025-01-18T01:00:00+00:00,Tigres UANL,Mazatlán,2,1,0,2,0,1
1323492,mexique,2024,2025-01-18T01:00:00+00:00,Puebla,Atletico San Luis,1,2,1,0,1,1
1323494,mexique,2024,2025-01-18T03:05:00+00:00,Necaxa,Guadalajara Chivas,3,2,0,3,0,2
1323496,mexique,2024,2025-01-18T23:00:00+00:00,FC Juarez,Cruz Azul,1,0,1,0,0,0
1323495,mexique,2024,2025-01-19T01:00:00+00:00,Toluca,Monterrey,1,1,1,0,0,1
1323497,mexique,2024,2025-01-19T03:00:00+00:00,Atlas,Leon,1,2,0,1,0,2
1323787,mexique,2024,2025-01-19T23:00:00+00:00,Club Queretaro,U.N.A.M. - Pumas,3,2,1,2,1,1
1323498,mexique,2024,2025-01-21T01:00:00+00:00,Pachuca,Santos Laguna,2,1,2,0,0,1
1323499,mexique,2024,2025-01-25T01:00:00+00:00,Atletico San Luis,Necaxa,0,3,0,0,2,1
1323500,mexique,2024,2025-01-25T03:00:00+00:00,Club Tijuana,Club Queretaro,2,1,1,1,1,0
1323501,mexique,2024,2025-01-25T03:00:00+00:00,Mazatlán,Toluca,2,1,1,1,1,0
1323502,mexique,2024,2025-01-25T23:00:00+00:00,Leon,FC Juarez,1,0,0,1,0,0
1323503,mexique,2024,2025-01-25T23:00:00+00:00,Cruz Azul,Puebla,1,1,1,0,1,0
1323505,mexique,2024,2025-01-26T01:05:00+00:00,Guadalajara Chivas,Tigres UANL,1,1,1,0,1,0
1323506,mexique,2024,2025-01-26T01:05:00+00:00,Santos Laguna,Club America,1,4,0,1,2,2
1323504,mexique,2024,2025-01-26T03:10:00+00:00,Monterrey,Pachuca,2,3,1,1,1,2
1323507,mexique,2024,2025-01-26T18:00:00+00:00,U.N.A.M. - Pumas,Atlas,0,0,0,0,0,0
1323508,mexique,2024,2025-01-29T01:00:00+00:00,Club America,Atletico San Luis,3,0,2,1,0,0
1323509,mexique,2024,2025-01-29T01:00:00+00:00,Puebla,Mazatlán,0,1,0,0,1,0
1323512,mexique,2024,2025-01-29T03:00:00+00:00,Tigres UANL,Club Tijuana,4,0,1,3,0,0
1323510,mexique,2024,2025-01-29T03:00:00+00:00,Leon,Guadalajara Chivas,2,1,1,1,1,0
1323511,mexique,2024,2025-01-29T03:05:00+00:00,Necaxa,Cruz Azul,1,3,1,0,1,2
1323513,mexique,2024,2025-01-30T01:00:00+00:00,Atlas,Monterrey,3,3,2,1,1,2
1323514,mexique,2024,2025-01-30T01:00:00+00:00,Club Queretaro,Pachuca,0,1,0,0,1,0
1323516,mexique,2024,2025-01-30T03:00:00+00:00,FC Juarez,Santos Laguna,1,0,0,1,0,0
1323515,mexique,2024,2025-01-30T03:05:00+00:00,U.N.A.M. - Pumas,Toluca,1,1,0,1,0,1
1323517,mexique,2024,2025-02-01T01:00:00+00:00,Mazatlán,Leon,1,2,0,1,2,0
1323518,mexique,2024,2025-02-01T03:05:00+00:00,Club Tijuana,Cruz Azul,2,3,0,2,3,0
1323519,mexique,2024,2025-02-01T23:00:00+00:00,Club America,FC Juarez,4,0,2,2,0,0
1323520,mexique,2024,2025-02-01T23:05:00+00:00,Guadalajara Chivas,Club Queretaro,1,1,1,0,0,1
1323521,mexique,2024,2025-02-02T01:00:00+00:00,Pachuca,Atlas,0,0,0,0,0,0
1323522,mexique,2024,2025-02-02T01:05:00+00:00,Monterrey,Necaxa,1,0,1,0,0,0
1323523,mexique,2024,2025-02-02T03:15:00+00:00,Toluca,Tigres UANL,1,0,0,1,0,0
1323524,mexique,2024,2025-02-02T23:00:00+00:00,Santos Laguna,Puebla,0,2,0,0,1,1
1323525,mexique,2024,2025-02-03T01:00:00+00:00,Atletico San Luis,U.N.A.M. - Pumas,2,3,1,1,2,1
1323490,mexique,2024,2025-02-06T03:10:00+00:00,Pachuca,Leon,1,2,1,0,1,1
1323528,mexique,2024,2025-02-08T01:00:00+00:00,Necaxa,Santos Laguna,3,2,2,1,2,0
1323526,mexique,2024,2025-02-08T01:00:00+00:00,Club Queretaro,Atletico San Luis,1,0,1,0,0,0
1323527,mexique,2024,2025-02-08T03:00:00+00:00,Puebla,Club America,1,2,0,1,2,0
1323530,mexique,2024,2025-02-09T01:00:00+00:00,Tigres UANL,Atlas,2,1,1,1,1,0
1323529,mexique,2024,2025-02-09T01:00:00+00:00,Leon,Toluca,3,3,2,1,0,3
1323531,mexique,2024,2025-02-09T03:00:00+00:00,FC Juarez,Monterrey,2,1,1,1,0,1
1323532,mexique,2024,2025-02-09T03:05:00+00:00,Cruz Azul,Pachuca,2,1,1,1,0,1
1323788,mexique,2024,2025-02-10T00:00:00+00:00,U.N.A.M. - Pumas,Mazatlán,1,0,0,1,0,0
1323533,mexique,2024,2025-02-10T03:05:00+00:00,Guadalajara Chivas,Club Tijuana,2,1,2,0,1,0
1323534,mexique,2024,2025-02-15T03:00:00+00:00,Club Tijuana,FC Juarez,1,2,1,0,1,1
1323537,mexique,2024,2025-02-15T03:00:00+00:00,Club America,Necaxa,2,3,0,2,2,1
1323535,mexique,2024,2025-02-15T03:00:00+00:00,Mazatlán,Santos Laguna,1,1,1,0,1,0
1323536,mexique,2024,2025-02-15T23:00:00+00:00,Atlas,Puebla,3,2,1,2,1,1
1323538,mexique,2024,2025-02-16T01:00:00+00:00,Tigres UANL,Cruz Azul,2,1,0,2,0,1
