,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
676,2024,2024-07-05,Puebla,Santos Laguna,1,0,0,1,H
677,2024,2024-07-06,Club Queretaro,Club Tijuana,1,2,0,1,A
678,2024,2024-07-06,FC Juarez,Atlas,2,2,1,1,D
679,2024,2024-07-06,Atletico San Luis,Club America,2,1,1,1,H
680,2024,2024-07-07,Guadalajara Chivas,Toluca,0,0,0,0,D
681,2024,2024-07-07,Tigres UANL,Necaxa,1,0,1,0,H
682,2024,2024-07-07,Cruz Azul,Mazatlán,1,0,0,1,H
683,2024,2024-07-07,U.N.A.M. - Pumas,Leon,4,1,2,2,H
684,2024,2024-07-08,Pachuca,Monterrey,0,1,0,0,A
685,2024,2024-07-13,Club America,Club Queretaro,3,1,2,1,H
686,2024,2024-07-13,Club Tijuana,Guadalajara Chivas,4,2,1,3,H
687,2024,2024-07-13,Mazatlán,Atletico San Luis,2,2,0,2,D
688,2024,2024-07-13,Atlas,Tigres UANL,1,1,1,0,D
689,2024,2024-07-13,Necaxa,Puebla,4,1,2,2,H
690,2024,2024-07-13,Leon,Pachuca,0,0,0,0,D
691,2024,2024-07-14,Toluca,FC Juarez,3,2,2,1,H
692,2024,2024-07-14,Santos Laguna,U.N.A.M. - Pumas,1,1,1,0,D
693,2024,2024-07-14,Monterrey,Cruz Azul,0,4,0,0,A
694,2024,2024-07-17,Atlas,Santos Laguna,1,0,0,1,H
695,2024,2024-07-17,Club Queretaro,Guadalajara Chivas,0,2,0,0,A
696,2024,2024-07-17,Pachuca,Atletico San Luis,2,0,1,1,H
697,2024,2024-07-17,Puebla,Leon,2,2,1,1,D
698,2024,2024-07-17,Cruz Azul,Club Tijuana,3,0,2,1,H
699,2024,2024-07-18,Necaxa,Monterrey,0,1,0,0,A
700,2024,2024-07-18,FC Juarez,U.N.A.M. - Pumas,1,2,1,0,A
701,2024,2024-07-18,Tigres UANL,Club America,1,0,0,1,H
702,2024,2024-07-18,Toluca,Mazatlán,3,0,2,1,H
703,2024,2024-07-20,Atletico San Luis,Club Tijuana,1,1,1,0,D
704,2024,2024-07-20,Puebla,Atlas,1,2,0,1,A
705,2024,2024-07-20,Guadalajara Chivas,Mazatlán,2,0,0,2,H
706,2024,2024-07-21,Monterrey,Club Queretaro,2,1,1,1,H
707,2024,2024-07-21,Santos Laguna,Tigres UANL,0,3,0,0,A
708,2024,2024-07-21,Cruz Azul,Toluca,1,1,0,1,D
709,2024,2024-07-21,FC Juarez,Club America,1,2,1,0,A
710,2024,2024-07-21,U.N.A.M. - Pumas,Pachuca,2,0,1,1,H
711,2024,2024-07-22,Leon,Necaxa,1,1,0,1,D
712,2024,2024-08-17,Puebla,Monterrey,1,2,0,1,A
713,2024,2024-08-19,Club Tijuana,Santos Laguna,3,1,2,1,H
714,2024,2024-08-19,Atletico San Luis,Club Queretaro,4,0,2,2,H
715,2024,2024-08-24,Club Queretaro,Cruz Azul,0,2,0,0,A
716,2024,2024-08-24,Mazatlán,Pachuca,3,0,3,0,H
717,2024,2024-08-24,Club Tijuana,Monterrey,2,2,1,1,D
718,2024,2024-08-24,Necaxa,FC Juarez,3,0,1,2,H
719,2024,2024-08-25,Tigres UANL,Guadalajara Chivas,1,1,0,1,D
720,2024,2024-08-25,Atlas,U.N.A.M. - Pumas,2,1,1,1,H
721,2024,2024-08-25,Leon,Santos Laguna,1,1,1,0,D
722,2024,2024-08-25,Club America,Puebla,0,1,0,0,A
723,2024,2024-08-25,Toluca,Atletico San Luis,2,1,1,1,H
724,2024,2024-08-31,Atletico San Luis,Atlas,2,1,1,1,H
725,2024,2024-08-31,Mazatlán,Puebla,1,1,1,0,D
726,2024,2024-08-31,Club Tijuana,Leon,2,1,1,1,H
727,2024,2024-08-31,Pachuca,Club Queretaro,1,1,0,1,D
728,2024,2024-08-31,Guadalajara Chivas,FC Juarez,5,0,4,1,H
729,2024,2024-09-01,Monterrey,Toluca,1,2,0,1,A
730,2024,2024-09-01,Cruz Azul,Club America,4,1,2,2,H
731,2024,2024-09-01,U.N.A.M. - Pumas,Tigres UANL,1,3,1,0,A
732,2024,2024-09-02,Santos Laguna,Necaxa,3,2,0,3,H
733,2024,2024-09-14,Puebla,Club Queretaro,2,1,1,1,H
734,2024,2024-09-14,Atlas,Pachuca,2,0,2,0,H
735,2024,2024-09-14,Tigres UANL,Atletico San Luis,1,0,0,1,H
736,2024,2024-09-14,FC Juarez,Mazatlán,1,0,0,1,H
737,2024,2024-09-14,Necaxa,U.N.A.M. - Pumas,2,0,0,2,H
738,2024,2024-09-14,Toluca,Club Tijuana,4,0,1,3,H
739,2024,2024-09-15,Club America,Guadalajara Chivas,1,0,1,0,H
740,2024,2024-09-15,Leon,Cruz Azul,1,2,1,0,A
741,2024,2024-09-15,Santos Laguna,Monterrey,0,2,0,0,A
742,2024,2024-09-18,Club America,Atlas,3,0,1,2,H
743,2024,2024-09-18,Pachuca,Toluca,2,2,0,2,D
744,2024,2024-09-18,Atletico San Luis,Cruz Azul,3,1,2,1,H
