,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
59,can,2019,2017-03-22,Sao Tome and Principe,Madagascar,0,1,0,0,A
60,can,2019,2017-03-22,Djibouti,South Sudan,2,0,0,2,H
61,can,2019,2017-03-24,Comoros,Mauritius,2,0,0,2,H
62,can,2019,2017-03-26,Madagascar,Sao Tome and Principe,3,2,2,1,H
63,can,2019,2017-03-28,Mauritius,Comoros,1,1,1,0,D
64,can,2019,2017-03-28,South Sudan,Djibouti,6,0,4,2,H
65,can,2019,2017-06-09,Sudan,Madagascar,1,3,0,1,A
66,can,2019,2017-06-09,Libya,Seychelles,5,1,3,2,H
67,can,2019,2017-06-10,Malawi,Comoros,1,0,1,0,H
68,can,2019,2017-06-10,Zambia,Mozambique,0,1,0,0,A
69,can,2019,2017-06-10,Botswana,Mauritania,0,1,0,0,A
70,can,2019,2017-06-10,Cameroon,Morocco,1,0,1,0,H
71,can,2019,2017-06-10,Niger,Swaziland,0,0,0,0,D
72,can,2019,2017-06-10,Nigeria,South Africa,0,2,0,0,A
73,can,2019,2017-06-10,Guinea-Bissau,Namibia,1,0,1,0,H
74,can,2019,2017-06-10,Sierra Leone,Kenya,2,1,1,1,H
75,can,2019,2017-06-10,Tanzania,Lesotho,1,1,1,0,D
76,can,2019,2017-06-10,Congo DR,Congo,3,1,1,2,H
77,can,2019,2017-06-10,Ivory Coast,Guinea,2,3,1,1,A
78,can,2019,2017-06-10,Burkina Faso,Angola,3,1,2,1,H
79,can,2019,2017-06-10,Mali,Gabon,2,1,0,2,H
80,can,2019,2017-06-10,Senegal,Equatorial Guinea,3,0,1,2,H
81,can,2019,2017-06-11,Zimbabwe,Liberia,3,0,1,2,H
82,can,2019,2017-06-11,Ghana,Ethiopia,5,0,3,2,H
83,can,2019,2017-06-11,Tunisia,Egypt,1,0,0,1,H
84,can,2019,2018-09-08,Comoros,Cameroon,1,1,1,0,D
85,can,2019,2018-09-08,Equatorial Guinea,Sudan,1,0,1,0,H
86,can,2019,2018-09-08,Gambia,Algeria,1,1,0,1,D
87,can,2019,2018-09-08,Morocco,Malawi,3,0,2,1,H
88,can,2019,2018-09-09,Madagascar,Senegal,2,2,1,1,D
89,can,2019,2018-09-09,Swaziland,Tunisia,0,2,0,0,A
90,can,2019,2018-09-09,South Sudan,Mali,0,3,0,0,A
91,can,2019,2018-09-09,Ethiopia,Sierra Leone,1,0,1,0,H
92,can,2019,2018-09-09,Lesotho,Cape Verde Islands,1,1,0,1,D
93,can,2019,2018-09-09,Rwanda,Ivory Coast,1,2,0,1,A
94,can,2019,2018-09-09,Congo,Zimbabwe,1,1,0,1,D
95,can,2019,2018-09-09,Angola,Botswana,1,0,1,0,H
96,can,2019,2018-09-09,Liberia,Congo DR,1,1,0,1,D
97,can,2019,2018-09-09,Togo,Benin,0,0,0,0,D
98,can,2019,2018-09-09,Guinea,Central African Republic,1,0,0,1,H
99,can,2019,2018-10-12,Cameroon,Malawi,1,0,0,1,H
100,can,2019,2018-10-12,Togo,Gambia,1,1,0,1,D
101,can,2019,2018-10-12,Algeria,Benin,2,0,1,1,H
102,can,2019,2018-10-13,Equatorial Guinea,Madagascar,0,1,0,0,A
103,can,2019,2018-10-13,Morocco,Comoros,1,0,0,1,H
104,can,2019,2018-10-13,Senegal,Sudan,3,0,2,1,H
105,can,2019,2018-10-16,Madagascar,Equatorial Guinea,1,0,1,0,H
106,can,2019,2018-10-16,Comoros,Morocco,2,2,1,1,D
107,can,2019,2018-10-16,Malawi,Cameroon,0,0,0,0,D
108,can,2019,2018-10-16,Rwanda,Guinea,1,1,0,1,D
109,can,2019,2018-10-16,Seychelles,South Africa,0,0,0,0,D
110,can,2019,2018-10-16,Central African Republic,Ivory Coast,0,0,0,0,D
111,can,2019,2018-10-16,Benin,Algeria,1,0,1,0,H
112,can,2019,2018-10-16,Lesotho,Uganda,0,2,0,0,A
113,can,2019,2018-10-16,Gambia,Togo,0,1,0,0,A
114,can,2019,2018-10-16,Sudan,Senegal,0,1,0,0,A
115,can,2019,2018-11-16,South Sudan,Burundi,2,5,1,1,A
116,can,2019,2018-11-16,Morocco,Cameroon,2,0,0,2,H
117,can,2019,2018-11-17,Comoros,Malawi,2,1,1,1,H
118,can,2019,2018-11-17,Equatorial Guinea,Senegal,0,1,0,0,A
119,can,2019,2018-11-17,Gambia,Benin,3,1,0,3,H
120,can,2019,2018-11-18,Madagascar,Sudan,1,3,0,1,A
121,can,2019,2018-11-18,Togo,Algeria,1,4,0,1,A
122,can,2019,2019-03-22,Malawi,Morocco,0,0,0,0,D
123,can,2019,2019-03-22,Sudan,Equatorial Guinea,1,4,1,0,A
124,can,2019,2019-03-22,Nigeria,Seychelles,3,1,1,2,H
125,can,2019,2019-03-22,Burkina Faso,Mauritania,1,0,1,0,H
126,can,2019,2019-03-22,Botswana,Angola,0,1,0,0,A
127,can,2019,2019-03-22,Tunisia,Eswatini,4,0,2,2,H
128,can,2019,2019-03-22,Algeria,Gambia,1,1,1,0,D
129,can,2019,2019-03-23,Burundi,Gabon,1,1,0,1,D
130,can,2019,2019-03-23,Cameroon,Comoros,3,0,1,2,H
