,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
236,can,2023,2024-01-13,Ivory Coast,Guinea-Bissau,2,0,1,1,H
237,can,2023,2024-01-14,Nigeria,Equatorial Guinea,1,1,1,0,D
238,can,2023,2024-01-14,Egypt,Mozambique,2,2,1,1,D
239,can,2023,2024-01-14,Ghana,Cape Verde Islands,1,2,0,1,A
240,can,2023,2024-01-15,Senegal,Gambia,3,0,1,2,H
241,can,2023,2024-01-15,Cameroon,Guinea,1,1,0,1,D
242,can,2023,2024-01-15,Algeria,Angola,1,1,1,0,D
243,can,2023,2024-01-16,Burkina Faso,Mauritania,1,0,0,1,H
244,can,2023,2024-01-16,Tunisia,Namibia,0,1,0,0,A
245,can,2023,2024-01-16,Mali,South Africa,2,0,0,2,H
246,can,2023,2024-01-17,Morocco,Tanzania,3,0,1,2,H
247,can,2023,2024-01-17,Congo DR,Zambia,1,1,1,0,D
248,can,2023,2024-01-18,Equatorial Guinea,Guinea-Bissau,4,2,1,3,H
249,can,2023,2024-01-18,Ivory Coast,Nigeria,0,1,0,0,A
250,can,2023,2024-01-18,Egypt,Ghana,2,2,0,2,D
251,can,2023,2024-01-19,Cape Verde Islands,Mozambique,3,0,1,2,H
252,can,2023,2024-01-19,Senegal,Cameroon,3,1,1,2,H
253,can,2023,2024-01-19,Guinea,Gambia,1,0,0,1,H
254,can,2023,2024-01-20,Algeria,Burkina Faso,2,2,0,2,D
255,can,2023,2024-01-20,Mauritania,Angola,2,3,1,1,A
256,can,2023,2024-01-20,Tunisia,Mali,1,1,1,0,D
257,can,2023,2024-01-21,Morocco,Congo DR,1,1,1,0,D
258,can,2023,2024-01-21,Zambia,Tanzania,1,1,0,1,D
259,can,2023,2024-01-21,South Africa,Namibia,4,0,3,1,H
260,can,2023,2024-01-22,Guinea-Bissau,Nigeria,0,1,0,0,A
261,can,2023,2024-01-22,Equatorial Guinea,Ivory Coast,4,0,1,3,H
262,can,2023,2024-01-22,Mozambique,Ghana,2,2,0,2,D
263,can,2023,2024-01-22,Cape Verde Islands,Egypt,2,2,1,1,D
264,can,2023,2024-01-23,Gambia,Cameroon,2,3,0,2,A
265,can,2023,2024-01-23,Guinea,Senegal,0,2,0,0,A
266,can,2023,2024-01-23,Mauritania,Algeria,1,0,1,0,H
267,can,2023,2024-01-23,Angola,Burkina Faso,2,0,1,1,H
