,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
2074,bundesliga_2,2025,2025-08-01,FC Schalke 04,Hertha BSC,2,1,2,0,H
2075,bundesliga_2,2025,2025-08-02,SV Darmstadt 98,VfL Bochum,4,1,2,2,H
2076,bundesliga_2,2025,2025-08-02,SC Paderborn 07,Holstein Kiel,2,1,1,1,H
2077,bundesliga_2,2025,2025-08-02,Karlsruher SC,Preußen Münster,3,2,2,1,H
2078,bundesliga_2,2025,2025-08-02,SV Elversberg,1. FC Nürnberg,1,0,0,1,H
2079,bundesliga_2,2025,2025-08-02,Arminia Bielefeld,Fortuna Düsseldorf,5,1,1,4,H
2080,bundesliga_2,2025,2025-08-03,Hannover 96,1. FC Kaiserslautern,1,0,0,1,H
2081,bundesliga_2,2025,2025-08-03,SpVgg Greuther Fürth,Dynamo Dresden,3,2,2,1,H
2082,bundesliga_2,2025,2025-08-03,1. FC Magdeburg,Eintracht Braunschweig,0,1,0,0,A
2083,bundesliga_2,2025,2025-08-08,1. FC Nürnberg,SV Darmstadt 98,0,1,0,0,A
2084,bundesliga_2,2025,2025-08-08,Preußen Münster,SC Paderborn 07,1,1,0,1,D
2085,bundesliga_2,2025,2025-08-09,Fortuna Düsseldorf,Hannover 96,0,2,0,0,A
2086,bundesliga_2,2025,2025-08-09,Dynamo Dresden,1. FC Magdeburg,1,2,1,0,A
2087,bundesliga_2,2025,2025-08-09,Eintracht Braunschweig,SpVgg Greuther Fürth,3,2,2,1,H
2088,bundesliga_2,2025,2025-08-09,1. FC Kaiserslautern,FC Schalke 04,1,0,0,1,H
2089,bundesliga_2,2025,2025-08-10,Hertha BSC,Karlsruher SC,0,0,0,0,D
2090,bundesliga_2,2025,2025-08-10,VfL Bochum,SV Elversberg,2,0,0,2,H
2091,bundesliga_2,2025,2025-08-10,Holstein Kiel,Arminia Bielefeld,0,2,0,0,A
2092,bundesliga_2,2025,2025-08-22,Preußen Münster,1. FC Nürnberg,2,1,2,0,H
2093,bundesliga_2,2025,2025-08-22,SV Elversberg,1. FC Kaiserslautern,2,1,1,1,H
2094,bundesliga_2,2025,2025-08-23,Hannover 96,1. FC Magdeburg,3,1,2,1,H
2095,bundesliga_2,2025,2025-08-23,SC Paderborn 07,Fortuna Düsseldorf,1,2,0,1,A
2096,bundesliga_2,2025,2025-08-23,Karlsruher SC,Eintracht Braunschweig,2,0,1,1,H
2097,bundesliga_2,2025,2025-08-23,FC Schalke 04,VfL Bochum,2,1,0,2,H
2098,bundesliga_2,2025,2025-08-24,SpVgg Greuther Fürth,Holstein Kiel,0,2,0,0,A
2099,bundesliga_2,2025,2025-08-24,SV Darmstadt 98,Hertha BSC,0,0,0,0,D
2100,bundesliga_2,2025,2025-08-24,Arminia Bielefeld,Dynamo Dresden,1,2,0,1,A
2101,bundesliga_2,2025,2025-08-29,Hertha BSC,SV Elversberg,0,2,0,0,A
2102,bundesliga_2,2025,2025-08-29,1. FC Nürnberg,SC Paderborn 07,0,0,0,0,D
2103,bundesliga_2,2025,2025-08-30,VfL Bochum,Preußen Münster,1,2,1,0,A
2104,bundesliga_2,2025,2025-08-30,Holstein Kiel,Hannover 96,1,2,1,0,A
2105,bundesliga_2,2025,2025-08-30,Eintracht Braunschweig,Arminia Bielefeld,1,1,0,1,D
2106,bundesliga_2,2025,2025-08-30,Fortuna Düsseldorf,Karlsruher SC,0,0,0,0,D
2107,bundesliga_2,2025,2025-08-31,1. FC Magdeburg,SpVgg Greuther Fürth,4,5,1,3,A
2108,bundesliga_2,2025,2025-08-31,Dynamo Dresden,FC Schalke 04,0,1,0,0,A
2109,bundesliga_2,2025,2025-08-31,1. FC Kaiserslautern,SV Darmstadt 98,3,1,0,3,H
2110,bundesliga_2,2025,2025-09-12,SC Paderborn 07,VfL Bochum,1,0,0,1,H
