,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
1767,bundesliga_2,2024,2024-08-02,1.FC Köln,Hamburger SV,1,2,0,1,A
1768,bundesliga_2,2024,2024-08-03,Hertha BSC,SC Paderborn 07,1,2,0,1,A
1769,bundesliga_2,2024,2024-08-03,Hannover 96,SSV Jahn Regensburg,2,0,2,0,H
1770,bundesliga_2,2024,2024-08-03,1. FC Magdeburg,SV Elversberg,0,0,0,0,D
1771,bundesliga_2,2024,2024-08-03,Karlsruher SC,1. FC Nürnberg,3,2,1,2,H
1772,bundesliga_2,2024,2024-08-03,FC Schalke 04,Eintracht Braunschweig,5,1,2,3,H
1773,bundesliga_2,2024,2024-08-04,SpVgg Greuther Fürth,Preußen Münster,3,1,1,2,H
1774,bundesliga_2,2024,2024-08-04,SV Darmstadt 98,Fortuna Düsseldorf,0,2,0,0,A
1775,bundesliga_2,2024,2024-08-04,SSV Ulm 1846,1. FC Kaiserslautern,1,2,0,1,A
1776,bundesliga_2,2024,2024-08-09,SSV Jahn Regensburg,SSV Ulm 1846,1,0,1,0,H
1777,bundesliga_2,2024,2024-08-09,1. FC Kaiserslautern,SpVgg Greuther Fürth,2,2,1,1,D
1778,bundesliga_2,2024,2024-08-10,Fortuna Düsseldorf,Karlsruher SC,0,0,0,0,D
1779,bundesliga_2,2024,2024-08-10,1. FC Nürnberg,FC Schalke 04,3,1,0,3,H
1780,bundesliga_2,2024,2024-08-10,SV Elversberg,1.FC Köln,2,2,0,2,D
1781,bundesliga_2,2024,2024-08-10,Hamburger SV,Hertha BSC,1,1,1,0,D
1782,bundesliga_2,2024,2024-08-11,SC Paderborn 07,SV Darmstadt 98,3,1,0,3,H
1783,bundesliga_2,2024,2024-08-11,Eintracht Braunschweig,1. FC Magdeburg,1,3,0,1,A
1784,bundesliga_2,2024,2024-08-11,Preußen Münster,Hannover 96,0,0,0,0,D
1785,bundesliga_2,2024,2024-08-23,Hannover 96,Hamburger SV,1,0,0,1,H
1786,bundesliga_2,2024,2024-08-23,Karlsruher SC,SV Elversberg,3,2,1,2,H
1787,bundesliga_2,2024,2024-08-24,Hertha BSC,SSV Jahn Regensburg,2,0,0,2,H
1788,bundesliga_2,2024,2024-08-24,SpVgg Greuther Fürth,SC Paderborn 07,1,1,0,1,D
1789,bundesliga_2,2024,2024-08-24,Preußen Münster,1. FC Kaiserslautern,0,1,0,0,A
1790,bundesliga_2,2024,2024-08-24,1.FC Köln,Eintracht Braunschweig,5,0,2,3,H
1791,bundesliga_2,2024,2024-08-25,1. FC Magdeburg,FC Schalke 04,2,2,2,0,D
1792,bundesliga_2,2024,2024-08-25,SV Darmstadt 98,1. FC Nürnberg,1,1,1,0,D
