,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
0,2022,2022-02-10,Patronato,Argentinos JRS,0,1,0,0,A
1,2022,2022-02-10,Sarmiento Junin,Atletico Tucuman,1,0,0,1,H
2,2022,2022-02-11,Newells Old Boys,Defensa Y Justicia,1,0,0,1,H
3,2022,2022-02-11,Central Cordoba de Santiago,Barracas Central,3,1,1,2,H
4,2022,2022-02-11,Arsenal Sarandi,Rosario Central,1,1,1,0,D
5,2022,2022-02-11,Velez Sarsfield,Aldosivi,2,0,0,2,H
6,2022,2022-02-11,Godoy Cruz,Tigre,1,1,0,1,D
7,2022,2022-02-12,Banfield,San Lorenzo,0,0,0,0,D
8,2022,2022-02-12,Huracan,Lanus,1,0,1,0,H
9,2022,2022-02-12,Union Santa Fe,River Plate,1,0,0,1,H
10,2022,2022-02-13,Estudiantes L.P.,Independiente,2,1,0,2,H
11,2022,2022-02-13,Racing Club,Gimnasia L.P.,0,0,0,0,D
12,2022,2022-02-13,Platense,Talleres Cordoba,1,0,0,1,H
13,2022,2022-02-14,Boca Juniors,Colon Santa Fe,1,1,1,0,D
14,2022,2022-02-15,Argentinos JRS,Newells Old Boys,3,0,1,2,H
15,2022,2022-02-15,Rosario Central,Velez Sarsfield,1,0,0,1,H
16,2022,2022-02-15,Independiente,Arsenal Sarandi,1,0,0,1,H
17,2022,2022-02-16,Huracan,Estudiantes L.P.,2,3,1,1,A
18,2022,2022-02-16,Lanus,Barracas Central,2,0,2,0,H
19,2022,2022-02-16,Tigre,Central Cordoba de Santiago,1,1,0,1,D
20,2022,2022-02-16,Aldosivi,Boca Juniors,1,2,0,1,A
21,2022,2022-02-17,River Plate,Patronato,4,1,2,2,H
22,2022,2022-02-17,Gimnasia L.P.,San Lorenzo,1,0,0,1,H
23,2022,2022-02-17,Colon Santa Fe,Godoy Cruz,3,1,1,2,H
24,2022,2022-02-17,Defensa Y Justicia,Racing Club,2,2,1,1,D
25,2022,2022-02-17,Sarmiento Junin,Banfield,2,2,0,2,D
26,2022,2022-02-18,Atletico Tucuman,Platense,2,2,1,1,D
27,2022,2022-02-18,Talleres Cordoba,Union Santa Fe,0,0,0,0,D
