,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
578,2023,2023-01-26,Rosario Central,Argentinos JRS,1,0,1,0,H
579,2023,2023-01-27,Estudiantes L.P.,Tigre,1,2,0,1,A
580,2023,2023-01-27,Talleres Cordoba,Independiente,0,1,0,0,A
581,2023,2023-01-28,Defensa Y Justicia,Huracan,2,4,1,1,A
582,2023,2023-01-28,San Lorenzo,Arsenal Sarandi,1,0,0,1,H
583,2023,2023-01-28,Racing Club,Belgrano Cordoba,0,0,0,0,D
584,2023,2023-01-28,Colon Santa Fe,Lanus,1,2,0,1,A
585,2023,2023-01-28,Instituto Cordoba,Sarmiento Junin,0,0,0,0,D
586,2023,2023-01-29,Central Cordoba de Santiago,River Plate,0,2,0,0,A
587,2023,2023-01-29,Platense,Newells Old Boys,2,2,1,1,D
588,2023,2023-01-30,Boca Juniors,Atletico Tucuman,1,0,0,1,H
589,2023,2023-01-30,Barracas Central,Godoy Cruz,0,1,0,0,A
590,2023,2023-01-30,Velez Sarsfield,Gimnasia L.P.,3,1,1,2,H
591,2023,2023-01-30,Banfield,Union Santa Fe,0,0,0,0,D
592,2023,2023-02-03,Tigre,Rosario Central,2,2,1,1,D
593,2023,2023-02-03,Newells Old Boys,Velez Sarsfield,1,0,0,1,H
594,2023,2023-02-04,Arsenal Sarandi,Estudiantes L.P.,1,1,1,0,D
595,2023,2023-02-04,Sarmiento Junin,Barracas Central,3,5,1,2,A
596,2023,2023-02-04,Belgrano Cordoba,River Plate,2,1,1,1,H
597,2023,2023-02-05,Lanus,San Lorenzo,2,1,2,0,H
598,2023,2023-02-05,Argentinos JRS,Racing Club,1,0,0,1,H
599,2023,2023-02-05,Independiente,Platense,1,2,0,1,A
600,2023,2023-02-05,Boca Juniors,Central Cordoba de Santiago,0,0,0,0,D
601,2023,2023-02-06,Godoy Cruz,Colon Santa Fe,1,0,0,1,H
602,2023,2023-02-06,Union Santa Fe,Instituto Cordoba,0,2,0,0,A
603,2023,2023-02-06,Atletico Tucuman,Talleres Cordoba,0,2,0,0,A
604,2023,2023-02-06,Gimnasia L.P.,Defensa Y Justicia,0,2,0,0,A
605,2023,2023-02-07,Huracan,Banfield,3,2,3,0,H
606,2023,2023-02-11,Colon Santa Fe,Sarmiento Junin,0,2,0,0,A
607,2023,2023-02-11,Central Cordoba de Santiago,Belgrano Cordoba,0,1,0,0,A
608,2023,2023-02-11,Defensa Y Justicia,Newells Old Boys,1,0,1,0,H
609,2023,2023-02-11,San Lorenzo,Godoy Cruz,1,0,0,1,H
610,2023,2023-02-11,Platense,Atletico Tucuman,1,1,1,0,D
611,2023,2023-02-12,Velez Sarsfield,Independiente,0,0,0,0,D
612,2023,2023-02-12,Talleres Cordoba,Boca Juniors,2,1,1,1,H
613,2023,2023-02-12,Rosario Central,Arsenal Sarandi,2,1,1,1,H
614,2023,2023-02-12,Banfield,Gimnasia L.P.,0,0,0,0,D
615,2023,2023-02-12,River Plate,Argentinos JRS,2,1,0,2,H
616,2023,2023-02-13,Racing Club,Tigre,2,2,1,1,D
617,2023,2023-02-13,Instituto Cordoba,Huracan,0,0,0,0,D
618,2023,2023-02-13,Barracas Central,Union Santa Fe,1,1,1,0,D
619,2023,2023-02-13,Estudiantes L.P.,Lanus,0,2,0,0,A
620,2023,2023-02-17,Gimnasia L.P.,Instituto Cordoba,2,0,1,1,H
621,2023,2023-02-18,Huracan,Barracas Central,2,0,1,1,H
622,2023,2023-02-18,Arsenal Sarandi,Racing Club,0,3,0,0,A
623,2023,2023-02-18,Lanus,Rosario Central,3,0,0,3,H
624,2023,2023-02-18,Tigre,River Plate,0,1,0,0,A
625,2023,2023-02-18,Godoy Cruz,Estudiantes L.P.,0,1,0,0,A
626,2023,2023-02-18,Argentinos JRS,Belgrano Cordoba,3,0,1,2,H
627,2023,2023-02-19,Newells Old Boys,Banfield,2,0,0,2,H
628,2023,2023-02-19,Union Santa Fe,Colon Santa Fe,1,1,1,0,D
629,2023,2023-02-19,Boca Juniors,Platense,3,1,2,1,H
630,2023,2023-02-20,Independiente,Defensa Y Justicia,0,2,0,0,A
631,2023,2023-02-20,Talleres Cordoba,Central Cordoba de Santiago,2,0,2,0,H
632,2023,2023-02-20,Sarmiento Junin,San Lorenzo,0,1,0,0,A
633,2023,2023-02-21,Atletico Tucuman,Velez Sarsfield,1,1,0,1,D
634,2023,2023-02-25,Rosario Central,Godoy Cruz,1,0,1,0,H
635,2023,2023-02-25,Belgrano Cordoba,Tigre,0,2,0,0,A
636,2023,2023-02-25,San Lorenzo,Union Santa Fe,1,0,0,1,H
637,2023,2023-02-25,Estudiantes L.P.,Sarmiento Junin,1,1,0,1,D
638,2023,2023-02-25,Platense,Talleres Cordoba,2,4,0,2,A
639,2023,2023-02-26,Velez Sarsfield,Boca Juniors,1,2,0,1,A
640,2023,2023-02-26,Defensa Y Justicia,Atletico Tucuman,3,0,3,0,H
641,2023,2023-02-26,Colon Santa Fe,Huracan,1,1,1,0,D
642,2023,2023-02-26,River Plate,Arsenal Sarandi,1,2,1,0,A
643,2023,2023-02-27,Banfield,Independiente,0,0,0,0,D
644,2023,2023-02-27,Instituto Cordoba,Newells Old Boys,3,1,2,1,H
645,2023,2023-02-27,Barracas Central,Gimnasia L.P.,1,0,1,0,H
646,2023,2023-02-27,Racing Club,Lanus,2,1,1,1,H
647,2023,2023-02-28,Central Cordoba de Santiago,Argentinos JRS,1,0,1,0,H
648,2023,2023-03-03,Union Santa Fe,Estudiantes L.P.,2,0,0,2,H
649,2023,2023-03-03,Sarmiento Junin,Rosario Central,4,1,0,4,H
650,2023,2023-03-04,Gimnasia L.P.,Colon Santa Fe,0,0,0,0,D
651,2023,2023-03-04,Platense,Central Cordoba de Santiago,1,1,0,1,D
652,2023,2023-03-04,Lanus,River Plate,0,2,0,0,A
653,2023,2023-03-05,Atletico Tucuman,Banfield,1,0,1,0,H
654,2023,2023-03-05,Newells Old Boys,Barracas Central,1,0,1,0,H
655,2023,2023-03-05,Independiente,Instituto Cordoba,2,2,2,0,D
656,2023,2023-03-05,Huracan,San Lorenzo,1,1,1,0,D
657,2023,2023-03-06,Tigre,Argentinos JRS,0,1,0,0,A
658,2023,2023-03-06,Talleres Cordoba,Velez Sarsfield,1,2,0,1,A
659,2023,2023-03-06,Godoy Cruz,Racing Club,2,0,1,1,H
660,2023,2023-03-06,Arsenal Sarandi,Belgrano Cordoba,0,1,0,0,A
661,2023,2023-03-07,Boca Juniors,Defensa Y Justicia,0,0,0,0,D
662,2023,2023-03-10,Barracas Central,Independiente,1,1,1,0,D
663,2023,2023-03-11,Argentinos JRS,Arsenal Sarandi,1,1,0,1,D
664,2023,2023-03-11,Instituto Cordoba,Atletico Tucuman,1,1,1,0,D
665,2023,2023-03-11,San Lorenzo,Gimnasia L.P.,4,0,1,3,H
666,2023,2023-03-11,Defensa Y Justicia,Talleres Cordoba,1,1,1,0,D
667,2023,2023-03-12,Belgrano Cordoba,Lanus,0,0,0,0,D
668,2023,2023-03-12,Central Cordoba de Santiago,Tigre,2,0,0,2,H
669,2023,2023-03-12,Racing Club,Sarmiento Junin,1,0,1,0,H
670,2023,2023-03-12,River Plate,Godoy Cruz,3,0,1,2,H
671,2023,2023-03-12,Estudiantes L.P.,Huracan,2,1,1,1,H
