,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
2925,serie_B,2024,2024-08-16,Brescia,Palermo,1,0,0,1,H
2926,serie_B,2024,2024-08-17,Bari,Juve Stabia,1,3,0,1,A
2927,serie_B,2024,2024-08-17,Salernitana,Cittadella,2,1,0,2,H
2928,serie_B,2024,2024-08-17,Pisa,Spezia,2,2,1,1,D
2929,serie_B,2024,2024-08-17,Sudtirol,Modena,2,1,1,1,H
2930,serie_B,2024,2024-08-18,Cesena,Carrarese,2,1,2,0,H
2931,serie_B,2024,2024-08-18,Frosinone,Sampdoria,2,2,1,1,D
2932,serie_B,2024,2024-08-18,Reggiana,Mantova,2,2,0,2,D
2933,serie_B,2024,2024-08-18,Catanzaro,Sassuolo,1,1,0,1,D
2934,serie_B,2024,2024-08-18,Cosenza,Cremonese,1,0,1,0,H
2935,serie_B,2024,2024-08-23,Modena,Bari,2,1,1,1,H
2936,serie_B,2024,2024-08-24,Sudtirol,Salernitana,3,2,2,1,H
2937,serie_B,2024,2024-08-24,Sassuolo,Cesena,2,1,1,1,H
2938,serie_B,2024,2024-08-24,Sampdoria,Reggiana,0,1,0,0,A
2939,serie_B,2024,2024-08-24,Spezia,Frosinone,2,1,0,2,H
2940,serie_B,2024,2024-08-24,Brescia,Cittadella,0,1,0,0,A
2941,serie_B,2024,2024-08-24,Cremonese,Carrarese,1,0,0,1,H
2942,serie_B,2024,2024-08-24,Pisa,Palermo,2,0,1,1,H
2943,serie_B,2024,2024-08-25,Catanzaro,Juve Stabia,0,0,0,0,D
2944,serie_B,2024,2024-08-25,Mantova,Cosenza,3,2,2,1,H
2945,serie_B,2024,2024-08-27,Bari,Sassuolo,1,1,0,1,D
2946,serie_B,2024,2024-08-27,Cittadella,Pisa,1,1,1,0,D
2947,serie_B,2024,2024-08-27,Frosinone,Modena,1,1,0,1,D
2948,serie_B,2024,2024-08-27,Salernitana,Sampdoria,3,2,1,2,H
2949,serie_B,2024,2024-08-27,Cremonese,Palermo,0,1,0,0,A
2950,serie_B,2024,2024-08-27,Reggiana,Brescia,2,0,1,1,H
