,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
2536,serie_B,2023,2023-08-18,Bari,Palermo,0,0,0,0,D
2537,serie_B,2023,2023-08-19,Ternana,Sampdoria,1,2,0,1,A
2538,serie_B,2023,2023-08-19,Cremonese,Catanzaro,0,0,0,0,D
2539,serie_B,2023,2023-08-19,Cosenza,Ascoli,3,0,1,2,H
2540,serie_B,2023,2023-08-20,Sudtirol,Spezia,3,3,1,2,D
2541,serie_B,2023,2023-08-20,Cittadella,Reggiana,1,0,1,0,H
2542,serie_B,2023,2023-08-20,Venezia,Como,3,0,2,1,H
2543,serie_B,2023,2023-08-20,Parma,Feralpisalo,2,0,1,1,H
2544,serie_B,2023,2023-08-25,Sampdoria,Pisa,0,2,0,0,A
2545,serie_B,2023,2023-08-26,Venezia,Cosenza,1,1,0,1,D
2546,serie_B,2023,2023-08-26,Cremonese,Bari,0,1,0,0,A
2547,serie_B,2023,2023-08-26,Parma,Cittadella,2,0,1,1,H
2548,serie_B,2023,2023-08-26,Feralpisalo,Sudtirol,0,2,0,0,A
2549,serie_B,2023,2023-08-26,Como,Reggiana,2,2,1,1,D
2550,serie_B,2023,2023-08-26,Modena,Ascoli,1,0,0,1,H
2551,serie_B,2023,2023-08-27,Catanzaro,Ternana,2,1,1,1,H
2552,serie_B,2023,2023-08-29,Ascoli,Feralpisalo,3,0,2,1,H
2553,serie_B,2023,2023-08-29,Pisa,Parma,1,2,0,1,A
2554,serie_B,2023,2023-08-29,Reggiana,Palermo,1,3,0,1,A
2555,serie_B,2023,2023-08-29,Cosenza,Modena,1,2,1,0,A
2556,serie_B,2023,2023-08-30,Sampdoria,Venezia,1,2,0,1,A
2557,serie_B,2023,2023-08-30,Bari,Cittadella,1,1,1,0,D
2558,serie_B,2023,2023-08-30,Ternana,Cremonese,0,1,0,0,A
2559,serie_B,2023,2023-08-30,Catanzaro,Spezia,3,0,0,3,H
2560,serie_B,2023,2023-09-02,Palermo,Feralpisalo,3,0,1,2,H
2561,serie_B,2023,2023-09-02,Parma,Reggiana,0,0,0,0,D
2562,serie_B,2023,2023-09-02,Modena,Pisa,2,0,1,1,H
2563,serie_B,2023,2023-09-02,Sudtirol,Ascoli,3,1,0,3,H
2564,serie_B,2023,2023-09-03,Brescia,Cosenza,1,0,0,1,H
2565,serie_B,2023,2023-09-03,Spezia,Como,0,1,0,0,A
2566,serie_B,2023,2023-09-03,Ternana,Bari,0,0,0,0,D
2567,serie_B,2023,2023-09-03,Cremonese,Sampdoria,1,1,1,0,D
2568,serie_B,2023,2023-09-03,Lecco,Catanzaro,3,4,0,3,A
2569,serie_B,2023,2023-09-03,Cittadella,Venezia,0,0,0,0,D
