,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG
354,2025-05-11,Udinese,Monza,1,2,A,0,1
355,2025-05-11,Verona,Lecce,1,1,D,1,0
356,2025-05-11,Torino,Inter,0,2,A,0,0
357,2025-05-11,Napoli,Genoa,2,2,D,1,1
358,2025-05-12,Venezia,Fiorentina,2,1,H,0,2
359,2025-05-12,Atalanta,AS Roma,2,1,H,1,1
360,2025-05-17,Genoa,Atalanta,2,3,A,1,1
361,2025-05-18,Cagliari,Venezia,3,0,H,2,1
362,2025-05-18,Juventus,Udinese,2,0,H,0,2
363,2025-05-18,AS Roma,AC Milan,3,1,H,1,2
364,2025-05-18,Fiorentina,Bologna,3,2,H,1,2
365,2025-05-18,Verona,Como,1,1,D,0,1
366,2025-05-18,Inter,Lazio,2,2,D,1,1
367,2025-05-18,Parma,Napoli,0,0,D,0,0
368,2025-05-18,Lecce,Torino,1,0,H,0,1
369,2025-05-18,Monza,Empoli,1,3,A,1,0
370,2025-05-23,Napoli,Cagliari,2,0,H,1,1
371,2025-05-23,Como,Inter,0,2,A,0,0
372,2025-05-24,Bologna,Genoa,1,3,A,0,1
373,2025-05-24,AC Milan,Monza,2,0,H,0,2
374,2025-05-25,Lazio,Lecce,0,1,A,0,0
375,2025-05-25,Udinese,Fiorentina,2,3,A,1,1
376,2025-05-25,Atalanta,Parma,2,3,A,2,0
377,2025-05-25,Torino,AS Roma,0,2,A,0,0
378,2025-05-25,Empoli,Verona,1,2,A,1,0
379,2025-05-25,Venezia,Juventus,2,3,A,1,1
