,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
462,2024,2024-03-01,Ulsan Hyundai FC,Pohang Steelers,1,0,0,1,H
463,2024,2024-03-01,Jeonbuk Motors,Daejeon Citizen,1,1,0,1,D
464,2024,2024-03-02,Gwangju FC,FC Seoul,2,0,1,1,H
465,2024,2024-03-02,Gangwon FC,Jeju United FC,1,1,1,0,D
466,2024,2024-03-02,Incheon United,Suwon City FC,0,1,0,0,A
467,2024,2024-03-03,Daegu FC,Gimcheon Sangmu FC,0,1,0,0,A
468,2024,2024-03-09,Suwon City FC,Jeonbuk Motors,1,1,0,1,D
469,2024,2024-03-09,Pohang Steelers,Daegu FC,3,1,0,3,H
470,2024,2024-03-09,Gimcheon Sangmu FC,Ulsan Hyundai FC,2,3,0,2,A
471,2024,2024-03-10,Jeju United FC,Daejeon Citizen,3,1,2,1,H
472,2024,2024-03-10,FC Seoul,Incheon United,0,0,0,0,D
473,2024,2024-03-10,Gwangju FC,Gangwon FC,4,2,0,4,H
474,2024,2024-03-16,Daejeon Citizen,Gangwon FC,1,1,0,1,D
475,2024,2024-03-16,Daegu FC,Suwon City FC,1,1,1,0,D
476,2024,2024-03-16,FC Seoul,Jeju United FC,2,0,2,0,H
477,2024,2024-03-17,Pohang Steelers,Gwangju FC,1,0,0,1,H
478,2024,2024-03-17,Gimcheon Sangmu FC,Jeonbuk Motors,1,0,1,0,H
479,2024,2024-03-17,Ulsan Hyundai FC,Incheon United,3,3,1,2,D
480,2024,2024-03-30,Jeonbuk Motors,Ulsan Hyundai FC,2,2,1,1,D
481,2024,2024-03-30,Incheon United,Daejeon Citizen,2,0,1,1,H
482,2024,2024-03-30,Suwon City FC,Gimcheon Sangmu FC,1,4,0,1,A
483,2024,2024-03-30,Jeju United FC,Pohang Steelers,0,2,0,0,A
484,2024,2024-03-31,Gangwon FC,FC Seoul,1,1,0,1,D
485,2024,2024-03-31,Gwangju FC,Daegu FC,1,2,1,0,A
486,2024,2024-04-02,Daejeon Citizen,Ulsan Hyundai FC,2,0,0,2,H
487,2024,2024-04-02,Pohang Steelers,Suwon City FC,1,1,1,0,D
488,2024,2024-04-03,Gangwon FC,Daegu FC,3,0,1,2,H
489,2024,2024-04-03,Gwangju FC,Incheon United,2,3,0,2,A
490,2024,2024-04-03,Jeju United FC,Jeonbuk Motors,2,0,1,1,H
491,2024,2024-04-03,FC Seoul,Gimcheon Sangmu FC,5,1,4,1,H
492,2024,2024-04-06,Ulsan Hyundai FC,Suwon City FC,3,0,1,2,H
493,2024,2024-04-06,Incheon United,Jeju United FC,0,1,0,0,A
494,2024,2024-04-06,Gimcheon Sangmu FC,Gwangju FC,2,1,1,1,H
495,2024,2024-04-07,Daegu FC,FC Seoul,0,0,0,0,D
496,2024,2024-04-07,Jeonbuk Motors,Gangwon FC,2,3,1,1,A
497,2024,2024-04-07,Daejeon Citizen,Pohang Steelers,1,2,0,1,A
498,2024,2024-04-13,Jeonbuk Motors,Gwangju FC,2,1,1,1,H
499,2024,2024-04-13,FC Seoul,Pohang Steelers,2,4,1,1,A
500,2024,2024-04-13,Jeju United FC,Gimcheon Sangmu FC,0,2,0,0,A
501,2024,2024-04-13,Ulsan Hyundai FC,Gangwon FC,4,0,2,2,H
502,2024,2024-04-14,Suwon City FC,Daejeon Citizen,1,0,0,1,H
503,2024,2024-04-14,Incheon United,Daegu FC,1,1,1,0,D
504,2024,2024-04-20,Suwon City FC,Jeju United FC,2,1,0,2,H
505,2024,2024-04-20,Pohang Steelers,Gimcheon Sangmu FC,0,0,0,0,D
506,2024,2024-04-20,FC Seoul,Jeonbuk Motors,2,3,2,0,A
507,2024,2024-04-21,Gangwon FC,Incheon United,4,1,3,1,H
508,2024,2024-04-21,Daegu FC,Daejeon Citizen,0,0,0,0,D
509,2024,2024-04-27,Daejeon Citizen,FC Seoul,3,1,2,1,H
510,2024,2024-04-27,Gwangju FC,Suwon City FC,1,2,1,0,A
511,2024,2024-04-27,Gimcheon Sangmu FC,Gangwon FC,1,0,0,1,H
512,2024,2024-04-28,Jeonbuk Motors,Daegu FC,2,2,1,1,D
513,2024,2024-04-28,Pohang Steelers,Incheon United,0,0,0,0,D
514,2024,2024-04-28,Ulsan Hyundai FC,Jeju United FC,3,1,0,3,H
515,2024,2024-04-30,Daejeon Citizen,Gimcheon Sangmu FC,0,0,0,0,D
516,2024,2024-04-30,Suwon City FC,FC Seoul,0,2,0,0,A
517,2024,2024-05-01,Gangwon FC,Pohang Steelers,2,4,0,2,A
518,2024,2024-05-01,Daegu FC,Ulsan Hyundai FC,1,2,1,0,A
519,2024,2024-05-01,Jeju United FC,Gwangju FC,1,3,0,1,A
520,2024,2024-05-01,Incheon United,Jeonbuk Motors,3,0,0,3,H
521,2024,2024-05-04,FC Seoul,Ulsan Hyundai FC,0,1,0,0,A
522,2024,2024-05-04,Pohang Steelers,Jeonbuk Motors,1,0,0,1,H
523,2024,2024-05-05,Suwon City FC,Gangwon FC,1,2,0,1,A
