,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
68,2022,2022-05-14,Ulsan Hyundai FC,Incheon United,2,2,0,2,D
69,2022,2022-05-15,Suwon City FC,Jeju United FC,1,3,1,0,A
70,2022,2022-05-15,Jeonbuk Motors,Gangwon FC,1,1,0,1,D
71,2022,2022-05-15,FC Seoul,Pohang Steelers,1,0,0,1,H
72,2022,2022-05-17,Suwon Bluewings,Sangju Sangmu FC,2,1,1,1,H
73,2022,2022-05-17,Incheon United,Daegu FC,2,2,1,1,D
74,2022,2022-05-18,Pohang Steelers,Jeonbuk Motors,0,1,0,0,A
75,2022,2022-05-18,Ulsan Hyundai FC,Jeju United FC,1,0,0,1,H
76,2022,2022-05-18,Gangwon FC,FC Seoul,1,0,1,0,H
77,2022,2022-05-18,Seongnam FC,Suwon City FC,2,2,1,1,D
78,2022,2022-05-21,FC Seoul,Seongnam FC,0,1,0,0,A
79,2022,2022-05-21,Pohang Steelers,Incheon United,2,0,2,0,H
80,2022,2022-05-21,Sangju Sangmu FC,Ulsan Hyundai FC,0,2,0,0,A
81,2022,2022-05-22,Daegu FC,Gangwon FC,3,0,1,2,H
82,2022,2022-05-22,Jeju United FC,Suwon Bluewings,0,0,0,0,D
83,2022,2022-05-22,Suwon City FC,Jeonbuk Motors,0,1,0,0,A
84,2022,2022-05-28,FC Seoul,Sangju Sangmu FC,2,2,1,1,D
85,2022,2022-05-28,Suwon City FC,Ulsan Hyundai FC,1,2,1,0,A
86,2022,2022-05-28,Jeonbuk Motors,Jeju United FC,0,2,0,0,A
87,2022,2022-05-29,Incheon United,Seongnam FC,1,0,0,1,H
88,2022,2022-05-29,Gangwon FC,Suwon Bluewings,1,1,1,0,D
89,2022,2022-05-29,Daegu FC,Pohang Steelers,2,2,1,1,D
90,2022,2022-06-17,Sangju Sangmu FC,Suwon City FC,0,1,0,0,A
91,2022,2022-06-17,Pohang Steelers,Gangwon FC,3,1,2,1,H
92,2022,2022-06-18,Jeju United FC,Incheon United,2,1,1,1,H
93,2022,2022-06-18,Seongnam FC,Daegu FC,1,1,0,1,D
94,2022,2022-06-19,Ulsan Hyundai FC,Jeonbuk Motors,1,3,1,0,A
95,2022,2022-06-19,Suwon Bluewings,FC Seoul,0,1,0,0,A
96,2022,2022-06-21,Sangju Sangmu FC,Seongnam FC,1,1,1,0,D
97,2022,2022-06-21,Daegu FC,Jeju United FC,1,0,0,1,H
98,2022,2022-06-21,Suwon City FC,Pohang Steelers,2,1,0,2,H
99,2022,2022-06-22,Jeonbuk Motors,Suwon Bluewings,2,1,0,2,H
100,2022,2022-06-22,Incheon United,Gangwon FC,4,1,1,3,H
101,2022,2022-06-22,FC Seoul,Ulsan Hyundai FC,1,2,1,0,A
102,2022,2022-06-25,Jeonbuk Motors,Daegu FC,1,1,0,1,D
103,2022,2022-06-25,Suwon City FC,Suwon Bluewings,3,0,3,0,H
104,2022,2022-06-25,FC Seoul,Incheon United,1,1,1,0,D
105,2022,2022-06-26,Ulsan Hyundai FC,Seongnam FC,0,0,0,0,D
106,2022,2022-06-26,Pohang Steelers,Sangju Sangmu FC,1,1,1,0,D
107,2022,2022-06-26,Gangwon FC,Jeju United FC,4,2,2,2,H
108,2022,2022-07-02,Jeju United FC,FC Seoul,2,2,2,0,D
109,2022,2022-07-02,Pohang Steelers,Ulsan Hyundai FC,2,0,1,1,H
110,2022,2022-07-02,Sangju Sangmu FC,Jeonbuk Motors,1,2,1,0,A
111,2022,2022-07-02,Seongnam FC,Gangwon FC,0,2,0,0,A
112,2022,2022-07-03,Daegu FC,Suwon City FC,0,0,0,0,D
113,2022,2022-07-03,Suwon Bluewings,Incheon United,0,0,0,0,D
114,2022,2022-07-05,Seongnam FC,Pohang Steelers,1,4,1,0,A
115,2022,2022-07-05,Sangju Sangmu FC,Jeju United FC,4,0,2,2,H
116,2022,2022-07-05,Ulsan Hyundai FC,Gangwon FC,2,1,0,2,H
117,2022,2022-07-06,Incheon United,Suwon City FC,0,1,0,0,A
118,2022,2022-07-06,Suwon Bluewings,Daegu FC,1,1,0,1,D
119,2022,2022-07-06,FC Seoul,Jeonbuk Motors,0,1,0,0,A
120,2022,2022-07-08,Gangwon FC,Sangju Sangmu FC,3,2,2,1,H
121,2022,2022-07-08,Jeju United FC,Seongnam FC,3,2,1,2,H
122,2022,2022-07-09,Jeonbuk Motors,Incheon United,2,2,2,0,D
123,2022,2022-07-09,Daegu FC,Ulsan Hyundai FC,1,1,0,1,D
124,2022,2022-07-10,Suwon City FC,FC Seoul,4,3,0,4,H
125,2022,2022-07-10,Pohang Steelers,Suwon Bluewings,1,0,1,0,H
126,2022,2022-07-16,Jeonbuk Motors,Seongnam FC,3,2,1,2,H
127,2022,2022-07-16,Ulsan Hyundai FC,Suwon Bluewings,2,1,0,2,H
128,2022,2022-07-16,Sangju Sangmu FC,Incheon United,0,1,0,0,A
129,2022,2022-07-16,Suwon City FC,Gangwon FC,2,4,1,1,A
130,2022,2022-07-16,Pohang Steelers,Jeju United FC,1,1,0,1,D
131,2022,2022-07-16,FC Seoul,Daegu FC,2,1,0,2,H
132,2022,2022-07-30,Jeonbuk Motors,Jeju United FC,1,0,0,1,H
133,2022,2022-07-30,Suwon Bluewings,Sangju Sangmu FC,0,0,0,0,D
134,2022,2022-07-30,Ulsan Hyundai FC,Gangwon FC,2,1,1,1,H
135,2022,2022-07-30,Pohang Steelers,FC Seoul,1,2,1,0,A
136,2022,2022-07-30,Seongnam FC,Incheon United,3,1,0,3,H
137,2022,2022-07-31,Suwon City FC,Daegu FC,2,2,1,1,D
138,2022,2022-08-02,Sangju Sangmu FC,Pohang Steelers,0,1,0,0,A
139,2022,2022-08-02,Jeju United FC,Seongnam FC,1,2,0,1,A
140,2022,2022-08-02,Ulsan Hyundai FC,FC Seoul,1,1,0,1,D
141,2022,2022-08-03,Incheon United,Suwon City FC,1,1,0,1,D
142,2022,2022-08-03,Gangwon FC,Jeonbuk Motors,2,1,0,2,H
143,2022,2022-08-03,Daegu FC,Suwon Bluewings,1,2,1,0,A
144,2022,2022-08-05,Seongnam FC,Sangju Sangmu FC,1,4,0,1,A
145,2022,2022-08-05,FC Seoul,Jeju United FC,0,2,0,0,A
146,2022,2022-08-06,Pohang Steelers,Gangwon FC,2,1,1,1,H
147,2022,2022-08-06,Suwon City FC,Suwon Bluewings,4,2,1,3,H
148,2022,2022-08-07,Jeonbuk Motors,Ulsan Hyundai FC,1,1,0,1,D
149,2022,2022-08-07,Daegu FC,Incheon United,2,3,1,1,A
150,2022,2022-08-10,Suwon City FC,Jeonbuk Motors,0,1,0,0,A
151,2022,2022-08-10,Gangwon FC,Daegu FC,1,0,0,1,H
152,2022,2022-08-13,Ulsan Hyundai FC,Daegu FC,4,0,2,2,H
153,2022,2022-08-13,Incheon United,Jeonbuk Motors,3,1,1,2,H
154,2022,2022-08-14,Jeju United FC,Pohang Steelers,5,0,2,3,H
155,2022,2022-08-14,Suwon Bluewings,Seongnam FC,4,1,1,3,H
156,2022,2022-08-15,Gangwon FC,Suwon City FC,2,3,1,1,A
157,2022,2022-08-15,Sangju Sangmu FC,FC Seoul,1,2,1,0,A
158,2022,2022-08-20,Pohang Steelers,Incheon United,1,1,0,1,D
159,2022,2022-08-20,Jeju United FC,Suwon Bluewings,1,2,1,0,A
160,2022,2022-08-21,FC Seoul,Seongnam FC,2,0,0,2,H
161,2022,2022-08-21,Sangju Sangmu FC,Ulsan Hyundai FC,1,2,1,0,A
162,2022,2022-08-27,Suwon Bluewings,Gangwon FC,2,3,0,2,A
163,2022,2022-08-27,Jeju United FC,Ulsan Hyundai FC,1,1,0,1,D
164,2022,2022-08-27,Incheon United,FC Seoul,2,0,1,1,H
165,2022,2022-08-28,Daegu FC,Sangju Sangmu FC,0,0,0,0,D
166,2022,2022-08-28,Seongnam FC,Suwon City FC,2,1,1,1,H
167,2022,2022-08-29,Jeonbuk Motors,Pohang Steelers,2,2,0,2,D
168,2022,2022-09-02,Suwon City FC,Jeju United FC,2,2,1,1,D
169,2022,2022-09-02,Incheon United,Gangwon FC,0,1,0,0,A
170,2022,2022-09-03,Pohang Steelers,Daegu FC,4,1,3,1,H
171,2022,2022-09-03,Sangju Sangmu FC,Jeonbuk Motors,2,2,1,1,D
172,2022,2022-09-04,FC Seoul,Suwon Bluewings,1,3,0,1,A
173,2022,2022-09-04,Seongnam FC,Ulsan Hyundai FC,3,0,1,2,H
174,2022,2022-09-06,Jeju United FC,Incheon United,0,1,0,0,A
175,2022,2022-09-06,Gangwon FC,Sangju Sangmu FC,0,1,0,0,A
176,2022,2022-09-06,Suwon City FC,Pohang Steelers,1,0,0,1,H
177,2022,2022-09-07,Jeonbuk Motors,FC Seoul,0,0,0,0,D
178,2022,2022-09-07,Daegu FC,Seongnam FC,1,0,1,0,H
179,2022,2022-09-07,Ulsan Hyundai FC,Suwon Bluewings,1,0,1,0,H
180,2022,2022-09-10,Daegu FC,Jeonbuk Motors,0,5,0,0,A
181,2022,2022-09-10,Sangju Sangmu FC,Jeju United FC,1,2,1,0,A
182,2022,2022-09-10,Seongnam FC,Gangwon FC,0,4,0,0,A
183,2022,2022-09-10,FC Seoul,Suwon City FC,2,2,2,0,D
184,2022,2022-09-11,Ulsan Hyundai FC,Pohang Steelers,1,2,1,0,A
185,2022,2022-09-11,Suwon Bluewings,Incheon United,3,3,0,3,D
186,2022,2022-09-13,Suwon City FC,Sangju Sangmu FC,2,1,1,1,H
187,2022,2022-09-13,Jeju United FC,Daegu FC,2,2,1,1,D
188,2022,2022-09-13,FC Seoul,Gangwon FC,1,0,0,1,H
189,2022,2022-09-14,Jeonbuk Motors,Seongnam FC,1,0,1,0,H
190,2022,2022-09-14,Incheon United,Ulsan Hyundai FC,0,0,0,0,D
191,2022,2022-09-14,Suwon Bluewings,Pohang Steelers,0,2,0,0,A
192,2022,2022-09-18,Gangwon FC,Jeju United FC,2,1,1,1,H
193,2022,2022-09-18,Daegu FC,FC Seoul,3,0,2,1,H
194,2022,2022-09-18,Seongnam FC,Pohang Steelers,1,1,1,0,D
195,2022,2022-09-18,Suwon Bluewings,Jeonbuk Motors,2,3,1,1,A
196,2022,2022-09-18,Ulsan Hyundai FC,Suwon City FC,2,0,1,1,H
197,2022,2022-09-18,Sangju Sangmu FC,Incheon United,1,0,0,1,H
198,2022,2022-10-01,FC Seoul,Daegu FC,2,3,0,2,A
199,2022,2022-10-01,Incheon United,Ulsan Hyundai FC,0,3,0,0,A
200,2022,2022-10-01,Jeonbuk Motors,Pohang Steelers,3,1,1,2,H
201,2022,2022-10-02,Jeju United FC,Gangwon FC,1,2,0,1,A
202,2022,2022-10-02,Suwon City FC,Gimcheon Sangmu FC,2,2,2,0,D
203,2022,2022-10-03,Seongnam FC,Suwon Bluewings,0,2,0,0,A
204,2022,2022-10-08,Pohang Steelers,Jeju United FC,1,2,1,0,A
205,2022,2022-10-08,Ulsan Hyundai FC,Jeonbuk Motors,2,1,0,2,H
206,2022,2022-10-08,Gangwon FC,Incheon United,0,0,0,0,D
207,2022,2022-10-09,Suwon Bluewings,FC Seoul,0,0,0,0,D
208,2022,2022-10-09,Gimcheon Sangmu FC,Seongnam FC,1,1,0,1,D
209,2022,2022-10-09,Daegu FC,Suwon City FC,2,1,1,1,H
210,2022,2022-10-11,Pohang Steelers,Ulsan Hyundai FC,1,1,0,1,D
211,2022,2022-10-11,Jeonbuk Motors,Gangwon FC,1,0,1,0,H
212,2022,2022-10-11,Incheon United,Jeju United FC,3,1,1,2,H
213,2022,2022-10-12,Suwon City FC,Seongnam FC,2,1,1,1,H
214,2022,2022-10-12,Suwon Bluewings,Daegu FC,1,2,0,1,A
215,2022,2022-10-12,FC Seoul,Gimcheon Sangmu FC,1,1,1,0,D
216,2022,2022-10-16,Gangwon FC,Ulsan Hyundai FC,1,2,0,1,A
217,2022,2022-10-16,Suwon Bluewings,Suwon City FC,3,0,1,2,H
218,2022,2022-10-16,Daegu FC,Gimcheon Sangmu FC,1,1,0,1,D
219,2022,2022-10-16,Jeju United FC,Jeonbuk Motors,1,2,0,1,A
220,2022,2022-10-16,Incheon United,Pohang Steelers,1,1,0,1,D
221,2022,2022-10-16,FC Seoul,Seongnam FC,0,1,0,0,A
222,2022,2022-10-22,Suwon City FC,FC Seoul,0,2,0,0,A
223,2022,2022-10-22,Seongnam FC,Daegu FC,4,4,0,4,D
224,2022,2022-10-22,Gimcheon Sangmu FC,Suwon Bluewings,1,3,1,0,A
225,2022,2022-10-23,Jeonbuk Motors,Incheon United,2,1,1,1,H
226,2022,2022-10-23,Pohang Steelers,Gangwon FC,1,0,0,1,H
227,2022,2022-10-23,Ulsan Hyundai FC,Jeju United FC,1,2,1,0,A
228,2022,2022-10-26,FC Anyang,Suwon Bluewings,0,0,0,0,D
229,2022,2022-10-26,Daejeon Citizen,Gimcheon Sangmu FC,2,1,1,1,H
230,2022,2022-10-29,Gimcheon Sangmu FC,Daejeon Citizen,0,4,0,0,A
