,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
231,2023,2023-02-25,Ulsan Hyundai FC,Jeonbuk Motors,2,1,1,1,H
232,2023,2023-02-25,Suwon Bluewings,Gwangju FC,0,1,0,0,A
233,2023,2023-02-25,FC Seoul,Incheon United,2,1,1,1,H
234,2023,2023-02-26,Jeju United FC,Suwon City FC,0,0,0,0,D
235,2023,2023-02-26,Pohang Steelers,Daegu FC,3,2,1,2,H
236,2023,2023-02-26,Daejeon Citizen,Gangwon FC,2,0,2,0,H
237,2023,2023-03-04,Suwon City FC,Pohang Steelers,1,2,0,1,A
238,2023,2023-03-04,Incheon United,Daejeon Citizen,3,3,1,2,D
239,2023,2023-03-04,Daegu FC,Jeju United FC,1,1,0,1,D
240,2023,2023-03-05,Gangwon FC,Ulsan Hyundai FC,0,1,0,0,A
241,2023,2023-03-05,Jeonbuk Motors,Suwon Bluewings,1,1,1,0,D
242,2023,2023-03-05,Gwangju FC,FC Seoul,0,2,0,0,A
243,2023,2023-03-11,Daejeon Citizen,Pohang Steelers,0,0,0,0,D
244,2023,2023-03-11,Suwon City FC,Suwon Bluewings,2,1,1,1,H
245,2023,2023-03-11,Gangwon FC,Daegu FC,1,1,1,0,D
246,2023,2023-03-12,FC Seoul,Ulsan Hyundai FC,1,2,0,1,A
247,2023,2023-03-12,Jeonbuk Motors,Gwangju FC,2,0,0,2,H
248,2023,2023-03-12,Incheon United,Jeju United FC,1,0,1,0,H
249,2023,2023-03-18,Gwangju FC,Incheon United,5,0,2,3,H
250,2023,2023-03-18,Pohang Steelers,Gangwon FC,1,1,0,1,D
251,2023,2023-03-18,Jeju United FC,FC Seoul,1,2,0,1,A
252,2023,2023-03-19,Daegu FC,Jeonbuk Motors,2,0,1,1,H
253,2023,2023-03-19,Suwon Bluewings,Daejeon Citizen,1,3,0,1,A
254,2023,2023-03-19,Ulsan Hyundai FC,Suwon City FC,3,0,1,2,H
255,2023,2023-04-01,Jeonbuk Motors,Pohang Steelers,1,2,1,0,A
256,2023,2023-04-01,Gwangju FC,Suwon City FC,2,0,2,0,H
257,2023,2023-04-01,Incheon United,Daegu FC,0,0,0,0,D
258,2023,2023-04-01,Daejeon Citizen,FC Seoul,3,2,2,1,H
259,2023,2023-04-02,Jeju United FC,Ulsan Hyundai FC,1,3,1,0,A
260,2023,2023-04-02,Suwon Bluewings,Gangwon FC,1,1,1,0,D
261,2023,2023-04-08,Ulsan Hyundai FC,Suwon Bluewings,2,1,2,0,H
262,2023,2023-04-08,FC Seoul,Daegu FC,3,0,3,0,H
263,2023,2023-04-08,Pohang Steelers,Gwangju FC,2,0,0,2,H
264,2023,2023-04-09,Suwon City FC,Daejeon Citizen,5,3,0,5,H
265,2023,2023-04-09,Jeonbuk Motors,Incheon United,2,0,0,2,H
266,2023,2023-04-09,Gangwon FC,Jeju United FC,0,1,0,0,A
267,2023,2023-04-15,Suwon Bluewings,Jeju United FC,2,3,1,1,A
268,2023,2023-04-15,Pohang Steelers,FC Seoul,1,1,1,0,D
269,2023,2023-04-15,Suwon City FC,Jeonbuk Motors,1,0,1,0,H
270,2023,2023-04-16,Gangwon FC,Incheon United,0,2,0,0,A
271,2023,2023-04-16,Daejeon Citizen,Ulsan Hyundai FC,2,1,2,0,H
272,2023,2023-04-16,Daegu FC,Gwangju FC,3,4,0,3,A
273,2023,2023-04-22,FC Seoul,Suwon Bluewings,3,1,1,2,H
274,2023,2023-04-22,Daegu FC,Daejeon Citizen,1,0,1,0,H
275,2023,2023-04-22,Ulsan Hyundai FC,Pohang Steelers,2,2,0,2,D
276,2023,2023-04-22,Incheon United,Suwon City FC,2,2,1,1,D
277,2023,2023-04-23,Gwangju FC,Gangwon FC,0,0,0,0,D
278,2023,2023-04-23,Jeju United FC,Jeonbuk Motors,0,2,0,0,A
279,2023,2023-04-25,Incheon United,Ulsan Hyundai FC,0,1,0,0,A
280,2023,2023-04-25,Pohang Steelers,Suwon Bluewings,1,0,1,0,H
281,2023,2023-04-26,Gangwon FC,FC Seoul,3,2,1,2,H
282,2023,2023-04-26,Gwangju FC,Jeju United FC,0,1,0,0,A
283,2023,2023-04-26,Suwon City FC,Daegu FC,1,1,0,1,D
284,2023,2023-04-26,Jeonbuk Motors,Daejeon Citizen,1,2,0,1,A
285,2023,2023-04-29,Suwon City FC,FC Seoul,0,3,0,0,A
286,2023,2023-04-29,Jeonbuk Motors,Gangwon FC,0,1,0,0,A
287,2023,2023-04-30,Daejeon Citizen,Jeju United FC,0,3,0,0,A
288,2023,2023-04-30,Pohang Steelers,Incheon United,0,2,0,0,A
289,2023,2023-04-30,Suwon Bluewings,Daegu FC,0,1,0,0,A
290,2023,2023-04-30,Ulsan Hyundai FC,Gwangju FC,2,1,0,2,H
291,2023,2023-05-05,Daegu FC,Ulsan Hyundai FC,0,3,0,0,A
292,2023,2023-05-05,FC Seoul,Jeonbuk Motors,1,1,0,1,D
293,2023,2023-05-05,Incheon United,Suwon Bluewings,0,1,0,0,A
294,2023,2023-05-06,Jeju United FC,Pohang Steelers,2,1,0,2,H
295,2023,2023-05-06,Suwon City FC,Gangwon FC,2,0,1,1,H
296,2023,2023-05-06,Gwangju FC,Daejeon Citizen,0,0,0,0,D
297,2023,2023-05-09,Ulsan Hyundai FC,Gangwon FC,1,0,0,1,H
298,2023,2023-05-09,Daegu FC,Pohang Steelers,1,1,1,0,D
299,2023,2023-05-09,FC Seoul,Gwangju FC,3,1,1,2,H
300,2023,2023-05-10,Daejeon Citizen,Suwon City FC,2,1,1,1,H
