,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
0,france_league_2,2022,2022-07-30,Dijon,Saint Etienne,2,1,2,0,H
1,france_league_2,2022,2022-07-30,Bordeaux,Valenciennes,0,0,0,0,D
2,france_league_2,2022,2022-07-30,Guingamp,PAU,4,0,3,1,H
3,france_league_2,2022,2022-07-30,Nimes,Caen,0,1,0,0,A
4,france_league_2,2022,2022-07-30,Le Havre,Grenoble,0,0,0,0,D
5,france_league_2,2022,2022-07-30,Metz,Amiens,3,0,2,1,H
6,france_league_2,2022,2022-07-30,Quevilly,Rodez,0,0,0,0,D
7,france_league_2,2022,2022-07-30,Bastia,Laval,0,2,0,0,A
8,france_league_2,2022,2022-07-30,Annecy,Niort,1,2,0,1,A
9,france_league_2,2022,2022-08-01,Sochaux,Paris FC,0,0,0,0,D
10,france_league_2,2022,2022-08-06,Saint Etienne,Nimes,1,1,1,0,D
11,france_league_2,2022,2022-08-06,Amiens,Annecy,1,0,0,1,H
12,france_league_2,2022,2022-08-06,Grenoble,Sochaux,1,0,1,0,H
13,france_league_2,2022,2022-08-06,Valenciennes,Le Havre,1,0,1,0,H
14,france_league_2,2022,2022-08-06,Niort,Bastia,1,4,0,1,A
15,france_league_2,2022,2022-08-06,Paris FC,Quevilly,2,1,2,0,H
16,france_league_2,2022,2022-08-06,Laval,Guingamp,1,2,1,0,A
17,france_league_2,2022,2022-08-06,PAU,Dijon,0,0,0,0,D
18,france_league_2,2022,2022-08-06,Rodez,Bordeaux,0,3,0,0,A
19,france_league_2,2022,2022-08-08,Caen,Metz,1,0,1,0,H
20,france_league_2,2022,2022-08-13,Guingamp,Paris FC,0,0,0,0,D
21,france_league_2,2022,2022-08-13,Bordeaux,Niort,1,0,0,1,H
22,france_league_2,2022,2022-08-13,Dijon,Caen,2,2,0,2,D
23,france_league_2,2022,2022-08-13,Nimes,Rodez,1,0,0,1,H
24,france_league_2,2022,2022-08-13,Le Havre,PAU,1,1,1,0,D
25,france_league_2,2022,2022-08-13,Metz,Valenciennes,2,0,1,1,H
26,france_league_2,2022,2022-08-13,Sochaux,Amiens,0,1,0,0,A
27,france_league_2,2022,2022-08-13,Bastia,Grenoble,3,0,2,1,H
28,france_league_2,2022,2022-08-13,Annecy,Laval,0,1,0,0,A
29,france_league_2,2022,2022-08-15,Quevilly,Saint Etienne,2,2,2,0,D
30,france_league_2,2022,2022-08-20,Saint Etienne,Le Havre,0,6,0,0,A
31,france_league_2,2022,2022-08-20,Amiens,Bastia,3,1,2,1,H
32,france_league_2,2022,2022-08-20,Caen,Guingamp,4,1,2,2,H
33,france_league_2,2022,2022-08-20,Dijon,Nimes,2,1,1,1,H
34,france_league_2,2022,2022-08-20,Valenciennes,Quevilly,0,0,0,0,D
35,france_league_2,2022,2022-08-20,Niort,Paris FC,2,1,0,2,H
36,france_league_2,2022,2022-08-20,Laval,Metz,3,3,1,2,D
37,france_league_2,2022,2022-08-20,PAU,Sochaux,0,3,0,0,A
38,france_league_2,2022,2022-08-20,Rodez,Annecy,2,2,1,1,D
39,france_league_2,2022,2022-08-22,Grenoble,Bordeaux,0,0,0,0,D
40,france_league_2,2022,2022-08-27,Bordeaux,Guingamp,0,1,0,0,A
41,france_league_2,2022,2022-08-27,Metz,Dijon,1,2,0,1,A
42,france_league_2,2022,2022-08-27,Nimes,Laval,1,0,0,1,H
43,france_league_2,2022,2022-08-27,Valenciennes,Saint Etienne,2,2,1,1,D
44,france_league_2,2022,2022-08-27,Le Havre,Amiens,1,1,0,1,D
45,france_league_2,2022,2022-08-27,Paris FC,Caen,1,1,0,1,D
46,france_league_2,2022,2022-08-27,Sochaux,Niort,3,0,1,2,H
47,france_league_2,2022,2022-08-27,Quevilly,PAU,2,1,0,2,H
48,france_league_2,2022,2022-08-27,Bastia,Rodez,0,2,0,0,A
49,france_league_2,2022,2022-08-27,Annecy,Grenoble,0,0,0,0,D
50,france_league_2,2022,2022-08-30,Bordeaux,Quevilly,4,0,3,1,H
51,france_league_2,2022,2022-08-30,Amiens,Paris FC,1,1,0,1,D
52,france_league_2,2022,2022-08-30,Caen,PAU,1,1,1,0,D
53,france_league_2,2022,2022-08-30,Dijon,Annecy,0,2,0,0,A
54,france_league_2,2022,2022-08-30,Guingamp,Sochaux,1,2,1,0,A
55,france_league_2,2022,2022-08-30,Grenoble,Nimes,3,2,1,2,H
56,france_league_2,2022,2022-08-30,Niort,Valenciennes,0,1,0,0,A
57,france_league_2,2022,2022-08-30,Laval,Le Havre,1,3,1,0,A
58,france_league_2,2022,2022-08-30,Saint Etienne,Bastia,5,0,4,1,H
59,france_league_2,2022,2022-08-30,Rodez,Metz,1,4,0,1,A
