,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
760,france_league_2,2024,2024-08-16,Amiens,RED Star FC 93,3,0,1,2,H
761,france_league_2,2024,2024-08-16,Guingamp,Estac Troyes,4,0,2,2,H
762,france_league_2,2024,2024-08-16,Ajaccio,Rodez,1,0,0,1,H
763,france_league_2,2024,2024-08-16,Clermont Foot,PAU,2,2,1,1,D
764,france_league_2,2024,2024-08-16,Grenoble,Laval,2,1,0,2,H
765,france_league_2,2024,2024-08-16,Dunkerque,Annecy,0,2,0,0,A
766,france_league_2,2024,2024-08-17,Caen,Paris FC,0,2,0,0,A
767,france_league_2,2024,2024-08-19,Metz,Bastia,1,1,0,1,D
768,france_league_2,2024,2024-08-19,Martigues,Lorient,0,1,0,0,A
769,france_league_2,2024,2024-08-23,Estac Troyes,Clermont Foot,0,1,0,0,A
770,france_league_2,2024,2024-08-23,Paris FC,Dunkerque,3,2,0,3,H
771,france_league_2,2024,2024-08-23,Laval,Guingamp,0,1,0,0,A
772,france_league_2,2024,2024-08-23,PAU,Caen,1,0,1,0,H
773,france_league_2,2024,2024-08-23,Rodez,Metz,1,3,0,1,A
774,france_league_2,2024,2024-08-23,Bastia,Amiens,1,0,0,1,H
775,france_league_2,2024,2024-08-23,Annecy,Martigues,2,4,1,1,A
776,france_league_2,2024,2024-08-24,Lorient,Grenoble,2,0,0,2,H
777,france_league_2,2024,2024-08-26,RED Star FC 93,Ajaccio,1,0,1,0,H
778,france_league_2,2024,2024-08-30,Caen,Annecy,1,1,0,1,D
779,france_league_2,2024,2024-08-30,Guingamp,RED Star FC 93,3,4,2,1,A
780,france_league_2,2024,2024-08-30,Ajaccio,Estac Troyes,2,1,0,2,H
781,france_league_2,2024,2024-08-30,Clermont Foot,Paris FC,0,1,0,0,A
782,france_league_2,2024,2024-08-30,Grenoble,PAU,1,1,0,1,D
783,france_league_2,2024,2024-08-30,Dunkerque,Rodez,1,0,1,0,H
784,france_league_2,2024,2024-08-30,Martigues,Bastia,0,1,0,0,A
785,france_league_2,2024,2024-08-31,Amiens,Lorient,1,0,1,0,H
786,france_league_2,2024,2024-08-31,Metz,Laval,1,1,0,1,D
787,france_league_2,2024,2024-09-13,Lorient,RED Star FC 93,2,1,1,1,H
788,france_league_2,2024,2024-09-13,Clermont Foot,Dunkerque,0,1,0,0,A
789,france_league_2,2024,2024-09-13,Laval,Ajaccio,1,1,1,0,D
790,france_league_2,2024,2024-09-13,PAU,Martigues,3,0,1,2,H
791,france_league_2,2024,2024-09-13,Rodez,Guingamp,1,2,0,1,A
792,france_league_2,2024,2024-09-13,Bastia,Estac Troyes,0,0,0,0,D
793,france_league_2,2024,2024-09-13,Annecy,Amiens,3,0,1,2,H
794,france_league_2,2024,2024-09-14,Paris FC,Metz,1,2,1,0,A
795,france_league_2,2024,2024-09-16,Grenoble,Caen,3,1,2,1,H
796,france_league_2,2024,2024-09-20,Amiens,Clermont Foot,1,0,1,0,H
797,france_league_2,2024,2024-09-20,Caen,Ajaccio,1,0,0,1,H
798,france_league_2,2024,2024-09-20,Guingamp,Annecy,2,2,1,1,D
799,france_league_2,2024,2024-09-20,RED Star FC 93,Laval,0,3,0,0,A
800,france_league_2,2024,2024-09-20,Estac Troyes,Rodez,0,3,0,0,A
801,france_league_2,2024,2024-09-20,Dunkerque,PAU,3,2,2,1,H
802,france_league_2,2024,2024-09-20,Bastia,Paris FC,2,1,2,0,H
803,france_league_2,2024,2024-09-20,Martigues,Grenoble,0,4,0,0,A
804,france_league_2,2024,2024-09-21,Metz,Lorient,1,1,1,0,D
805,france_league_2,2024,2024-09-24,Caen,Amiens,2,1,1,1,H
806,france_league_2,2024,2024-09-24,Ajaccio,Grenoble,2,0,0,2,H
807,france_league_2,2024,2024-09-24,Clermont Foot,RED Star FC 93,1,1,1,0,D
808,france_league_2,2024,2024-09-24,Metz,Martigues,6,0,3,3,H
809,france_league_2,2024,2024-09-24,Paris FC,Guingamp,2,0,1,1,H
810,france_league_2,2024,2024-09-24,PAU,Lorient,1,0,1,0,H
811,france_league_2,2024,2024-09-24,Rodez,Laval,1,3,1,0,A
812,france_league_2,2024,2024-09-24,Dunkerque,Bastia,2,1,0,2,H
813,france_league_2,2024,2024-09-24,Annecy,Estac Troyes,1,0,1,0,H
814,france_league_2,2024,2024-09-27,Amiens,Rodez,2,1,0,2,H
815,france_league_2,2024,2024-09-27,Lorient,Ajaccio,3,0,0,3,H
816,france_league_2,2024,2024-09-27,Grenoble,Clermont Foot,3,0,1,2,H
817,france_league_2,2024,2024-09-27,Laval,PAU,3,1,2,1,H
818,france_league_2,2024,2024-09-27,Bastia,Annecy,2,2,1,1,D
