,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
1070,france_league_2,2025,2025-08-09,Guingamp,Le Mans,3,3,0,3,D
1071,france_league_2,2025,2025-08-09,Montpellier,RED Star FC 93,1,1,1,0,D
1072,france_league_2,2025,2025-08-09,Estac Troyes,Grenoble,2,1,1,1,H
1073,france_league_2,2025,2025-08-09,Laval,Saint Etienne,3,3,2,1,D
1074,france_league_2,2025,2025-08-09,PAU,Annecy,2,0,1,1,H
1075,france_league_2,2025,2025-08-09,Rodez,Nancy,0,0,0,0,D
1076,france_league_2,2025,2025-08-09,Dunkerque,Clermont Foot,2,2,1,1,D
1077,france_league_2,2025,2025-08-11,Amiens,Reims,2,2,1,1,D
1078,france_league_2,2025,2025-08-15,Clermont Foot,Estac Troyes,0,0,0,0,D
1079,france_league_2,2025,2025-08-15,Grenoble,Laval,1,1,0,1,D
1080,france_league_2,2025,2025-08-15,Nancy,Boulogne,1,0,1,0,H
1081,france_league_2,2025,2025-08-15,RED Star FC 93,Amiens,1,3,0,1,A
1082,france_league_2,2025,2025-08-15,Bastia,PAU,1,1,1,0,D
1083,france_league_2,2025,2025-08-16,Reims,Guingamp,1,0,1,0,H
1084,france_league_2,2025,2025-08-16,Annecy,Dunkerque,2,2,2,0,D
1085,france_league_2,2025,2025-08-16,Saint Etienne,Rodez,4,0,1,3,H
1086,france_league_2,2025,2025-08-18,Le Mans,Montpellier,1,2,0,1,A
1087,france_league_2,2025,2025-08-22,Amiens,Annecy,0,1,0,0,A
1088,france_league_2,2025,2025-08-22,Clermont Foot,Grenoble,2,1,0,2,H
1089,france_league_2,2025,2025-08-22,Le Mans,Bastia,1,0,0,1,H
1090,france_league_2,2025,2025-08-22,Rodez,Laval,1,1,1,0,D
1091,france_league_2,2025,2025-08-22,Dunkerque,Nancy,1,3,1,0,A
1092,france_league_2,2025,2025-08-23,Guingamp,RED Star FC 93,0,4,0,0,A
1093,france_league_2,2025,2025-08-23,Estac Troyes,Montpellier,1,0,1,0,H
1094,france_league_2,2025,2025-08-23,Boulogne,Saint Etienne,0,1,0,0,A
1095,france_league_2,2025,2025-08-25,PAU,Reims,2,0,2,0,H
1096,france_league_2,2025,2025-08-29,Montpellier,Amiens,1,1,0,1,D
1097,france_league_2,2025,2025-08-29,Nancy,PAU,2,2,2,0,D
1098,france_league_2,2025,2025-08-29,RED Star FC 93,Annecy,1,0,1,0,H
1099,france_league_2,2025,2025-08-29,Laval,Clermont Foot,0,0,0,0,D
1100,france_league_2,2025,2025-08-29,Rodez,Boulogne,1,0,1,0,H
1101,france_league_2,2025,2025-08-29,Dunkerque,Estac Troyes,2,0,0,2,H
1102,france_league_2,2025,2025-08-30,Reims,Le Mans,1,0,0,1,H
1103,france_league_2,2025,2025-08-30,Bastia,Guingamp,1,3,0,1,A
1104,france_league_2,2025,2025-08-30,Saint Etienne,Grenoble,1,1,1,0,D
1105,france_league_2,2025,2025-09-12,Amiens,Bastia,0,0,0,0,D
1106,france_league_2,2025,2025-09-12,Estac Troyes,Nancy,3,0,1,2,H
1107,france_league_2,2025,2025-09-12,PAU,RED Star FC 93,0,3,0,0,A
1108,france_league_2,2025,2025-09-12,Le Mans,Rodez,0,1,0,0,A
1109,france_league_2,2025,2025-09-12,Boulogne,Laval,1,2,0,1,A
1110,france_league_2,2025,2025-09-13,Grenoble,Dunkerque,1,0,1,0,H
1111,france_league_2,2025,2025-09-13,Annecy,Reims,1,1,1,0,D
1112,france_league_2,2025,2025-09-13,Clermont Foot,Saint Etienne,1,2,1,0,A
1113,france_league_2,2025,2025-09-15,Guingamp,Montpellier,1,0,1,0,H
1114,france_league_2,2025,2025-09-16,Boulogne,Bastia,1,0,0,1,H
1115,france_league_2,2025,2025-09-19,Grenoble,Annecy,1,3,0,1,A
1116,france_league_2,2025,2025-09-19,Nancy,RED Star FC 93,0,1,0,0,A
1117,france_league_2,2025,2025-09-19,Laval,Amiens,0,3,0,0,A
1118,france_league_2,2025,2025-09-19,Boulogne,PAU,0,3,0,0,A
1119,france_league_2,2025,2025-09-19,Rodez,Clermont Foot,0,1,0,0,A
1120,france_league_2,2025,2025-09-19,Dunkerque,Le Mans,2,2,1,1,D
1121,france_league_2,2025,2025-09-20,Montpellier,Bastia,2,0,2,0,H
1122,france_league_2,2025,2025-09-20,Estac Troyes,Guingamp,5,2,3,2,H
1123,france_league_2,2025,2025-09-20,Saint Etienne,Reims,3,2,2,1,H
1124,france_league_2,2025,2025-09-23,Montpellier,Boulogne,1,3,0,1,A
1125,france_league_2,2025,2025-09-23,Amiens,Saint Etienne,0,1,0,0,A
1126,france_league_2,2025,2025-09-23,Guingamp,Dunkerque,2,1,2,0,H
1127,france_league_2,2025,2025-09-23,Reims,Clermont Foot,4,1,2,2,H
1128,france_league_2,2025,2025-09-23,RED Star FC 93,Estac Troyes,1,3,1,0,A
1129,france_league_2,2025,2025-09-23,PAU,Laval,1,0,0,1,H
1130,france_league_2,2025,2025-09-23,Le Mans,Grenoble,1,0,1,0,H
1131,france_league_2,2025,2025-09-23,Bastia,Rodez,2,3,1,1,A
1132,france_league_2,2025,2025-09-23,Annecy,Nancy,1,2,1,0,A
1133,france_league_2,2025,2025-09-26,Clermont Foot,Le Mans,1,1,1,0,D
1134,france_league_2,2025,2025-09-26,Grenoble,Bastia,0,0,0,0,D
1135,france_league_2,2025,2025-09-26,Nancy,Reims,0,1,0,0,A
1136,france_league_2,2025,2025-09-26,Estac Troyes,Annecy,3,1,1,2,H
1137,france_league_2,2025,2025-09-26,Rodez,PAU,1,2,1,0,A
1138,france_league_2,2025,2025-09-27,Laval,Montpellier,0,1,0,0,A
1139,france_league_2,2025,2025-09-27,Dunkerque,Amiens,6,2,4,2,H
1140,france_league_2,2025,2025-09-27,Saint Etienne,Guingamp,2,3,1,1,A
1141,france_league_2,2025,2025-09-29,Boulogne,RED Star FC 93,1,2,1,0,A
1142,france_league_2,2025,2025-10-03,Amiens,Boulogne,0,1,0,0,A
1143,france_league_2,2025,2025-10-03,Guingamp,Nancy,2,2,0,2,D
1144,france_league_2,2025,2025-10-03,PAU,Clermont Foot,3,1,3,0,H
1145,france_league_2,2025,2025-10-03,Le Mans,Estac Troyes,2,2,0,2,D
1146,france_league_2,2025,2025-10-03,Bastia,Dunkerque,0,0,0,0,D
1147,france_league_2,2025,2025-10-03,Annecy,Laval,0,0,0,0,D
1148,france_league_2,2025,2025-10-04,Reims,Grenoble,2,4,1,1,A
1149,france_league_2,2025,2025-10-04,RED Star FC 93,Rodez,1,1,0,1,D
1150,france_league_2,2025,2025-10-04,Montpellier,Saint Etienne,0,2,0,0,A
