,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
306,2023,2023-09-18,El Geish,National Bank of Egypt,2,0,0,2,H
307,2023,2023-09-19,Masr,Ismaily SC,1,0,1,0,H
308,2023,2023-09-19,Al Ahly,AL Masry,4,0,1,3,H
309,2023,2023-09-20,El Dakhleya,Enppi,1,0,1,0,H
310,2023,2023-09-20,Smouha SC,El Gouna FC,1,1,1,0,D
311,2023,2023-09-20,El Mokawloon,Baladiyyat Al Mehalla,0,2,0,0,A
312,2023,2023-09-21,Pharco,Coca-Cola,0,2,0,0,A
313,2023,2023-09-21,Pyramids FC,Zamalek SC,2,2,1,1,D
314,2023,2023-09-21,Al Ittihad,Ceramica Cleopatra,1,0,1,0,H
315,2023,2023-09-25,National Bank of Egypt,Pyramids FC,0,1,0,0,A
316,2023,2023-09-25,Zamalek SC,El Mokawloon,1,1,0,1,D
317,2023,2023-09-26,Baladiyyat Al Mehalla,Smouha SC,0,2,0,0,A
318,2023,2023-09-26,Coca-Cola,El Dakhleya,2,1,0,2,H
319,2023,2023-09-27,Enppi,El Geish,0,0,0,0,D
320,2023,2023-09-27,El Gouna FC,Masr,0,1,0,0,A
321,2023,2023-09-28,AL Masry,Pharco,1,0,0,1,H
322,2023,2023-09-28,Ismaily SC,Al Ittihad,3,1,2,1,H
323,2023,2023-10-05,Masr,Baladiyyat Al Mehalla,3,3,3,0,D
324,2023,2023-10-05,Smouha SC,El Mokawloon,2,1,2,0,H
325,2023,2023-10-06,Al Ittihad,El Gouna FC,2,2,0,2,D
326,2023,2023-10-06,Pharco,Ceramica Cleopatra,2,2,2,0,D
327,2023,2023-10-07,El Dakhleya,AL Masry,1,3,0,1,A
328,2023,2023-10-07,El Geish,Coca-Cola,0,2,0,0,A
329,2023,2023-10-07,National Bank of Egypt,Zamalek SC,1,2,1,0,A
330,2023,2023-10-08,Pyramids FC,Enppi,1,0,1,0,H
331,2023,2023-10-08,Al Ahly,Ismaily SC,3,1,2,1,H
332,2023,2023-10-20,AL Masry,El Geish,1,0,0,1,H
333,2023,2023-10-20,Ceramica Cleopatra,El Dakhleya,4,0,4,0,H
334,2023,2023-10-21,Baladiyyat Al Mehalla,Al Ittihad,2,2,2,0,D
335,2023,2023-10-21,Enppi,National Bank of Egypt,3,1,1,2,H
336,2023,2023-10-21,Zamalek SC,Smouha SC,5,1,3,2,H
337,2023,2023-10-22,El Mokawloon,Masr,3,3,2,1,D
338,2023,2023-10-22,Ismaily SC,Pharco,0,1,0,0,A
339,2023,2023-10-22,Coca-Cola,Pyramids FC,0,1,0,0,A
340,2023,2023-10-27,Pyramids FC,AL Masry,3,2,1,2,H
341,2023,2023-10-27,Enppi,Zamalek SC,2,1,1,1,H
342,2023,2023-10-28,Pharco,El Gouna FC,0,1,0,0,A
343,2023,2023-10-28,Al Ittihad,El Mokawloon,3,2,2,1,H
344,2023,2023-10-28,Masr,Smouha SC,1,1,0,1,D
345,2023,2023-10-29,El Geish,Ceramica Cleopatra,1,0,1,0,H
346,2023,2023-10-30,El Dakhleya,Ismaily SC,0,0,0,0,D
347,2023,2023-10-30,National Bank of Egypt,Coca-Cola,1,2,1,0,A
348,2023,2023-11-03,Smouha SC,Al Ittihad,0,1,0,0,A
