,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
611,2024,2024-10-30,Haras El Hodood,Smouha SC,1,3,1,0,A
612,2024,2024-10-30,El Geish,AL Masry,0,2,0,0,A
613,2024,2024-10-31,El Gouna FC,Masr,0,0,0,0,D
614,2024,2024-10-31,Future FC,Enppi,0,0,0,0,D
615,2024,2024-11-01,Pyramids FC,Petrojet,1,1,1,0,D
616,2024,2024-11-01,Pharco,Al Ittihad,0,1,0,0,A
617,2024,2024-11-01,Zamalek SC,National Bank of Egypt,3,2,1,2,H
618,2024,2024-11-02,Ismaily SC,Ghazl El Mehalla,0,0,0,0,D
619,2024,2024-11-02,Al Ahly,Ceramica Cleopatra,5,2,2,3,H
620,2024,2024-11-07,Al Ittihad,Haras El Hodood,1,0,0,1,H
621,2024,2024-11-07,Ghazl El Mehalla,El Geish,2,3,0,2,A
622,2024,2024-11-07,Masr,Al Ahly,0,1,0,0,A
623,2024,2024-11-08,Petrojet,Future FC,1,1,0,1,D
624,2024,2024-11-08,Smouha SC,Zamalek SC,0,2,0,0,A
625,2024,2024-11-08,Enppi,Pyramids FC,1,2,1,0,A
626,2024,2024-11-09,AL Masry,El Gouna FC,0,0,0,0,D
627,2024,2024-11-09,National Bank of Egypt,Pharco,0,0,0,0,D
628,2024,2024-11-09,Ceramica Cleopatra,Ismaily SC,1,0,1,0,H
629,2024,2024-11-22,Pyramids FC,National Bank of Egypt,3,1,0,3,H
630,2024,2024-11-22,Pharco,Enppi,4,3,2,2,H
631,2024,2024-11-22,Al Ahly,Al Ittihad,1,1,0,1,D
632,2024,2024-11-23,El Geish,Smouha SC,0,0,0,0,D
633,2024,2024-11-23,El Gouna FC,Ghazl El Mehalla,0,1,0,0,A
634,2024,2024-11-23,Zamalek SC,AL Masry,0,1,0,0,A
635,2024,2024-11-24,Ismaily SC,Petrojet,1,0,0,1,H
636,2024,2024-11-24,Haras El Hodood,Ceramica Cleopatra,0,0,0,0,D
637,2024,2024-11-24,Future FC,Masr,0,0,0,0,D
638,2024,2024-11-30,Masr,Haras El Hodood,2,0,2,0,H
639,2024,2024-11-30,Ceramica Cleopatra,Future FC,4,1,1,3,H
640,2024,2024-11-30,Al Ittihad,El Geish,0,1,0,0,A
641,2024,2024-12-01,National Bank of Egypt,Al Ahly,0,0,0,0,D
642,2024,2024-12-01,Enppi,Ismaily SC,1,0,0,1,H
643,2024,2024-12-01,Smouha SC,El Gouna FC,0,0,0,0,D
644,2024,2024-12-02,AL Masry,Pyramids FC,1,0,0,1,H
645,2024,2024-12-02,Petrojet,Pharco,1,2,0,1,A
646,2024,2024-12-02,Ghazl El Mehalla,Zamalek SC,0,4,0,0,A
647,2024,2024-12-19,El Geish,Petrojet,0,1,0,0,A
648,2024,2024-12-19,Haras El Hodood,AL Masry,0,0,0,0,D
649,2024,2024-12-19,Zamalek SC,Ceramica Cleopatra,1,1,1,0,D
650,2024,2024-12-20,El Gouna FC,Enppi,1,0,0,1,H
651,2024,2024-12-20,Future FC,National Bank of Egypt,0,1,0,0,A
652,2024,2024-12-20,Pharco,Masr,1,2,1,0,A
653,2024,2024-12-21,Ghazl El Mehalla,Al Ittihad,0,0,0,0,D
654,2024,2024-12-21,Ismaily SC,Pyramids FC,1,1,1,0,D
655,2024,2024-12-24,Masr,Enppi,0,0,0,0,D
656,2024,2024-12-24,El Geish,Zamalek SC,2,2,1,1,D
657,2024,2024-12-25,Ismaily SC,Haras El Hodood,2,2,0,2,D
658,2024,2024-12-25,Al Ittihad,Future FC,0,0,0,0,D
659,2024,2024-12-25,Pyramids FC,Pharco,3,0,1,2,H
660,2024,2024-12-26,Smouha SC,Ghazl El Mehalla,2,4,1,1,A
661,2024,2024-12-26,National Bank of Egypt,Ceramica Cleopatra,1,2,1,0,A
