,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
5220,secunda,2022,2022-08-12,Levante,Huesca,0,0,0,0,D
5221,secunda,2022,2022-08-13,Eibar,Tenerife,2,1,0,2,H
5222,secunda,2022,2022-08-13,Mirandes,Sporting Gijon,1,1,1,0,D
5223,secunda,2022,2022-08-13,Leganes,Alaves,1,2,0,1,A
5224,secunda,2022,2022-08-13,Las Palmas,Zaragoza,0,0,0,0,D
5225,secunda,2022,2022-08-14,Racing Santander,Villarreal II,0,2,0,0,A
5226,secunda,2022,2022-08-14,Ibiza,Granada CF,0,2,0,0,A
5227,secunda,2022,2022-08-14,Burgos,Malaga,1,0,0,1,H
5228,secunda,2022,2022-08-15,Oviedo,FC Andorra,0,1,0,0,A
5229,secunda,2022,2022-08-15,Lugo,Albacete,1,2,1,0,A
5230,secunda,2022,2022-08-15,FC Cartagena,Ponferradina,2,3,1,1,A
5231,secunda,2022,2022-08-19,Villarreal II,Eibar,2,2,2,0,D
5232,secunda,2022,2022-08-19,Alaves,Mirandes,1,0,1,0,H
5233,secunda,2022,2022-08-20,Sporting Gijon,FC Andorra,4,1,1,3,H
5234,secunda,2022,2022-08-20,Albacete,Burgos,0,0,0,0,D
5235,secunda,2022,2022-08-20,Zaragoza,Levante,0,0,0,0,D
5236,secunda,2022,2022-08-20,Granada CF,Racing Santander,2,0,0,2,H
5237,secunda,2022,2022-08-21,Oviedo,Leganes,1,0,0,1,H
5238,secunda,2022,2022-08-21,Huesca,FC Cartagena,2,3,1,1,A
5239,secunda,2022,2022-08-21,Tenerife,Lugo,1,1,1,0,D
5240,secunda,2022,2022-08-22,Ponferradina,Ibiza,2,1,1,1,H
5241,secunda,2022,2022-08-22,Malaga,Las Palmas,0,4,0,0,A
5242,secunda,2022,2022-08-26,Albacete,Huesca,2,1,1,1,H
5243,secunda,2022,2022-08-26,FC Cartagena,Zaragoza,1,0,0,1,H
5244,secunda,2022,2022-08-27,Sporting Gijon,Burgos,0,0,0,0,D
5245,secunda,2022,2022-08-27,Lugo,Leganes,1,0,1,0,H
5246,secunda,2022,2022-08-27,Mirandes,Malaga,1,3,0,1,A
5247,secunda,2022,2022-08-27,Levante,Tenerife,2,0,1,1,H
5248,secunda,2022,2022-08-28,Racing Santander,Oviedo,0,1,0,0,A
5249,secunda,2022,2022-08-28,Eibar,Ponferradina,1,0,1,0,H
5250,secunda,2022,2022-08-28,Ibiza,Alaves,1,1,1,0,D
5251,secunda,2022,2022-08-29,Granada CF,Villarreal II,3,0,2,1,H
5252,secunda,2022,2022-08-29,Las Palmas,FC Andorra,2,0,1,1,H
5253,secunda,2022,2022-09-02,Leganes,Eibar,2,1,1,1,H
5254,secunda,2022,2022-09-03,Alaves,Las Palmas,1,1,1,0,D
5255,secunda,2022,2022-09-03,Villarreal II,Mirandes,3,0,1,2,H
5256,secunda,2022,2022-09-03,Ponferradina,Sporting Gijon,1,3,0,1,A
5257,secunda,2022,2022-09-03,Tenerife,Racing Santander,1,0,0,1,H
5258,secunda,2022,2022-09-04,FC Andorra,Granada CF,1,0,1,0,H
5259,secunda,2022,2022-09-04,Malaga,Albacete,1,2,1,0,A
5260,secunda,2022,2022-09-04,Huesca,Ibiza,3,0,1,2,H
5261,secunda,2022,2022-09-04,Burgos,FC Cartagena,1,0,1,0,H
5262,secunda,2022,2022-09-04,Zaragoza,Lugo,1,2,1,0,A
5263,secunda,2022,2022-09-05,Oviedo,Levante,1,1,1,0,D
5264,secunda,2022,2022-09-09,Las Palmas,Leganes,1,0,1,0,H
5265,secunda,2022,2022-09-10,Lugo,Alaves,1,2,1,0,A
5266,secunda,2022,2022-09-10,Burgos,Oviedo,0,0,0,0,D
5267,secunda,2022,2022-09-10,FC Cartagena,Albacete,2,1,0,2,H
5268,secunda,2022,2022-09-10,Levante,Villarreal II,4,1,1,3,H
5269,secunda,2022,2022-09-11,Sporting Gijon,Racing Santander,0,2,0,0,A
5270,secunda,2022,2022-09-11,Mirandes,FC Andorra,1,1,1,0,D
5271,secunda,2022,2022-09-11,Ibiza,Tenerife,1,0,0,1,H
5272,secunda,2022,2022-09-11,Ponferradina,Zaragoza,1,2,1,0,A
5273,secunda,2022,2022-09-11,Huesca,Malaga,1,0,0,1,H
5274,secunda,2022,2022-09-12,Eibar,Granada CF,4,0,1,3,H
5275,secunda,2022,2022-09-16,Levante,FC Cartagena,0,1,0,0,A
5276,secunda,2022,2022-09-17,Villarreal II,Lugo,3,1,1,2,H
5277,secunda,2022,2022-09-17,Oviedo,Ibiza,0,1,0,0,A
5278,secunda,2022,2022-09-17,Granada CF,Mirandes,2,1,1,1,H
5279,secunda,2022,2022-09-17,FC Andorra,Eibar,2,0,1,1,H
5280,secunda,2022,2022-09-17,Zaragoza,Sporting Gijon,1,0,0,1,H
