,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
5688,secunda,2023,2023-08-11,Amorebieta,Levante,1,1,0,1,D
5689,secunda,2023,2023-08-11,Valladolid,Sporting Gijon,2,0,1,1,H
5690,secunda,2023,2023-08-12,Racing Santander,Eibar,4,0,3,1,H
5691,secunda,2023,2023-08-12,Zaragoza,Villarreal II,2,0,0,2,H
5692,secunda,2023,2023-08-12,Elche,Racing Ferrol,0,1,0,0,A
5693,secunda,2023,2023-08-13,Burgos,Huesca,1,1,1,0,D
5694,secunda,2023,2023-08-13,Albacete,Espanyol,1,1,0,1,D
5695,secunda,2023,2023-08-13,FC Cartagena,Eldense,0,1,0,0,A
5696,secunda,2023,2023-08-13,Leganes,FC Andorra,0,1,0,0,A
5697,secunda,2023,2023-08-14,Mirandes,Alcorcon,4,0,2,2,H
5698,secunda,2023,2023-08-14,Tenerife,Oviedo,1,0,1,0,H
5699,secunda,2023,2023-08-18,FC Andorra,FC Cartagena,3,2,0,3,H
5700,secunda,2023,2023-08-18,Zaragoza,Valladolid,1,0,1,0,H
5701,secunda,2023,2023-08-19,Eibar,Elche,2,1,1,1,H
5702,secunda,2023,2023-08-19,Espanyol,Racing Santander,2,0,1,1,H
5703,secunda,2023,2023-08-19,Levante,Burgos,3,2,2,1,H
5704,secunda,2023,2023-08-19,Alcorcon,Leganes,0,2,0,0,A
5705,secunda,2023,2023-08-20,Oviedo,Racing Ferrol,1,1,0,1,D
5706,secunda,2023,2023-08-20,Sporting Gijon,Mirandes,3,0,3,0,H
5707,secunda,2023,2023-08-20,Albacete,Amorebieta,2,2,1,1,D
5708,secunda,2023,2023-08-21,Villarreal II,Eldense,3,1,2,1,H
5709,secunda,2023,2023-08-21,Huesca,Tenerife,0,2,0,0,A
5710,secunda,2023,2023-08-25,FC Cartagena,Levante,0,1,0,0,A
5711,secunda,2023,2023-08-26,Burgos,Oviedo,1,0,1,0,H
5712,secunda,2023,2023-08-26,Tenerife,Zaragoza,0,1,0,0,A
5713,secunda,2023,2023-08-26,Valladolid,Alcorcon,0,2,0,0,A
5714,secunda,2023,2023-08-26,Elche,Villarreal II,1,0,1,0,H
5715,secunda,2023,2023-08-27,Racing Ferrol,Sporting Gijon,2,0,0,2,H
5716,secunda,2023,2023-08-27,Mirandes,Espanyol,0,1,0,0,A
5717,secunda,2023,2023-08-27,Amorebieta,FC Andorra,3,0,1,2,H
5718,secunda,2023,2023-08-27,Leganes,Albacete,2,0,1,1,H
5719,secunda,2023,2023-08-28,Eldense,Eibar,2,1,2,0,H
5720,secunda,2023,2023-08-28,Racing Santander,Huesca,0,0,0,0,D
5721,secunda,2023,2023-09-01,Alcorcon,Racing Ferrol,1,1,0,1,D
5722,secunda,2023,2023-09-01,Albacete,Valladolid,2,0,1,1,H
5723,secunda,2023,2023-09-02,Sporting Gijon,Burgos,2,1,1,1,H
5724,secunda,2023,2023-09-02,Levante,Oviedo,1,1,0,1,D
5725,secunda,2023,2023-09-02,Elche,Racing Santander,1,1,1,0,D
5726,secunda,2023,2023-09-02,Villarreal II,FC Cartagena,1,2,1,0,A
5727,secunda,2023,2023-09-03,FC Andorra,Tenerife,0,1,0,0,A
5728,secunda,2023,2023-09-03,Eibar,Leganes,0,1,0,0,A
5729,secunda,2023,2023-09-03,Espanyol,Amorebieta,3,2,0,3,H
5730,secunda,2023,2023-09-03,Zaragoza,Eldense,2,0,1,1,H
5731,secunda,2023,2023-09-03,Huesca,Mirandes,1,1,0,1,D
5732,secunda,2023,2023-09-08,Levante,Espanyol,1,4,1,0,A
5733,secunda,2023,2023-09-09,Burgos,Eibar,1,0,0,1,H
5734,secunda,2023,2023-09-09,Oviedo,Sporting Gijon,0,0,0,0,D
5735,secunda,2023,2023-09-09,Leganes,Huesca,2,0,1,1,H
5736,secunda,2023,2023-09-09,Tenerife,Albacete,2,0,2,0,H
5737,secunda,2023,2023-09-10,Racing Santander,Amorebieta,1,0,1,0,H
5738,secunda,2023,2023-09-10,Racing Ferrol,Villarreal II,2,2,0,2,D
5739,secunda,2023,2023-09-10,Mirandes,FC Andorra,4,3,2,2,H
5740,secunda,2023,2023-09-10,FC Cartagena,Zaragoza,1,3,1,0,A
5741,secunda,2023,2023-09-10,Valladolid,Elche,1,1,1,0,D
5742,secunda,2023,2023-09-11,Eldense,Alcorcon,2,2,0,2,D
5743,secunda,2023,2023-09-15,Zaragoza,Racing Santander,1,1,1,0,D
5744,secunda,2023,2023-09-16,Huesca,Villarreal II,2,2,0,2,D
5745,secunda,2023,2023-09-16,Alcorcon,Levante,0,2,0,0,A
5746,secunda,2023,2023-09-16,Valladolid,FC Cartagena,1,0,0,1,H
5747,secunda,2023,2023-09-16,Albacete,Burgos,2,1,1,1,H
5748,secunda,2023,2023-09-17,Amorebieta,Mirandes,2,0,2,0,H
5749,secunda,2023,2023-09-17,Eibar,Racing Ferrol,2,0,1,1,H
5750,secunda,2023,2023-09-17,Espanyol,Eldense,3,3,0,3,D
5751,secunda,2023,2023-09-17,Elche,Leganes,1,0,1,0,H
5752,secunda,2023,2023-09-17,Sporting Gijon,Tenerife,2,1,1,1,H
5753,secunda,2023,2023-09-18,FC Andorra,Oviedo,1,0,0,1,H
5754,secunda,2023,2023-09-22,FC Cartagena,Eibar,1,2,0,1,A
5755,secunda,2023,2023-09-23,FC Andorra,Sporting Gijon,0,0,0,0,D
5756,secunda,2023,2023-09-23,Levante,Eldense,2,0,1,1,H
5757,secunda,2023,2023-09-23,Burgos,Elche,4,0,2,2,H
5758,secunda,2023,2023-09-23,Alcorcon,Huesca,0,2,0,0,A
5759,secunda,2023,2023-09-23,Racing Santander,Albacete,2,1,2,0,H
5760,secunda,2023,2023-09-24,Villarreal II,Amorebieta,3,1,1,2,H
5761,secunda,2023,2023-09-24,Oviedo,Valladolid,0,1,0,0,A
5762,secunda,2023,2023-09-24,Mirandes,Leganes,1,3,1,0,A
5763,secunda,2023,2023-09-25,Tenerife,Espanyol,1,0,1,0,H
5764,secunda,2023,2023-09-25,Racing Ferrol,Zaragoza,1,0,0,1,H
5765,secunda,2023,2023-09-29,Leganes,Racing Santander,2,1,1,1,H
5766,secunda,2023,2023-09-30,Eibar,Tenerife,3,0,0,3,H
5767,secunda,2023,2023-09-30,Elche,Levante,0,0,0,0,D
5768,secunda,2023,2023-09-30,Albacete,FC Andorra,3,1,2,1,H
5769,secunda,2023,2023-09-30,Villarreal II,Alcorcon,2,2,1,1,D
5770,secunda,2023,2023-10-01,Eldense,Oviedo,1,3,0,1,A
5771,secunda,2023,2023-10-01,Valladolid,Burgos,3,0,2,1,H
5772,secunda,2023,2023-10-01,Zaragoza,Mirandes,0,1,0,0,A
5773,secunda,2023,2023-10-01,Amorebieta,FC Cartagena,0,0,0,0,D
5774,secunda,2023,2023-10-01,Huesca,Sporting Gijon,0,1,0,0,A
5775,secunda,2023,2023-10-02,Espanyol,Racing Ferrol,3,0,1,2,H
5776,secunda,2023,2023-10-03,Levante,Villarreal II,1,1,0,1,D
5777,secunda,2023,2023-10-03,Alcorcon,Albacete,1,2,0,1,A
5778,secunda,2023,2023-10-03,Tenerife,Racing Santander,2,0,0,2,H
5779,secunda,2023,2023-10-04,Oviedo,Huesca,1,0,0,1,H
5780,secunda,2023,2023-10-04,Eldense,Valladolid,0,1,0,0,A
5781,secunda,2023,2023-10-04,Sporting Gijon,Elche,2,0,2,0,H
5782,secunda,2023,2023-10-04,Burgos,Leganes,1,0,1,0,H
5783,secunda,2023,2023-10-05,Mirandes,Eibar,1,3,1,0,A
5784,secunda,2023,2023-10-05,FC Andorra,Zaragoza,0,1,0,0,A
5785,secunda,2023,2023-10-05,FC Cartagena,Espanyol,0,2,0,0,A
5786,secunda,2023,2023-10-05,Racing Ferrol,Amorebieta,1,0,1,0,H
5787,secunda,2023,2023-10-06,Albacete,Levante,0,2,0,0,A
5788,secunda,2023,2023-10-07,Huesca,Eldense,0,1,0,0,A
5789,secunda,2023,2023-10-07,Racing Santander,Sporting Gijon,3,2,1,2,H
5790,secunda,2023,2023-10-07,Leganes,Oviedo,0,0,0,0,D
5791,secunda,2023,2023-10-08,Amorebieta,Eibar,1,2,1,0,A
5792,secunda,2023,2023-10-08,Valladolid,Mirandes,3,2,0,3,H
5793,secunda,2023,2023-10-08,Tenerife,Burgos,2,1,0,2,H
5794,secunda,2023,2023-10-08,Racing Ferrol,FC Cartagena,1,1,0,1,D
5795,secunda,2023,2023-10-08,Zaragoza,Alcorcon,0,2,0,0,A
5796,secunda,2023,2023-10-09,Elche,FC Andorra,2,1,1,1,H
5797,secunda,2023,2023-10-09,Villarreal II,Espanyol,3,1,2,1,H
5798,secunda,2023,2023-10-13,Oviedo,Albacete,3,0,0,3,H
5799,secunda,2023,2023-10-14,Mirandes,Tenerife,1,1,1,0,D
