,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
6156,secunda,2024,2024-08-15,Granada CF,Albacete,1,2,1,0,A
6157,secunda,2024,2024-08-16,Mirandes,Cordoba,1,0,1,0,H
6158,secunda,2024,2024-08-16,Cadiz,Zaragoza,0,4,0,0,A
6159,secunda,2024,2024-08-17,Eibar,Castellón,1,0,1,0,H
6160,secunda,2024,2024-08-17,Racing Ferrol,Malaga,2,2,0,2,D
6161,secunda,2024,2024-08-17,Deportivo La Coruna,Oviedo,0,1,0,0,A
6162,secunda,2024,2024-08-18,Sporting Gijon,Levante,1,2,0,1,A
6163,secunda,2024,2024-08-18,Racing Santander,Almeria,2,2,2,0,D
6164,secunda,2024,2024-08-18,Elche,Huesca,0,1,0,0,A
6165,secunda,2024,2024-08-18,Burgos,FC Cartagena,3,1,2,1,H
6166,secunda,2024,2024-08-19,Eldense,Tenerife,2,1,0,2,H
6167,secunda,2024,2024-08-23,Racing Santander,Eibar,2,2,0,2,D
6168,secunda,2024,2024-08-23,Huesca,Deportivo La Coruna,2,1,1,1,H
6169,secunda,2024,2024-08-24,Sporting Gijon,Eldense,0,0,0,0,D
6170,secunda,2024,2024-08-24,Racing Ferrol,Granada CF,0,1,0,0,A
6171,secunda,2024,2024-08-24,Levante,Cadiz,1,1,0,1,D
6172,secunda,2024,2024-08-24,Malaga,Mirandes,1,1,0,1,D
6173,secunda,2024,2024-08-24,Tenerife,Almeria,0,1,0,0,A
6174,secunda,2024,2024-08-25,Albacete,Elche,1,0,0,1,H
6175,secunda,2024,2024-08-25,Castellón,Oviedo,0,0,0,0,D
6176,secunda,2024,2024-08-26,FC Cartagena,Zaragoza,1,2,1,0,A
6177,secunda,2024,2024-08-26,Cordoba,Burgos,2,2,0,2,D
6178,secunda,2024,2024-08-30,Granada CF,Huesca,1,3,0,1,A
6179,secunda,2024,2024-08-30,Oviedo,Racing Santander,1,3,1,0,A
6180,secunda,2024,2024-08-31,Cadiz,Tenerife,2,2,0,2,D
6181,secunda,2024,2024-08-31,Malaga,Albacete,2,1,1,1,H
6182,secunda,2024,2024-08-31,Almeria,Sporting Gijon,1,1,0,1,D
6183,secunda,2024,2024-09-01,Deportivo La Coruna,Racing Ferrol,1,0,0,1,H
6184,secunda,2024,2024-09-01,Burgos,Castellón,0,2,0,0,A
6185,secunda,2024,2024-09-01,Mirandes,Zaragoza,0,0,0,0,D
6186,secunda,2024,2024-09-01,Eldense,FC Cartagena,1,2,1,0,A
6187,secunda,2024,2024-09-02,Eibar,Levante,2,2,0,2,D
6188,secunda,2024,2024-09-02,Elche,Cordoba,3,1,1,2,H
6189,secunda,2024,2024-09-06,Tenerife,Racing Santander,0,1,0,0,A
6190,secunda,2024,2024-09-07,Granada CF,Deportivo La Coruna,1,1,1,0,D
6191,secunda,2024,2024-09-07,Huesca,Burgos,0,1,0,0,A
6192,secunda,2024,2024-09-07,Sporting Gijon,Oviedo,3,1,2,1,H
6193,secunda,2024,2024-09-07,Cordoba,Malaga,0,0,0,0,D
6194,secunda,2024,2024-09-08,Racing Ferrol,Mirandes,0,0,0,0,D
6195,secunda,2024,2024-09-08,FC Cartagena,Levante,0,1,0,0,A
6196,secunda,2024,2024-09-08,Zaragoza,Elche,3,0,1,2,H
6197,secunda,2024,2024-09-08,Eldense,Almeria,1,0,0,1,H
6198,secunda,2024,2024-09-09,Albacete,Eibar,0,1,0,0,A
6199,secunda,2024,2024-09-09,Castellón,Cadiz,1,3,0,1,A
6200,secunda,2024,2024-09-13,Cordoba,Deportivo La Coruna,2,0,1,1,H
6201,secunda,2024,2024-09-14,Levante,Eldense,3,1,1,2,H
6202,secunda,2024,2024-09-14,Eibar,Tenerife,1,0,0,1,H
6203,secunda,2024,2024-09-14,Malaga,Huesca,1,0,1,0,H
6204,secunda,2024,2024-09-14,Racing Santander,Sporting Gijon,1,0,1,0,H
