,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
0,2022-07-15,Khimki,Zenit Saint Petersburg,1,1,0,1,D
1,2022-07-16,CSKA Moscow,Ural,2,0,1,0,H
2,2022-07-16,Orenburg,Krylya Sovetov,2,4,1,0,A
3,2022-07-16,Akhmat Grozny,Spartak Moscow,1,1,1,0,D
4,2022-07-17,Torpedo Moskva,PFC Sochi,1,3,0,2,A
5,2022-07-17,Lokomotiv Moscow,Nizhny Novgorod,1,1,0,0,D
6,2022-07-17,Krasnodar,Fakel Voronezh,2,2,2,1,D
7,2022-07-17,Dinamo Moscow,FC Rostov,1,1,1,0,D
8,2022-07-22,Zenit Saint Petersburg,Krylya Sovetov,3,0,3,0,H
9,2022-07-23,CSKA Moscow,PFC Sochi,3,0,1,0,H
10,2022-07-23,Orenburg,Ural,3,0,0,0,H
11,2022-07-23,Krasnodar,Spartak Moscow,1,4,0,1,A
12,2022-07-24,Khimki,Nizhny Novgorod,3,0,0,0,H
13,2022-07-24,Dinamo Moscow,Torpedo Moskva,4,0,3,0,H
14,2022-07-24,Akhmat Grozny,Fakel Voronezh,2,1,1,1,H
15,2022-07-24,Lokomotiv Moscow,FC Rostov,2,2,1,1,D
16,2022-07-29,Ural,Krasnodar,1,3,0,1,A
17,2022-07-30,Fakel Voronezh,Dinamo Moscow,3,3,0,2,D
18,2022-07-30,Zenit Saint Petersburg,Lokomotiv Moscow,5,0,0,0,H
19,2022-07-30,PFC Sochi,Akhmat Grozny,2,1,1,0,H
20,2022-07-31,Nizhny Novgorod,CSKA Moscow,2,2,0,2,D
21,2022-07-31,Spartak Moscow,Orenburg,4,1,3,0,H
22,2022-07-31,Krylya Sovetov,Torpedo Moskva,1,1,0,1,D
23,2022-07-31,FC Rostov,Khimki,1,0,1,0,H
24,2022-08-06,Ural,Spartak Moscow,0,2,0,2,A
25,2022-08-06,CSKA Moscow,Fakel Voronezh,4,1,0,1,H
26,2022-08-06,Krasnodar,Lokomotiv Moscow,3,0,0,0,H
27,2022-08-06,Akhmat Grozny,Zenit Saint Petersburg,0,0,0,0,D
28,2022-08-07,Torpedo Moskva,Khimki,1,3,1,1,A
29,2022-08-07,Krylya Sovetov,Dinamo Moscow,0,2,0,1,A
30,2022-08-07,FC Rostov,Orenburg,2,1,1,0,H
31,2022-08-07,PFC Sochi,Nizhny Novgorod,2,1,2,0,H
32,2022-08-12,Fakel Voronezh,Ural,0,0,0,0,D
33,2022-08-13,Lokomotiv Moscow,Krylya Sovetov,1,1,0,0,D
34,2022-08-13,Zenit Saint Petersburg,CSKA Moscow,2,1,1,0,H
35,2022-08-13,Dinamo Moscow,Krasnodar,0,0,0,0,D
36,2022-08-14,Khimki,Akhmat Grozny,1,3,0,2,A
37,2022-08-14,Orenburg,Torpedo Moskva,1,0,1,0,H
38,2022-08-14,Nizhny Novgorod,FC Rostov,3,4,1,2,A
39,2022-08-14,Spartak Moscow,PFC Sochi,3,0,0,0,H
40,2022-08-19,Krylya Sovetov,Fakel Voronezh,1,1,0,0,D
41,2022-08-20,Ural,Nizhny Novgorod,0,1,0,0,A
42,2022-08-20,Khimki,Lokomotiv Moscow,0,3,0,2,A
43,2022-08-20,Dinamo Moscow,Spartak Moscow,1,0,1,0,H
44,2022-08-20,FC Rostov,PFC Sochi,2,2,0,1,D
45,2022-08-21,CSKA Moscow,Akhmat Grozny,4,2,3,1,H
46,2022-08-21,Zenit Saint Petersburg,Torpedo Moskva,2,0,0,0,H
47,2022-08-21,Krasnodar,Orenburg,2,0,1,0,H
48,2022-08-26,PFC Sochi,Khimki,4,1,3,0,H
49,2022-08-27,Nizhny Novgorod,Dinamo Moscow,2,2,0,2,D
50,2022-08-27,Fakel Voronezh,Spartak Moscow,1,4,1,0,A
51,2022-08-27,Akhmat Grozny,Krylya Sovetov,1,2,1,1,A
52,2022-08-28,Ural,Zenit Saint Petersburg,0,4,0,0,A
53,2022-08-28,Lokomotiv Moscow,Orenburg,5,1,3,1,H
54,2022-08-28,Torpedo Moskva,Krasnodar,1,4,0,2,A
55,2022-08-28,FC Rostov,CSKA Moscow,0,0,0,0,D
56,2022-09-03,Orenburg,Khimki,3,1,2,1,H
57,2022-09-03,Nizhny Novgorod,Fakel Voronezh,3,1,0,1,H
58,2022-09-03,Krasnodar,PFC Sochi,2,1,0,0,H
59,2022-09-03,Dinamo Moscow,Ural,2,1,1,1,H
60,2022-09-04,Krylya Sovetov,CSKA Moscow,0,1,0,0,A
61,2022-09-04,Lokomotiv Moscow,Akhmat Grozny,1,2,1,1,A
62,2022-09-04,Spartak Moscow,Zenit Saint Petersburg,1,2,1,0,A
63,2022-09-05,Torpedo Moskva,FC Rostov,0,1,0,0,A
64,2022-09-09,PFC Sochi,Dinamo Moscow,2,1,2,1,H
65,2022-09-10,Khimki,Krylya Sovetov,0,0,0,0,D
66,2022-09-10,CSKA Moscow,Krasnodar,4,1,2,0,H
67,2022-09-10,Akhmat Grozny,Nizhny Novgorod,1,3,0,1,A
68,2022-09-11,Ural,Torpedo Moskva,2,0,0,0,H
69,2022-09-11,Fakel Voronezh,Lokomotiv Moscow,2,0,1,0,H
70,2022-09-11,Zenit Saint Petersburg,Orenburg,8,0,5,0,H
71,2022-09-11,FC Rostov,Spartak Moscow,4,2,2,1,H
72,2022-09-17,Ural,Akhmat Grozny,1,2,0,1,A
73,2022-09-17,Torpedo Moskva,CSKA Moscow,1,0,1,0,H
74,2022-09-17,FC Rostov,Krylya Sovetov,2,1,1,1,H
75,2022-09-17,Dinamo Moscow,Zenit Saint Petersburg,0,2,0,1,A
76,2022-09-18,Nizhny Novgorod,Orenburg,0,2,0,1,A
77,2022-09-18,Krasnodar,Khimki,3,1,2,0,H
78,2022-09-18,PFC Sochi,Fakel Voronezh,1,1,1,1,D
79,2022-09-18,Spartak Moscow,Lokomotiv Moscow,1,0,1,0,H
80,2022-10-01,Orenburg,PFC Sochi,4,1,3,0,H
81,2022-10-01,Khimki,CSKA Moscow,1,2,0,2,A
82,2022-10-01,Lokomotiv Moscow,Ural,2,4,0,2,A
83,2022-10-02,Fakel Voronezh,Torpedo Moskva,2,2,2,1,D
84,2022-10-02,Zenit Saint Petersburg,FC Rostov,3,1,1,0,H
85,2022-10-02,Akhmat Grozny,Dinamo Moscow,2,1,2,0,H
86,2022-10-02,Nizhny Novgorod,Spartak Moscow,1,2,1,0,A
87,2022-10-03,Krylya Sovetov,Krasnodar,0,0,0,0,D
88,2022-10-07,Ural,Khimki,2,1,1,0,H
89,2022-10-08,Fakel Voronezh,Zenit Saint Petersburg,1,1,1,1,D
90,2022-10-08,CSKA Moscow,Dinamo Moscow,1,1,1,1,D
91,2022-10-08,PFC Sochi,Lokomotiv Moscow,4,0,1,0,H
92,2022-10-09,Spartak Moscow,Krylya Sovetov,5,2,1,1,H
93,2022-10-09,Orenburg,Akhmat Grozny,2,1,0,1,H
94,2022-10-09,Torpedo Moskva,Nizhny Novgorod,0,0,0,0,D
95,2022-10-09,FC Rostov,Krasnodar,3,2,0,2,H
96,2022-10-14,FC Rostov,Ural,1,2,1,1,A
97,2022-10-15,Khimki,Fakel Voronezh,0,0,0,0,D
98,2022-10-15,Torpedo Moskva,Lokomotiv Moscow,0,1,0,0,A
99,2022-10-15,Krasnodar,Akhmat Grozny,2,3,1,2,A
100,2022-10-15,Dinamo Moscow,Orenburg,3,2,1,1,H
101,2022-10-16,Krylya Sovetov,PFC Sochi,2,0,2,0,H
102,2022-10-16,Nizhny Novgorod,Zenit Saint Petersburg,0,3,0,2,A
103,2022-10-16,CSKA Moscow,Spartak Moscow,2,2,1,0,D
