,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
0,2023-07-21,Dinamo Moscow,Krasnodar,1,3,0,2,A
1,2023-07-22,Ural,CSKA Moscow,2,1,1,0,H
2,2023-07-22,Nizhny Novgorod,Zenit Saint Petersburg,0,2,0,0,A
3,2023-07-22,Lokomotiv Moscow,Rubin,2,2,1,1,D
4,2023-07-22,Akhmat Grozny,Krylya Sovetov,1,2,0,1,A
5,2023-07-23,Spartak Moscow,Orenburg,3,2,1,0,H
6,2023-07-23,FC Rostov,Fakel Voronezh,2,1,1,1,H
7,2023-07-23,PFC Sochi,Baltika,2,0,1,0,H
8,2023-07-29,Krylya Sovetov,Dinamo Moscow,3,3,1,3,D
9,2023-07-29,Ural,Nizhny Novgorod,0,0,0,0,D
10,2023-07-29,FC Rostov,Zenit Saint Petersburg,1,1,0,1,D
11,2023-07-30,Rubin,Orenburg,1,1,1,0,D
12,2023-07-30,Fakel Voronezh,Lokomotiv Moscow,1,4,1,1,A
13,2023-07-30,Akhmat Grozny,CSKA Moscow,2,3,2,2,A
14,2023-07-30,Krasnodar,PFC Sochi,2,0,1,0,H
15,2023-07-31,Spartak Moscow,Baltika,2,1,1,0,H
16,2023-08-04,Krasnodar,Nizhny Novgorod,1,0,1,0,H
17,2023-08-05,Krylya Sovetov,FC Rostov,5,1,3,1,H
18,2023-08-05,Orenburg,Ural,0,2,0,2,A
19,2023-08-05,Rubin,Spartak Moscow,1,4,1,1,A
20,2023-08-05,CSKA Moscow,Lokomotiv Moscow,4,1,2,0,H
21,2023-08-06,Baltika,Fakel Voronezh,2,1,1,1,H
22,2023-08-06,Zenit Saint Petersburg,Dinamo Moscow,2,3,1,2,A
23,2023-08-06,PFC Sochi,Akhmat Grozny,1,2,1,2,A
24,2023-08-11,Ural,Spartak Moscow,3,2,1,0,H
25,2023-08-12,Lokomotiv Moscow,Krylya Sovetov,1,1,0,0,D
26,2023-08-12,Orenburg,Krasnodar,0,2,0,0,A
27,2023-08-12,FC Rostov,Rubin,3,0,0,0,H
28,2023-08-13,Dinamo Moscow,Baltika,2,0,0,0,H
29,2023-08-13,Zenit Saint Petersburg,Fakel Voronezh,2,0,1,0,H
30,2023-08-13,CSKA Moscow,PFC Sochi,3,1,0,0,H
31,2023-08-14,Nizhny Novgorod,Akhmat Grozny,2,0,2,0,H
32,2023-08-18,Rubin,Krylya Sovetov,2,1,2,1,H
33,2023-08-19,Dinamo Moscow,CSKA Moscow,2,1,0,1,H
34,2023-08-19,Baltika,Ural,0,1,0,0,A
35,2023-08-19,Krasnodar,Lokomotiv Moscow,1,1,0,0,D
36,2023-08-19,PFC Sochi,FC Rostov,4,0,2,0,H
37,2023-08-20,Fakel Voronezh,Nizhny Novgorod,2,0,0,0,H
38,2023-08-20,Spartak Moscow,Zenit Saint Petersburg,1,3,0,1,A
39,2023-08-20,Akhmat Grozny,Orenburg,4,0,3,0,H
40,2023-08-25,Orenburg,CSKA Moscow,1,1,0,0,D
41,2023-08-25,Fakel Voronezh,Krasnodar,0,0,0,0,D
42,2023-08-26,Zenit Saint Petersburg,Ural,4,0,3,0,H
43,2023-08-26,Rubin,Dinamo Moscow,2,2,1,0,D
44,2023-08-26,Spartak Moscow,Akhmat Grozny,0,0,0,0,D
45,2023-08-26,Nizhny Novgorod,FC Rostov,1,0,0,0,H
46,2023-08-27,Krylya Sovetov,Baltika,2,1,0,0,H
47,2023-08-27,PFC Sochi,Lokomotiv Moscow,0,1,0,0,A
48,2023-09-02,Ural,Akhmat Grozny,0,1,0,1,A
49,2023-09-02,Nizhny Novgorod,Rubin,2,1,2,0,H
50,2023-09-02,Krylya Sovetov,Fakel Voronezh,3,0,1,0,H
51,2023-09-02,Krasnodar,Spartak Moscow,2,0,1,0,H
52,2023-09-03,Orenburg,PFC Sochi,3,0,0,0,H
53,2023-09-03,Lokomotiv Moscow,Baltika,3,2,3,0,H
54,2023-09-03,CSKA Moscow,Zenit Saint Petersburg,1,1,1,0,D
55,2023-09-03,FC Rostov,Dinamo Moscow,1,2,0,2,A
56,2023-09-15,Dinamo Moscow,Nizhny Novgorod,1,1,1,0,D
57,2023-09-16,CSKA Moscow,Krylya Sovetov,2,2,1,2,D
58,2023-09-16,Akhmat Grozny,Krasnodar,1,1,1,1,D
59,2023-09-16,Spartak Moscow,PFC Sochi,1,0,0,0,H
60,2023-09-16,Baltika,FC Rostov,2,2,0,2,D
61,2023-09-17,Ural,Fakel Voronezh,0,0,0,0,D
62,2023-09-17,Rubin,Zenit Saint Petersburg,0,3,0,1,A
63,2023-09-17,Lokomotiv Moscow,Orenburg,0,2,0,0,A
64,2023-09-23,Krylya Sovetov,PFC Sochi,2,1,2,0,H
65,2023-09-23,Baltika,Akhmat Grozny,1,0,1,0,H
66,2023-09-23,Spartak Moscow,Dinamo Moscow,1,0,1,0,H
67,2023-09-24,Nizhny Novgorod,Orenburg,3,1,1,1,H
68,2023-09-24,Zenit Saint Petersburg,Lokomotiv Moscow,1,2,1,0,A
69,2023-09-24,Krasnodar,Ural,2,0,0,0,H
70,2023-09-24,FC Rostov,CSKA Moscow,3,3,2,1,D
71,2023-09-25,Fakel Voronezh,Rubin,0,1,0,0,A
72,2023-09-29,FC Rostov,Ural,2,2,1,2,D
73,2023-09-30,Orenburg,Zenit Saint Petersburg,3,1,3,1,H
74,2023-09-30,Lokomotiv Moscow,Nizhny Novgorod,1,0,0,0,H
75,2023-09-30,Rubin,Krasnodar,0,2,0,1,A
76,2023-09-30,CSKA Moscow,Baltika,1,0,1,0,H
77,2023-10-01,Fakel Voronezh,PFC Sochi,2,0,1,0,H
78,2023-10-01,Krylya Sovetov,Spartak Moscow,4,0,2,0,H
79,2023-10-01,Akhmat Grozny,Dinamo Moscow,1,1,1,0,D
80,2023-10-07,Ural,Lokomotiv Moscow,2,2,1,1,D
81,2023-10-07,PFC Sochi,Zenit Saint Petersburg,0,2,0,2,A
82,2023-10-07,Baltika,Orenburg,1,0,1,0,H
83,2023-10-07,Krasnodar,FC Rostov,3,2,0,2,H
84,2023-10-08,Nizhny Novgorod,Krylya Sovetov,2,0,1,0,H
85,2023-10-08,Dinamo Moscow,Fakel Voronezh,0,0,0,0,D
86,2023-10-08,Spartak Moscow,CSKA Moscow,2,2,1,1,D
87,2023-10-08,Akhmat Grozny,Rubin,0,1,0,1,A
88,2023-10-21,Orenburg,Fakel Voronezh,1,2,0,1,A
89,2023-10-21,Rubin,CSKA Moscow,0,0,0,0,D
90,2023-10-21,Lokomotiv Moscow,Dinamo Moscow,0,0,0,0,D
91,2023-10-21,Baltika,Krasnodar,2,2,2,1,D
92,2023-10-22,Ural,PFC Sochi,1,4,1,3,A
93,2023-10-22,Spartak Moscow,Nizhny Novgorod,2,0,1,0,H
94,2023-10-22,Zenit Saint Petersburg,Krylya Sovetov,3,1,0,0,H
95,2023-10-22,FC Rostov,Akhmat Grozny,3,0,2,0,H
96,2023-10-27,Rubin,Baltika,1,0,0,0,H
97,2023-10-28,Fakel Voronezh,Spartak Moscow,2,0,0,0,H
98,2023-10-28,FC Rostov,Lokomotiv Moscow,1,0,1,0,H
99,2023-10-28,Krylya Sovetov,Orenburg,1,1,1,0,D
100,2023-10-28,Zenit Saint Petersburg,Akhmat Grozny,2,1,2,1,H
