,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
36,2024-08-18,Spartak Moscow,Fakel,3,0,2,0,H
37,2024-08-18,FC Krasnodar,Nizhny Novgorod,2,1,0,1,H
38,2024-08-19,Akron,Rubin,1,2,1,0,A
39,2024-08-19,Makhachkala,Akhmat,1,0,0,0,H
40,2024-08-23,Rubin,Makhachkala,2,0,1,0,H
41,2024-08-24,CSKA Moscow,Akron,4,0,0,0,H
42,2024-08-24,Zenit,Spartak Moscow,0,0,0,0,D
43,2024-08-24,Fakel,FC Orenburg,1,0,0,0,H
44,2024-08-24,Akhmat,Khimki,3,3,0,1,D
45,2024-08-25,Krylia Sovetov,Nizhny Novgorod,3,1,0,0,H
46,2024-08-25,Dynamo,FC Krasnodar,0,1,0,1,A
47,2024-08-25,Lokomotiv,FC Rostov,3,2,2,1,H
48,2024-08-31,Khimki,CSKA Moscow,0,2,0,1,A
49,2024-08-31,Nizhny Novgorod,Zenit,0,3,0,1,A
50,2024-08-31,Spartak Moscow,Rubin,1,0,0,0,H
51,2024-08-31,Akhmat,Akron,0,0,0,0,D
52,2024-09-01,FC Orenburg,Dynamo,2,2,1,0,D
53,2024-09-01,Krylia Sovetov,Makhachkala,0,1,0,1,A
54,2024-09-01,Lokomotiv,FC Krasnodar,0,3,0,2,A
55,2024-09-01,FC Rostov,Fakel,4,1,2,0,H
56,2024-09-13,Rubin,Krylia Sovetov,0,2,0,2,A
57,2024-09-14,FC Orenburg,Lokomotiv,2,4,1,2,A
58,2024-09-14,Fakel,Nizhny Novgorod,0,0,0,0,D
59,2024-09-14,CSKA Moscow,Zenit,0,1,0,1,A
60,2024-09-14,FC Krasnodar,FC Rostov,2,0,1,0,H
61,2024-09-15,Dynamo,Akhmat,4,2,1,0,H
62,2024-09-15,Akron,Khimki,3,0,2,0,H
63,2024-09-15,Makhachkala,Spartak Moscow,1,1,1,1,D
64,2024-09-21,Akron,FC Krasnodar,2,5,0,2,A
65,2024-09-21,Zenit,Fakel,3,1,0,1,H
66,2024-09-21,Rubin,CSKA Moscow,1,1,0,1,D
67,2024-09-22,Khimki,FC Orenburg,0,0,0,0,D
68,2024-09-22,Spartak Moscow,Dynamo,2,2,2,1,D
69,2024-09-22,FC Rostov,Makhachkala,0,0,0,0,D
70,2024-09-22,Nizhny Novgorod,Lokomotiv,1,3,1,1,A
71,2024-09-23,Akhmat,Krylia Sovetov,1,1,0,0,D
72,2024-09-27,FC Orenburg,Nizhny Novgorod,1,2,0,1,A
73,2024-09-27,Fakel,Rubin,0,0,0,0,D
74,2024-09-28,CSKA Moscow,Akhmat,3,0,2,0,H
75,2024-09-28,Lokomotiv,Spartak Moscow,3,1,2,1,H
76,2024-09-28,FC Krasnodar,Zenit,2,0,0,0,H
77,2024-09-28,FC Rostov,Akron,0,2,0,2,A
78,2024-09-29,Krylia Sovetov,Khimki,0,0,0,0,D
79,2024-09-29,Makhachkala,Dynamo,0,1,0,1,A
80,2024-10-05,Akron,Nizhny Novgorod,2,2,1,0,D
81,2024-10-05,Zenit,FC Orenburg,1,0,0,0,H
82,2024-10-05,Spartak Moscow,FC Rostov,3,0,3,0,H
83,2024-10-05,Rubin,Akhmat,2,0,1,0,H
84,2024-10-06,Fakel,Makhachkala,1,1,0,1,D
85,2024-10-06,Lokomotiv,Krylia Sovetov,1,0,0,0,H
86,2024-10-06,FC Krasnodar,Khimki,4,0,1,0,H
87,2024-10-06,Dynamo,CSKA Moscow,1,2,0,1,A
88,2024-10-18,Akron,Zenit,0,5,0,3,A
89,2024-10-18,Akhmat,Fakel,2,3,2,1,A
90,2024-10-19,Nizhny Novgorod,FC Rostov,1,1,0,0,D
91,2024-10-19,Spartak Moscow,FC Krasnodar,0,3,0,2,A
92,2024-10-19,Khimki,Lokomotiv,2,0,0,0,H
93,2024-10-19,Makhachkala,CSKA Moscow,0,1,0,0,A
94,2024-10-20,FC Orenburg,Krylia Sovetov,2,2,0,2,D
95,2024-10-20,Rubin,Dynamo,0,4,0,2,A
96,2024-10-26,Makhachkala,Akron,1,1,0,0,D
97,2024-10-26,CSKA Moscow,Fakel,0,0,0,0,D
98,2024-10-26,FC Rostov,Akhmat,2,3,1,2,A
99,2024-10-27,FC Orenburg,Rubin,1,2,1,0,A
100,2024-10-27,Nizhny Novgorod,Spartak Moscow,0,2,0,0,A
101,2024-10-27,Khimki,Dynamo,3,4,2,2,A
102,2024-10-27,Zenit,Lokomotiv,1,1,0,0,D
103,2024-10-28,Krylia Sovetov,FC Krasnodar,1,2,0,1,A
104,2024-11-01,Dynamo,FC Rostov,1,1,1,1,D
105,2024-11-02,Lokomotiv,Rubin,1,0,0,0,H
106,2024-11-02,Zenit,Makhachkala,2,1,2,0,H
107,2024-11-02,CSKA Moscow,Spartak Moscow,0,2,0,1,A
108,2024-11-03,Akron,Krylia Sovetov,2,0,1,0,H
109,2024-11-03,Akhmat,Nizhny Novgorod,0,2,0,0,A
110,2024-11-03,Fakel,Khimki,1,1,1,1,D
111,2024-11-03,FC Krasnodar,FC Orenburg,4,0,1,0,H
112,2024-11-09,Lokomotiv,Fakel,2,1,1,0,H
113,2024-11-09,Makhachkala,FC Orenburg,2,1,0,1,H
114,2024-11-09,FC Rostov,Khimki,3,1,1,0,H
115,2024-11-09,Dynamo,Nizhny Novgorod,3,1,2,1,H
116,2024-11-10,Krylia Sovetov,CSKA Moscow,1,2,0,1,A
117,2024-11-10,Spartak Moscow,Akron,4,0,1,0,H
118,2024-11-10,Akhmat,Zenit,1,2,1,2,A
119,2024-11-10,Rubin,FC Krasnodar,1,1,1,0,D
120,2024-11-22,Rubin,Akron,3,0,2,0,H
121,2024-11-23,FC Orenburg,Zenit,0,1,0,0,A
122,2024-11-23,CSKA Moscow,FC Rostov,1,2,1,0,A
123,2024-11-23,Khimki,FC Krasnodar,2,2,0,0,D
124,2024-11-23,Spartak Moscow,Lokomotiv,5,2,3,0,H
125,2024-11-24,Krylia Sovetov,Akhmat,2,1,0,1,H
126,2024-11-24,Fakel,Dynamo,1,1,0,1,D
127,2024-11-24,Nizhny Novgorod,Makhachkala,0,0,0,0,D
128,2024-11-30,Akron,FC Orenburg,1,0,0,0,H
129,2024-11-30,CSKA Moscow,Rubin,2,2,0,1,D
130,2024-11-30,FC Rostov,Nizhny Novgorod,4,0,1,0,H
131,2024-12-01,Lokomotiv,Khimki,1,3,1,2,A
132,2024-12-01,Zenit,Krylia Sovetov,2,3,1,3,A
133,2024-12-01,Makhachkala,Fakel,0,0,0,0,D
134,2024-12-01,FC Krasnodar,Spartak Moscow,0,3,0,2,A
135,2024-12-02,Akhmat,Dynamo,1,1,1,0,D
136,2024-12-07,Spartak Moscow,Nizhny Novgorod,3,0,0,0,H
137,2024-12-07,Zenit,Akron,1,2,1,2,A
138,2024-12-07,FC Rostov,Krylia Sovetov,3,1,1,1,H
139,2024-12-07,Makhachkala,Rubin,2,3,2,1,A
140,2024-12-08,Dynamo,Khimki,4,1,1,0,H
141,2024-12-08,Fakel,CSKA Moscow,0,1,0,1,A
142,2024-12-08,Akhmat,FC Orenburg,1,0,0,0,H
143,2024-12-08,FC Krasnodar,Lokomotiv,0,0,0,0,D
144,2025-02-28,Makhachkala,Lokomotiv,1,1,1,0,D
145,2025-03-01,Nizhny Novgorod,Akron,2,1,0,0,H
146,2025-03-01,Zenit,CSKA Moscow,0,0,0,0,D
147,2025-03-01,Akhmat,Rubin,2,1,1,1,H
148,2025-03-01,FC Krasnodar,Krylia Sovetov,1,1,0,1,D
149,2025-03-02,Khimki,Fakel,1,0,1,0,H
150,2025-03-02,Spartak Moscow,FC Orenburg,2,0,0,0,H
151,2025-03-02,FC Rostov,Dynamo,1,1,0,0,D
152,2025-03-07,Nizhny Novgorod,FC Krasnodar,0,3,0,2,A
153,2025-03-07,Lokomotiv,Akhmat,1,1,1,1,D
154,2025-03-08,FC Orenburg,FC Rostov,1,2,1,1,A
155,2025-03-08,Fakel,Zenit,0,2,0,1,A
156,2025-03-08,CSKA Moscow,Khimki,1,0,0,0,H
157,2025-03-08,Dynamo,Makhachkala,4,0,1,0,H
158,2025-03-09,Krylia Sovetov,Akron,0,2,0,1,A
159,2025-03-09,Rubin,Spartak Moscow,2,1,2,1,H
160,2025-03-15,FC Orenburg,Fakel,1,0,0,0,H
161,2025-03-15,Khimki,Akhmat,1,1,0,0,D
162,2025-03-15,Makhachkala,Krylia Sovetov,4,0,2,0,H
163,2025-03-15,Lokomotiv,Dynamo,2,1,1,1,H
164,2025-03-16,Akron,CSKA Moscow,1,2,0,1,A
165,2025-03-16,Rubin,Nizhny Novgorod,1,0,0,0,H
166,2025-03-16,FC Rostov,FC Krasnodar,0,1,0,0,A
167,2025-03-16,Spartak Moscow,Zenit,2,1,1,0,H
168,2025-03-28,Krylia Sovetov,Lokomotiv,5,1,4,0,H
169,2025-03-29,Dynamo,FC Orenburg,5,1,2,0,H
170,2025-03-29,Khimki,Nizhny Novgorod,2,0,1,0,H
171,2025-03-29,CSKA Moscow,Makhachkala,2,0,1,0,H
172,2025-03-30,FC Krasnodar,Fakel,5,0,0,0,H
173,2025-03-30,Akhmat,Spartak Moscow,0,0,0,0,D
174,2025-03-30,Zenit,Rubin,4,0,0,0,H
175,2025-03-31,Akron,FC Rostov,2,3,1,1,A
176,2025-04-04,Nizhny Novgorod,FC Orenburg,1,2,1,2,A
177,2025-04-05,Krylia Sovetov,Rubin,1,1,1,0,D
178,2025-04-05,Fakel,Akhmat,0,0,0,0,D
179,2025-04-05,Lokomotiv,Zenit,1,1,0,0,D
180,2025-04-05,FC Krasnodar,Akron,1,0,0,0,H
181,2025-04-06,Makhachkala,Khimki,4,1,3,0,H
182,2025-04-06,FC Rostov,Spartak Moscow,0,3,0,0,A
183,2025-04-06,CSKA Moscow,Dynamo,3,1,1,1,H
184,2025-04-11,Spartak Moscow,Makhachkala,1,2,0,2,A
185,2025-04-12,FC Orenburg,CSKA Moscow,0,2,0,0,A
186,2025-04-12,Nizhny Novgorod,Dynamo,1,1,0,0,D
187,2025-04-12,Rubin,Lokomotiv,1,0,0,0,H
188,2025-04-12,Akhmat,FC Rostov,2,1,0,0,H
189,2025-04-13,Akron,Fakel,1,0,0,0,H
190,2025-04-13,Zenit,FC Krasnodar,4,1,2,1,H
191,2025-04-13,Khimki,Krylia Sovetov,1,3,1,0,A
192,2025-04-19,FC Orenburg,Makhachkala,2,1,0,1,H
193,2025-04-19,Akron,Spartak Moscow,2,3,2,1,A
194,2025-04-19,Lokomotiv,Nizhny Novgorod,3,0,1,0,H
195,2025-04-19,FC Krasnodar,Akhmat,3,1,1,0,H
196,2025-04-20,Dynamo,Rubin,3,1,1,1,H
197,2025-04-20,Fakel,FC Rostov,0,2,0,1,A
198,2025-04-20,Zenit,Khimki,1,0,1,0,H
199,2025-04-20,CSKA Moscow,Krylia Sovetov,1,1,0,0,D
200,2025-04-25,Makhachkala,FC Krasnodar,2,3,1,2,A
201,2025-04-26,Dynamo,Zenit,1,1,1,1,D
202,2025-04-26,Nizhny Novgorod,Akhmat,1,0,1,0,H
203,2025-04-26,FC Rostov,Lokomotiv,1,1,1,0,D
204,2025-04-26,Spartak Moscow,CSKA Moscow,1,2,0,1,A
205,2025-04-27,Krylia Sovetov,FC Orenburg,2,0,0,0,H
206,2025-04-27,Khimki,Akron,2,2,2,1,D
207,2025-04-27,Rubin,Fakel,2,1,0,1,H
208,2025-05-02,Akron,Makhachkala,1,0,0,0,H
209,2025-05-03,Lokomotiv,FC Orenburg,1,1,0,0,D
210,2025-05-03,FC Krasnodar,Rubin,2,1,2,0,H
211,2025-05-04,Fakel,Spartak Moscow,0,0,0,0,D
212,2025-05-04,Akhmat,CSKA Moscow,1,1,1,1,D
213,2025-05-04,Khimki,FC Rostov,1,1,0,0,D
214,2025-05-04,Zenit,Nizhny Novgorod,2,1,0,1,H
215,2025-05-05,Krylia Sovetov,Dynamo,1,3,1,1,A
216,2025-05-10,FC Orenburg,Khimki,1,1,0,0,D
217,2025-05-10,Makhachkala,Zenit,0,1,0,1,A
218,2025-05-10,CSKA Moscow,FC Krasnodar,1,0,0,0,H
219,2025-05-11,Akron,Akhmat,3,2,2,1,H
220,2025-05-11,Fakel,Lokomotiv,0,1,0,1,A
221,2025-05-11,Rubin,FC Rostov,1,0,0,0,H
222,2025-05-11,Dynamo,Spartak Moscow,2,0,2,0,H
223,2025-05-12,Nizhny Novgorod,Krylia Sovetov,5,2,4,1,H
224,2025-05-17,FC Orenburg,FC Krasnodar,1,2,1,1,A
225,2025-05-17,Khimki,Rubin,3,2,1,1,H
226,2025-05-17,Nizhny Novgorod,Fakel,1,1,0,1,D
227,2025-05-18,Krylia Sovetov,Spartak Moscow,0,2,0,2,A
228,2025-05-18,Akhmat,Makhachkala,1,1,0,1,D
229,2025-05-18,Dynamo,Akron,2,1,1,0,H
230,2025-05-18,FC Rostov,Zenit,0,1,0,1,A
231,2025-05-19,Lokomotiv,CSKA Moscow,2,2,2,0,D
232,2025-05-24,CSKA Moscow,Nizhny Novgorod,2,0,1,0,H
233,2025-05-24,Spartak Moscow,Khimki,5,0,2,0,H
234,2025-05-24,Zenit,Akhmat,3,0,2,0,H
235,2025-05-24,FC Krasnodar,Dynamo,3,0,0,0,H
236,2025-05-24,Rubin,FC Orenburg,4,2,3,2,H
237,2025-05-24,Fakel,Krylia Sovetov,1,1,0,1,D
238,2025-05-24,Akron,Lokomotiv,1,4,0,1,A
239,2025-05-24,Makhachkala,FC Rostov,1,1,1,0,D
240,2025-05-28,Ural,Akhmat,2,1,0,1,H
241,2025-05-28,FC Sochi,Nizhny Novgorod,1,2,1,1,A
242,2025-05-31,Nizhny Novgorod,FC Sochi,1,3,0,3,A
243,2025-05-31,Akhmat,Ural,2,0,0,0,H
